"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"14-000450","04/01/14 0933","04/01/14 0933","04/01/14 0933","ARMORY BUILDING","Arrest","assault",-93.6509474,42.029626
"14-000450","04/01/14 0933",NA,NA,"Armory Building","Open","harassment",-93.6509474,42.029626
"14-000451","04/01/14 1638","04/01/14 1638","04/01/14 1638","State Gymnasium","Arrest","theft",-93.6538021,42.0246748
"14-000453","04/01/14 1749",NA,NA,"Armory Building","Open","fraud",-93.6509474,42.029626
"14-000454","04/02/14 0017","04/02/14 0017","04/02/14 0017","Hyland Avenue and West Street","Arrest","drug violation",-93.6556457,42.0253446
"14-000456","04/03/14 0212","04/03/14 0212","04/03/14 0212","100 block of Campus Avenue","Arrest","operating while intoxicated",-93.6570426,42.0227322
"14-000456","04/03/14 0212","04/03/14 0212","04/03/14 0212","100 block of Campus Avenue","Arrest","drug violation",-93.6570426,42.0227322
"14-000457","04/03/14 0725",NA,NA,"Lebaron Hall","Open","vandalism",-93.6475244,42.0283786
"14-000458","04/03/14 1821",NA,NA,"Elm Hall","Open","theft",-93.6403311,42.0251392
"14-000460","04/04/14 0208","04/04/14 0208","04/04/14 0208","Lincoln Way and Wilder Avenue","Arrest","operating while intoxicated",-93.6918302,42.0228356
"14-000461","04/04/14 0736","04/04/14 0736","04/04/14 0736","ISU DAIRY FARM","Open","all other offenses",NA,NA
"14-000463","04/04/14 1710",NA,NA,"Buchanan Hall","Open","harassment",-93.642449,42.022653
"14-000465","04/04/14 2156","04/04/14 2156","04/04/14 2156","FREEMAN HALL","Open","drug violation",NA,NA
"14-000466","04/05/14 0112","04/05/14 0112","04/05/14 0112","13th Street and Stange Road","Arrest","operating while intoxicated",-93.620521,42.034189
"14-000467","04/05/14 0242","04/05/14 0242","04/05/14 0242","Helser Hall","Arrest","public intoxication",-93.6518379,42.02424
"14-000468","04/05/14 0421","04/05/14 0421","04/05/14 0421","Hayward Avenue and Mortesen Road","Arrest","operating while intoxicated",NA,NA
"14-000471","04/06/14 0224","04/06/14 0224","04/06/14 0224","Hunt Street and Welch Avenue","Arrest","public intoxication",-93.6501239,42.0202787
"14-000473","04/06/14 0429","04/06/14 0429","04/06/14 0429","Mortensen Parkway and University Boulevard","Arrest","operating while intoxicated",-93.6393859,42.0083324
"14-000473","04/06/14 0429","04/06/14 0429","04/06/14 0429","Mortensen Parkway and University Boulevard","Arrest","liquor law violation",-93.6393859,42.0083324
"14-000473","04/06/14 0429","04/06/14 0429","04/06/14 0429","Mortensen Parkway and University Boulevard","Arrest","license violation",-93.6393859,42.0083324
"14-000474","04/06/14 1823",NA,NA,"Central Campus","Open","vandalism",-93.6464654,42.0266187
"14-000475","04/07/14 0650",NA,NA,"Gilman Hall","Open","vandalism",-93.6486442,42.0294215
"14-000477","04/07/14 1951","04/06/14 1951","04/07/14 1951","OSBORN DR/BISSELL RD","Open","hit and run",NA,NA
"14-000478","04/07/14 2226","04/07/14 2054","04/07/14 2054","LIED RECREATION CENTER","Open","theft",-93.6372142,42.0267276
"14-000479","04/08/14 0055","04/08/14 0055","04/08/14 0055","Chamberlain Street and Lynn Avenue","Arrest","liquor law violation",-93.6464356,42.0215381
"14-000480","04/08/14 0136","04/08/14 0136","04/08/14 0136","100 block of Hayward Avenue","Arrest","liquor law violation",-93.6517049,42.0227335
"14-000481","04/08/14 0139","04/08/14 0139","04/08/14 0139","Hyland Avenue and West Street","Arrest","liquor law violation",-93.6556457,42.0253446
"14-000482","04/08/14 0147","04/08/14 0147","04/08/14 0147","Lied Recreation Center","Arrest","public intoxication",-93.6372142,42.0267276
"14-000482","04/08/14 0147","04/08/14 0147","04/08/14 0147","Lied Recreation Center","Arrest","drug violation",-93.6372142,42.0267276
"14-000483","04/08/14 0204",NA,NA,"Parks Library","Open","theft",-93.6488141,42.0281254
"14-000484","04/08/14 0304","04/08/14 0304","04/08/14 0304","Mortensen Road and Seagrave Boulevard","Arrest","operating while intoxicated",-93.6713608,42.0120265
"14-000485","04/08/14 1521","04/08/14 1521","04/08/14 1521","Beyer Hall","Arrest","theft",-93.6529169,42.0259395
"14-000486","04/08/14 1843","04/08/14 1843","04/08/14 1843","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"14-000487","04/08/14 2323","04/08/14 2323","04/08/14 2323","HELSER HALL","Arrest","liquor law violation",-93.6518379,42.02424
"14-000488","04/09/14 0105","04/09/14 0105","04/09/14 0105","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"14-000488","04/09/14 0105","04/09/14 0105","04/09/14 0105","Memorial Union","Arrest","liquor law violation",-93.6459454,42.0236502
"14-000489","04/09/14 0115","04/09/14 0115","04/09/14 0115","Student Services Building","Arrest","public intoxication",-93.6501447,42.0253226
"14-000489","04/09/14 0115","04/09/14 0115","04/09/14 0115","Student Services Building","Arrest","theft",-93.6501447,42.0253226
"14-000489","04/09/14 0115","04/09/14 0115","04/09/14 0115","Student Services Building","Arrest","interference",-93.6501447,42.0253226
"14-000489","04/09/14 0115","04/09/14 0115","04/09/14 0115","Student Services Building","Arrest","liquor law violation",-93.6501447,42.0253226
"14-000493","04/09/14 0236","04/09/14 0236","04/09/14 0236","2200 Block of Lincoln Way","Arrest","operating while intoxicated",-93.644527,42.0226921
"14-000493","04/09/14 0236","04/09/14 0236","04/09/14 0236","2200 Block of Lincoln Way","Arrest","unlawful use of license",-93.644527,42.0226921
"14-000496","04/09/14 0614",NA,NA,"Forker Building","Open","vandalism",-93.6403143,42.0268097
"14-000497","04/09/14 1316","04/09/14 0945","04/09/14 1310","LOT 28","Open","hit and run",NA,NA
"14-000499","04/09/14 1830",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"14-000500","04/09/14 1856",NA,NA,"State Gymnasium","Open","theft",-93.6538021,42.0246748
"14-000501","04/09/14 2157","04/09/14 2157","04/09/14 2157","Memorial Union","Arrest","trespass",-93.6459454,42.0236502
"14-000502","04/09/14 2348","04/09/14 2348","04/09/14 2348","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"14-000503","04/10/14 0100","04/10/14 0100","04/10/14 0100","100 block of Campus Avenue","Arrest","public intoxication",-93.6570426,42.0227322
"14-000504","04/10/14 0153","04/10/14 0153","04/10/14 0153","Lot 62","Arrest","operating while intoxicated",-93.6431646,42.0217945
"14-000504","04/10/14 0153","04/10/14 0153","04/10/14 0153","Lot 62","Arrest","interference",-93.6431646,42.0217945
"14-000505","04/10/14 0339","04/10/14 0339","04/10/14 0339","LINCOLN WAY/HYLAND AVE","Arrest","vandalism",-93.6555907,42.0227264
"14-000505","04/10/14 0339","04/10/14 0339","04/10/14 0339","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"14-000505","04/10/14 0339","04/10/14 0339","04/10/14 0339","Hyland Avenue and Lincoln Way","Arrest","assault",-93.6555907,42.0227264
"14-000508","04/10/14 1338","04/10/14 1338","04/10/14 1338","ARMORY BUILDING","Open","drug violation",-93.6509474,42.029626
"14-000509","04/10/14 1611","04/10/14 1611","04/10/14 1611","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"14-000510","04/10/14 2233","04/10/14 2233","04/10/14 2233","Hayward Avenue and Lincoln Way","Arrest","public intoxication",-93.6517059,42.0228461
"14-000510","04/10/14 2233","04/10/14 2233","04/10/14 2233","Hayward Avenue and Lincoln Way","Arrest","liquor law violation",-93.6517059,42.0228461
"14-000511","04/10/14 2237","04/10/14 2237","04/10/14 2237","Arbor Street and South Sheldon Avenue","Arrest","public intoxication",-93.6542412,42.0209168
"14-000512","04/11/14 0027","04/11/14 0027","04/11/14 0027","South Franklin Avenue and Tripp Street","Arrest","operating while intoxicated",-93.6647488,42.0201257
"14-000513","04/11/14 0055","04/11/14 0055","04/11/14 0055","Ash Avenue and Lincoln Way","Arrest","public intoxication",-93.64441,42.0226961
"14-000513","04/11/14 0055","04/11/14 0055","04/11/14 0055","Ash Avenue and Lincoln Way","Arrest","liquor law violation",-93.64441,42.0226961
"14-000514","04/11/14 0115","04/11/14 0115","04/11/14 0115","KNOLL","Arrest","theft",NA,NA
"14-000514","04/11/14 0115","04/11/14 0115","04/11/14 0115","2100 block of Union Drive","Arrest","public intoxication",-93.6496968,42.024591
"14-000514","04/11/14 0115","04/11/14 0115","04/11/14 0115","2100 block of Union Drive","Arrest","liquor law violation",-93.6496968,42.024591
"14-000515","04/11/14 0109","04/11/14 0109","04/11/14 0109","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"14-000516","04/11/14 0135","04/11/14 0135","04/11/14 0135","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"14-000517","04/11/14 0202","04/11/14 0202","04/11/14 0202","Union Drive Community Center","Arrest","public intoxication",-93.6515007,42.0249565
"14-000518","04/11/14 0241","04/11/14 0241","04/11/14 0241","Arbor Street and South Hyland Avenue","Arrest","operating while intoxicated",-93.6555561,42.0209196
"14-000518","04/11/14 0241","04/11/14 0241","04/11/14 0241","Arbor Street and South Hyland Avenue","Arrest","license violation",-93.6555561,42.0209196
"14-000519","04/11/14 0313","04/11/14 0313","04/11/14 0313","LYON HALL","Arrest","false information",NA,NA
"14-000519","04/11/14 0313","04/11/14 0313","04/11/14 0313","Lyon Hall","Arrest","false information",-93.6424864,42.0245055
"14-000521","04/11/14 0600",NA,NA,"Parks Library","Open","vandalism",-93.6488141,42.0281254
"14-000523","04/11/14 1600",NA,NA,"Schilletter Village","Open","domestic dispute",-93.6419526,42.0440492
"14-000524","04/11/14 1814","04/11/14 1814","04/11/14 1814","Knapp Street and Welch Avenue","Arrest","liquor law violation",-93.6500882,42.0191138
"14-000525","04/11/14 2028","04/11/14 2028","04/11/14 2028","Knapp Street and Stanton Avenue","Arrest","liquor law violation",-93.6485073,42.0191298
"14-000526","04/11/14 2054","04/11/14 2054","04/11/14 2054","Arbor Street and Sheldon Avenue","Arrest","liquor law violation",-93.6542412,42.0209168
"14-000527","04/11/14 2104","04/11/14 2104","04/11/14 2104","Arbor Street and South Hyland Avenue","Arrest","liquor law violation",-93.6555561,42.0209196
"14-000528","04/11/14 2127","04/11/14 2127","04/11/14 2127","Lincoln Way and Wilmoth Avenue","Arrest","liquor law violation",-93.6615998,42.0227611
"14-000529","04/11/14 2028","04/11/14 2028","04/11/14 2028","Campus Avenue and Lincoln Way","Arrest","public intoxication",-93.6570426,42.0227269
"14-000529","04/11/14 2028","04/11/14 2028","04/11/14 2028","Campus Avenue and Lincoln Way","Arrest","liquor law violation",-93.6570426,42.0227269
"14-000529","04/11/14 2028","04/11/14 2028","04/11/14 2028","Campus Avenue and Lincoln Way","Arrest","license violation",-93.6570426,42.0227269
"14-000529","04/11/14 2028","04/11/14 2028","04/11/14 2028","Campus Avenue and Lincoln Way","Arrest","interference",-93.6570426,42.0227269
"14-000530","04/11/14 2212","04/11/14 2212","04/11/14 2214","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"14-000531","04/11/14 2223","04/11/14 2223","04/11/14 2223","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"14-000532","04/11/14 2239","04/11/14 2239","04/11/14 2239","Larch Hall","Arrest","public intoxication",-93.6382868,42.0232779
"14-000532","04/11/14 2239","04/11/14 2239","04/11/14 2239","Larch Hall","Arrest","assault",-93.6382868,42.0232779
"14-000533","04/11/14 2234","04/11/14 2234","04/11/14 2234","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"14-000534","04/11/14 2310","04/11/14 2310","04/11/14 2310","Hayward Avenue and Knapp Street","Arrest","liquor law violation",-93.6517339,42.0191154
"14-000535","04/11/14 2310","04/11/14 2310","04/11/14 2310","LINCOLN WAY/HOWARD AVE","Arrest","driving violation",NA,NA
"14-000535","04/11/14 2310","04/11/14 2310","04/11/14 2310","Howard Avenue and Lincoln Way","Arrest","liquor law violation",-93.6584515,42.0227284
"14-000535","04/11/14 2310","04/11/14 2310","04/11/14 2310","Howard Avenue and Lincoln Way","Arrest","license violation",-93.6584515,42.0227284
"14-000536","04/11/14 2329","04/11/14 2329","04/11/14 2329","Hayward Avenue and Knapp Street","Arrest","drug violation",-93.6517339,42.0191154
"14-000536","04/11/14 2329","04/11/14 2329","04/11/14 2329","Hayward Avenue and Knapp Street","Arrest","liquor law violation",-93.6517339,42.0191154
"14-000537","04/11/14 2316","04/11/14 2316","04/11/14 2316","Beach Avenue and Center Drive","Arrest","drug violation",-93.6394539,42.0195934
"14-000538","04/11/14 2349","04/11/14 2349","04/11/14 2349","Hunt Street and Sheldon Avenue","Arrest","drug violation",-93.6542234,42.0201273
"14-000538","04/11/14 2349","04/11/14 2349","04/11/14 2349","Hunt Street and Sheldon Avenue","Arrest","liquor law violation",-93.6542234,42.0201273
"14-000539","04/11/14 2200","04/11/14 2200","04/11/14 2200","Coconino Road and Maricopa Drive","Arrest","liquor law violation",-93.6755935,42.0087739
"14-000540","04/11/14 2225","04/11/14 2225","04/11/14 2225","Hayward Avenue and Knapp Street","Arrest","liquor law violation",-93.6517339,42.0191154
"14-000541","04/12/14 0030","04/12/14 0030","04/12/14 0030","Lincoln Way and Sheldon Avenue","Arrest","public intoxication",-93.6542392,42.0227224
"14-000542","04/12/14 0033","04/12/14 0033","04/12/14 0033","200 block of Chamberlain Place","Arrest","liquor law violation",-93.6481878,42.0212295
"14-000543","04/12/14 0103","04/12/14 0103","04/12/14 0103","Lincoln Way and State Avenue","Arrest","liquor law violation",-93.6591203,42.0227266
"14-000544","04/12/14 0111","04/12/14 0111","04/12/14 0111","Campus Avenue and Lincoln Way","Arrest","liquor law violation",-93.6570426,42.0227269
"14-000545","04/12/14 0120","04/12/14 0120","04/12/14 0120","2800 block of Lincoln Way","Arrest","liquor law violation",-93.6556634,42.0225705
"14-000546","04/12/14 0110","04/12/14 0110","04/12/14 0110","Mortensen Road and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"14-000547","04/12/14 0118","04/12/14 0118","04/12/14 0118","Beach Road and Richardson Court","Arrest","public intoxication",-93.639189,42.02383
"14-000548","04/12/14 0131","04/12/14 0131","04/12/14 0131","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"14-000549","04/12/14 0116","04/12/14 0116","04/12/14 0116","Lot 11E","Arrest","operating while intoxicated",NA,NA
"14-000550","04/12/14 0216","04/12/14 0216","04/12/14 0216","300 block of Welch Avenue","Arrest","liquor law violation",-93.6497151,42.0200666
"14-000551","04/12/14 0200","04/12/14 0200","04/12/14 0200","Chamberlain Street and Welch Avenue","Arrest","assault",-93.6501941,42.0214439
"14-000552","04/12/14 0153","04/12/14 0153","04/12/14 0153","13th Street and Stange Road","Arrest","operating while intoxicated",-93.620521,42.034189
"14-000553","04/12/14 0236","04/12/14 0236","04/12/14 0236","Lincoln Way and Stanton Avenue","Arrest","liquor law violation",-93.6485139,42.0227359
"14-000554","04/12/14 0247","04/12/14 0247","04/12/14 0247","Ash Avenue and Lincoln Way","Arrest","liquor law violation",-93.64441,42.0226961
"14-000555","04/12/14 0248","04/12/14 0248","04/12/14 0248","HAYWARD AVE/HUNT ST","Arrest","driving violation",NA,NA
"14-000555","04/12/14 0248","04/12/14 0248","04/12/14 0248","Hayward Avenue and Hunt Street","Arrest","public intoxication",-93.6517575,42.0201314
"14-000555","04/12/14 0248","04/12/14 0248","04/12/14 0248","Hayward Avenue and Hunt Street","Arrest","liquor law violation",-93.6517575,42.0201314
"14-000555","04/12/14 0248","04/12/14 0248","04/12/14 0248","Hayward Avenue and Hunt Street","Arrest","license violation",-93.6517575,42.0201314
"14-000556","04/12/14 0309","04/12/14 0309","04/12/14 0309","2600 block of Lincoln Way","Arrest","public intoxication",-93.6517229,42.0227346
"14-000557","04/12/14 0309","04/12/14 0309","04/12/14 0309","Forest Hills Drive and Hyland Avenue","Arrest","public intoxication",-93.6556793,42.0305867
"14-000558","04/12/14 0456","04/12/14 0456","04/12/14 0456","Lincoln Way and Wilmoth Avenue","Arrest","public intoxication",-93.6615998,42.0227611
"14-000559","04/12/14 0542","04/12/14 0542","04/12/14 0542","West Street and Wilmoth Avenue","Arrest","operating while intoxicated",-93.6616358,42.0249486
"14-000560","04/12/14 1050",NA,NA,"Lot B4","Open","vandalism",-93.6366017,42.0186242
"14-000561","04/12/14 1528","04/12/14 1528","04/12/14 1528","Lot 54","Arrest","liquor law violation",NA,NA
"14-000562","04/12/14 1849","04/12/14 1849","04/12/14 1849","Birch Hall","Arrest","public intoxication",-93.6417417,42.0237087
"14-000563","04/12/14 2006","04/12/14 2006","04/12/14 2006","200 block of Campus Avenue","Arrest","liquor law violation",-93.6570365,42.0253277
"14-000563","04/12/14 2006","04/12/14 2006","04/12/14 2006","200 block of Campus Avenue","Arrest","interference",-93.6570365,42.0253277
"14-000564","04/12/14 2014","04/12/14 2014","04/12/14 2014","3300 block of Lincoln Way","Arrest","liquor law violation",-93.6615998,42.0227611
"14-000565","04/12/14 2025","04/12/14 2025","04/12/14 2025","Campus Avenue and West Street","Arrest","public intoxication",-93.6570365,42.0253277
"14-000566","04/12/14 2035","04/12/14 2035","04/12/14 2035","Lot 73","Arrest","liquor law violation",-93.6466515,42.0240508
"14-000567","04/12/14 2054","04/12/14 2054","04/12/14 2054","Arbor Street and State Avenue","Arrest","liquor law violation",-93.6591238,42.0209091
"14-000568","04/12/14 2104","04/12/14 2104","04/12/14 2104","Ames Intermodal Facility","Arrest","liquor law violation",-93.6523433,42.0210166
"14-000569","04/12/14 2128","04/12/14 2128","04/12/14 2128","Hayward Avenue and Knapp Street","Arrest","liquor law violation",-93.6517339,42.0191154
"14-000570","04/12/14 2121","04/12/14 2121","04/12/14 2121","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
"14-000571","04/12/14 2144","04/12/14 2144","04/12/14 2144","Hayward Avenue and Knapp Street","Arrest","liquor law violation",-93.6517339,42.0191154
"14-000572","04/12/14 2144","04/12/14 2144","04/12/14 2144","LAKE LAVERNE","Arrest","liquor law violation",NA,NA
"14-000572","04/12/14 2144","04/12/14 2144","04/12/14 2144","Lake LaVerne","Arrest","public intoxication",-93.6479874,42.0237049
"14-000573","04/12/14 2153","04/12/14 2153","04/12/14 2153","400 block of Hayward Avenue","Arrest","liquor law violation",-93.6517337,42.0191004
"14-000574","04/12/14 2219","04/12/14 2219","04/12/14 2219","200 block of Hayward Avenue","Arrest","public intoxication",-93.6517204,42.0214471
"14-000575","04/12/14 2218","04/12/14 2218","04/12/14 2218","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"14-000576","04/12/14 2251","04/12/14 2251","04/12/14 2251","Beyer Court and Union Drive","Arrest","liquor law violation",-93.6507255,42.0251486
"14-000577","04/12/14 2321","04/12/14 2321","04/12/14 2321","2800 block of Wood Street","Arrest","public intoxication",-93.6556273,42.0221434
"14-000577","04/12/14 2321","04/12/14 2321","04/12/14 2321","2800 block of Wood Street","Arrest","liquor law violation",-93.6556273,42.0221434
"14-000578","04/12/14 2330","04/12/14 2330","04/12/14 2330","400 block of Hayward Avenue","Arrest","license violation",-93.6517337,42.0191004
"14-000579","04/12/14 2345","04/12/14 2345","04/12/14 2345","Hayward Avenue and Hunt Street","Arrest","operating while intoxicated",-93.6517575,42.0201314
"14-000580","04/12/14 2352","04/12/14 2352","04/12/14 2352","Hyland Avenue and West Street","Arrest","liquor law violation",-93.6556457,42.0253446
"14-000581","04/12/14 2341","04/12/14 2341","04/12/14 2341","Hyland Avenue and West Street","Arrest","operating while intoxicated",-93.6556457,42.0253446
"14-000581","04/12/14 2341","04/12/14 2341","04/12/14 2341","HYLAND AVE/WEST ST","Arrest","driving violation",-93.6556457,42.0253446
"14-000582","04/13/14 0015","04/13/14 0015","04/13/14 0015","500 block of Welch Avenue","Arrest","liquor law violation",-93.650078,42.0176185
"14-000583","04/13/14 0037","04/13/14 0037","04/13/14 0037","Lincoln Way and Morrill Road","Arrest","operating while intoxicated",-93.6464078,42.0228283
"14-000584","04/13/14 0039","04/13/14 0039","04/13/14 0039","200 Chamberlain Place","Arrest","liquor law violation",-93.6481878,42.0212295
"14-000585","04/13/14 0031","04/13/14 0031",NA,"Arbor Street and State Avenue","Open","sexual assault",-93.6591238,42.0209091
"14-000586","04/13/14 0102","04/13/14 0102","04/13/14 0102","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"14-000586","04/13/14 0102","04/13/14 0102","04/13/14 0102","Hyland Avenue and Lincoln Way","Arrest","drug violation",-93.6555907,42.0227264
"14-000586","04/13/14 0102","04/13/14 0102","04/13/14 0102","LINCOLN WAY/HYLAND AVE","Arrest","assault",-93.6555907,42.0227264
"14-000587","04/13/14 0102","04/13/14 0102","04/13/14 0102","Union Drive and Welch Road","Arrest","public intoxication",-93.649224,42.0239964
"14-000588","04/13/14 0115","04/13/14 0115","04/13/14 0115","Helser Hall","Arrest","arson",-93.6518379,42.02424
"14-000588","04/13/14 0115","04/13/14 0115","04/13/14 0115","Helser Hall","Arrest","license violation",-93.6518379,42.02424
"14-000588","04/13/14 0115","04/13/14 0115","04/13/14 0115","HELSER HALL","Arrest","driving violation",-93.6518379,42.02424
"14-000590","04/13/14 0130","04/13/14 0130","04/13/14 0130","Lincoln Way and Marshall Avenue","Arrest","operating while intoxicated",-93.6689375,42.0229021
"14-000591","04/13/14 0148","04/13/14 0148","04/13/14 0148","300 block of Lynn Street","Arrest","public intoxication",-93.645878,42.0202902
"14-000592","04/13/14 0201","04/13/14 0201","04/13/14 0201","Lettie Street and State Avenue","Arrest","operating while intoxicated",-93.6591273,42.0214744
"14-000592","04/13/14 0201","04/13/14 0201","04/13/14 0201","Lettie Street and State Avenue","Arrest","driving violation",-93.6591273,42.0214744
"14-000593","04/13/14 0231","04/13/14 0231","04/13/14 0231","Hyland Avenue and West Street","Arrest","liquor law violation",-93.6556457,42.0253446
"14-000593","04/13/14 0231","04/13/14 0231","04/13/14 0231","Hyland Avenue and West Street","Arrest","false information",-93.6556457,42.0253446
"14-000593","04/14/14 0607","04/13/14 0000","04/14/14 0607","HYLAND AVE/WEST ST","Arrest","harassment",-93.6556457,42.0253446
"14-000595","04/13/14 0239","04/13/14 0239","04/13/14 0239","Lincoln Way and Welch Avenue","Arrest","operating while intoxicated",-93.6501393,42.0227328
"14-000596","04/13/14 0300","04/13/14 0300","04/13/14 0300","Hayward Avenue and Knapp Street","Arrest","public intoxication",-93.6517339,42.0191154
"14-000597","04/13/14 0257","04/13/14 0257","04/13/14 0257","Mortensen Road and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"14-000598","04/13/14 0951",NA,NA,"Sweeney Hall","Open","vandalism",-93.6509194,42.0278127
"14-000599","04/13/14 1227",NA,NA,"Buchanan Hall","Open","vandalism",-93.642449,42.022653
"14-000600","04/13/14 1417",NA,NA,"Lot 59A","Open","vandalism",-93.6535564,42.0234382
"14-000601","04/14/14 0644",NA,NA,"Gilman Hall","Open","vandalism",-93.6486442,42.0294215
"14-000602","04/14/14 0828",NA,NA,"Horticulture Hall","Open","theft",-93.644913,42.0279617
"14-000603","04/14/14 0832",NA,NA,"Parks Library","Open","vandalism",-93.6488141,42.0281254
"14-000604","04/14/14 0856",NA,NA,"Sweeney Hall","Open","vandalism",-93.6509194,42.0278127
"14-000605","04/14/14 1445","04/14/14 1445","04/14/14 1445","ARMORY BUILDING","Open","drug violation",-93.6509474,42.029626
"14-000606","04/14/14 1608",NA,NA,"Frederiksen Court","Open","trespass",-93.6440878,42.0340306
"14-000608","04/14/14 2015",NA,NA,"Wallace Hall","Open","theft",-93.6499279,42.0142261
"14-000609","04/15/14 1448","04/15/14 1448","04/15/14 1448","ARMORY BUILDING","Open","drug violation",-93.6509474,42.029626
"14-000610","04/15/14 1543","04/15/14 1543","04/15/14 1543","ARMORY BUILDING","Open","drug violation",-93.6509474,42.029626
"14-000613","04/15/14 2255","04/15/14 2255","04/15/14 2255","Mortensen Road and Seagrave Boulevard","Arrest","drug violation",-93.6713608,42.0120265
"14-000613","04/15/14 2255","04/15/14 2255","04/15/14 2255","Mortensen Road and Seagrave Boulevard","Arrest","liquor law violation",-93.6713608,42.0120265
"14-000616","04/16/14 0858",NA,NA,"Parks Library","Open","vandalism",-93.6488141,42.0281254
"14-000617","04/16/14 1524","04/16/14 1524","04/16/14 1524","LINCOLN WAY/WELCH RD","Open","all other offenses",NA,NA
"14-000620","04/18/14 0044","04/18/14 0044","04/18/14 0044","Chamberlain Street and Stanton Avenue","Arrest","public intoxication",-93.6484903,42.0214258
"14-000622","04/18/14 0320","04/18/14 0320","04/18/14 0320","Sheldon Avenue and Union Drive","Arrest","public intoxication",-93.6543018,42.0253597
"14-000623","04/18/14 1030",NA,NA,"Memorial Union","Open","theft",-93.6459454,42.0236502
"14-000624","04/17/14 1526","04/17/14 1526","04/17/14 1526","62 FREDERIKSEN COURT","Open","fraud",-93.640536,42.0332645
"14-000624","04/18/14 1557",NA,NA,"Frederiksen Court","Open","theft",-93.6440878,42.0340306
"14-000625","04/19/14 1216",NA,NA,"Armory Building","Open","harassment",-93.6509474,42.029626
"14-000626","04/19/14 1919",NA,NA,"Buchanan Hall","Open","vandalism",-93.642449,42.022653
"14-000627","04/20/14 0005","04/20/14 0005","04/20/14 0005","Willow Hall","Arrest","drug violation",-93.6377325,42.0239136
"14-000627","04/20/14 0005","04/20/14 0005","04/20/14 0005","Willow Hall","Arrest","liquor law violation",-93.6377325,42.0239136
"14-000628","04/21/14 0452",NA,NA,"Lebaron Hall","Open","vandalism",-93.6475244,42.0283786
"14-000629","04/21/14 0703",NA,NA,"Gilman Hall","Open","vandalism",-93.6486442,42.0294215
"14-000631","04/21/14 1112",NA,NA,"Parks Library","Open","vandalism",-93.6488141,42.0281254
"14-000633","04/21/14 2208","04/21/14 2208","04/21/14 2208","Ash Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.64441,42.0226961
"14-000635","04/21/14 2326","04/21/14 2326","04/21/14 2326","Willow Hall","Arrest","drug violation",-93.6377325,42.0239136
"14-000635","04/21/14 2326","04/21/14 2326","04/21/14 2326","Willow Hall","Arrest","liquor law violation",-93.6377325,42.0239136
"14-000636","04/22/14 0937",NA,"04/29/14 0944","Friley Hall","Arrest","theft",-93.65045,42.0239234
"14-000636","04/22/14 0937","04/21/14 1800","04/22/14 0500","FRILEY HALL","Arrest","theft",-93.65045,42.0239234
"14-000637","04/22/14 1036",NA,NA,"Parks Library","Open","vandalism",-93.6488141,42.0281254
"14-000638","04/22/14 1642",NA,NA,"Sweeney Hall","Open","theft",-93.6509194,42.0278127
"14-000640","04/23/14 1103",NA,NA,"119 Stanton Avenue","Unfounded","theft",-93.6489377,42.0219747
"14-000640","04/23/14 1103","04/22/14 1800","04/23/14 1103","119 STANTON AVE","Unfounded","theft",-93.6489377,42.0219747
"14-000641","04/23/14 1409","04/23/14 1409","04/23/14 1409","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"14-000641","04/23/14 1409","04/23/14 1409","04/23/14 1409","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"14-000642","04/23/14 1433",NA,NA,"Parks Library","Open","theft",-93.6488141,42.0281254
"14-000643","04/23/14 1549",NA,NA,"Memorial Union","Open","theft",-93.6459454,42.0236502
"14-000645","04/24/14 1250","04/24/14 1250",NA,"Hub","Closed","theft",-93.6484556,42.0272385
"14-000646","04/24/14 1424",NA,NA,"2400 block of Kooser Drive","Open","harassment",-93.648192,42.032519
"14-000648","04/24/14 1657","04/24/14 1657","04/24/14 1657","ARMORY BUILDING","Open","drug violation",-93.6509474,42.029626
