"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"15-000101","01/25/15 0104","01/25/15 0104","01/25/15 0104","Hayward Avenue and Mortensen Road","Arrest","public intoxication",-93.6516786,42.0118612
"15-000101","01/25/15 0104","01/25/15 0104","01/25/15 0104","Hayward Avenue and Mortensen Road","Arrest","public intoxication",-93.6516786,42.0118612
"15-000102","01/25/15 0301","01/25/15 0301","01/25/15 0301","Baker Street and Lynn Avenue","Arrest","operating while intoxicated",-93.6463639,42.0179401
"15-000104","01/26/15 2214","01/26/15 2214","01/26/15 2214","Lied Recreation Center","Arrest","drug violation",-93.6372142,42.0267276
"15-000105","01/27/15 0922",NA,"01/27/15 0922","Friley Hall","Open","harassment",-93.65045,42.0239234
"15-000108","01/28/15 1628",NA,"01/28/15 1628","Pearson Hall","Open","theft",-93.6498675,42.0260288
"15-000109","01/28/15 1921",NA,"01/28/15 1921","Union Drive Community Center","Open","theft",-93.6515007,42.0249565
"15-000111","01/29/15 0831",NA,"01/29/15 0831","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000112","01/29/15 1315",NA,"01/29/15 1315","Frederiksen Court","Open","assault",-93.6440878,42.0340306
"15-000113","01/30/15 0209","01/30/15 0209","01/30/15 0209","Ash Avenue and Knapp Street","Arrest","operating while intoxicated",-93.6443655,42.019142
"15-000119","01/30/15 1622","01/30/15 1622","01/30/15 1622","Wilson Hall","Arrest","drug violation",-93.651021,42.0139143
"15-000119","01/30/15 1622","01/30/15 1622","01/30/15 1622","Wilson Hall","Arrest","alcohol violation",-93.651021,42.0139143
"15-000120","01/30/15 2100",NA,"01/30/15 2100","University Village","Open","harassment",-93.6441672,42.0427435
"15-000122","01/31/15 0128","01/31/15 0128","01/31/15 0128","Beach Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.639494,42.022655
"15-000122","01/31/15 0128","01/31/15 0128","01/31/15 0128","Beach Avenue and Lincoln Way","Arrest","drug violation",-93.639494,42.022655
"15-000123","01/31/15 0253","01/31/15 0253","01/31/15 0253","Bissell Road and Marston Court","Arrest","operating while intoxicated",-93.6519109,42.0272025
"15-000128","02/01/15 0108","02/01/15 0108","02/01/15 0108","Frederiksen Court","Arrest","harassment",-93.6440878,42.0340306
"15-000129","02/01/15 0133","02/01/15 0133","02/01/15 0133","Lincoln Way and Union Drive","Arrest","public intoxication",-93.64278,42.0226914
"15-000129","02/01/15 0133","02/01/15 0133","02/01/15 0133","Lincoln Way and Union Drive","Arrest","public intoxication",-93.64278,42.0226914
"15-000132","02/01/15 2225","02/01/15 2225","03/13/15 2011","University Village","Arrest","sexual assault",-93.6441672,42.0427435
"15-000139","02/02/15 1449",NA,"02/02/15 1449","Beyer Hall","Open","theft",-93.6529169,42.0259395
"15-000144","02/02/15 2335","02/02/15 2335","02/02/15 2335","Larch Hall","Closed","assault",-93.6382868,42.0232779
"15-000156","02/04/15 1904",NA,"02/04/15 1904","Barton Hall","Open","sexual assault",-93.6416296,42.0241903
"15-000160","02/05/15 2155","02/05/15 0000","02/05/15 2155","Linden Hall","Open","trespass",-93.6403252,42.0231404
"15-000162","02/06/15 1610",NA,"02/06/15 1610","Armory Building","Open","harassment",-93.6509474,42.029626
"15-000163","02/06/15 2209","02/06/15 2209","02/06/15 2209","Beach Road and Wallace Road","Arrest","operating while intoxicated",-93.6479915,42.0083895
"15-000163","02/06/15 2209","02/06/15 2209","02/06/15 2209","Beach Road and Wallace Road","Arrest","drug violation",-93.6479915,42.0083895
"15-000164","02/07/15 0117","02/07/15 0117","02/07/15 0117","2100 block of Lincoln Way","Arrest","public intoxication",-93.6398183,42.0223729
"15-000164","02/07/15 0117","02/07/15 0117","02/07/15 0117","2100 block of Lincoln Way","Arrest","public intoxication",-93.6398183,42.0223729
"15-000166","02/07/15 0131","02/07/15 0131","03/10/15 2347","Schilletter/University Village Community Center","Arrest","assault",-93.6441672,42.0427435
"15-000166","02/07/15 0131","02/07/15 0131","02/07/15 0131","Schilletter/University Village Community Center","Open","disorderly conduct",-93.6441672,42.0427435
"15-000167","02/07/15 0218","02/07/15 0218","02/07/15 0218","Maple Hall","Arrest","public intoxication",-93.6387491,42.023654
"15-000167","02/07/15 0218","02/07/15 0218","02/07/15 0218","Maple Hall","Arrest","public intoxication",-93.6387491,42.023654
"15-000168","02/07/15 1548",NA,"02/07/15 1548","Science I","Open","theft",-93.6464654,42.0266187
"15-000169","02/07/15 1813",NA,"02/07/15 1813","4100 block Maricopa Drive","Open","vandalism",-93.6721876,42.0082125
"15-000173","02/08/15 0314","02/08/15 0314","02/08/15 0314","Lincoln Way and south Dakota Avenue","Arrest","public intoxication",-93.6787027,42.0229015
"15-000173","02/08/15 0314","02/08/15 0314","02/08/15 0314","Lincoln Way and south Dakota Avenue","Arrest","public intoxication",-93.6787027,42.0229015
"15-000174","02/08/15 1121","02/08/15 1121","02/08/15 1121","Hayward Avenue and Mortensen Road","Arrest","drug violation",-93.6516786,42.0118612
"15-000175","02/08/15 1555",NA,"02/08/15 1555","Armory Building","Open","harassment",-93.6509474,42.029626
"15-000176","02/09/15 1242",NA,"02/09/15 1242","Memorial Union","Open","theft",-93.6459454,42.0236502
"15-000179","02/09/15 1557","02/09/15 1557","02/14/15 2254","Memorial Union","Arrest","disorderly conduct",-93.6459454,42.0236502
"15-000181","02/09/15 1605",NA,"02/09/15 1605","Union Drive Community Center","Open","theft",-93.6515007,42.0249565
"15-000183","02/09/15 2158","02/09/15 2158","02/09/15 2158","Wallace Hall","Arrest","drug violation",-93.6499279,42.0142261
"15-000184","02/10/15 0214","02/10/15 0214","02/10/15 0214","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"15-000187","02/10/15 1415","02/10/15 1415","02/10/15 1415","200 block of Hyland Avenue","Arrest","driving violation",-93.6556457,42.0253446
"15-000190","02/11/15 1240","02/11/15 1240","02/11/15 1240","Agronomy Hall","Arrest","public intoxication",-93.6423456,42.0283477
"15-000190","02/11/15 1240","02/11/15 1240","02/11/15 1240","Agronomy Hall","Arrest","public intoxication",-93.6423456,42.0283477
"15-000191","02/11/15 1921","02/11/15 1921","02/11/15 1921","Wilson Hall","Arrest","drug violation",-93.651021,42.0139143
"15-000194","02/13/15 0854",NA,"02/13/15 0854","Armory Building","Open","harassment",-93.6509474,42.029626
"15-000195","02/13/15 1357",NA,"02/13/15 1357","Lot 91","Open","vandalism",NA,NA
"15-000196","02/14/15 0126","02/14/15 0126","02/14/15 0126","3700 block of Mortensen Road","Arrest","alcohol violation",-93.6673236,42.0119853
"15-000199","02/14/15 1424",NA,"02/14/15 1424","State Gymnasium","Open","theft",-93.6538021,42.0246748
"15-000200","02/14/15 2325","02/14/15 2325","02/14/15 2325","Martin Hall","Arrest","alcohol violation",-93.6529424,42.0238665
"15-000205","02/17/15 1835",NA,"02/17/15 1835","Armory Building","Open","theft",-93.6509474,42.029626
"15-000208","02/18/15 1436",NA,"02/18/15 1436","Martin Hall","Open","vandalism",-93.6529424,42.0238665
"15-000209","02/18/15 2305",NA,"02/18/15 2305","Forker Building","Open","theft",-93.6403143,42.0268097
"15-000212","02/19/15 0118","02/19/15 0118","02/19/15 0118","Lincoln Way and Wilmoth Avenue","Arrest","theft",-93.6615998,42.0227611
"15-000212","02/19/15 0118","02/19/15 0118","02/19/15 0118","Lincoln Way and Wilmoth Avenue","Arrest","operating while intoxicated",-93.6615998,42.0227611
"15-000212","02/19/15 0118","02/19/15 0118","02/19/15 0118","Lincoln Way and Wilmoth Avenue","Arrest","driving violation",-93.6615998,42.0227611
"15-000213","02/19/15 0324","02/19/15 0324","02/19/15 0324","Mortensen Road and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"15-000214","02/20/15 1013","02/20/15 1013","02/20/15 1013","Schilletter Village","Closed","domestic dispute",-93.6419526,42.0440492
"15-000218","02/20/15 2310","02/20/15 2310","02/20/15 2310","Willow Hall","Arrest","drug violation",-93.6377325,42.0239136
"15-000219","02/21/15 0032","02/21/15 0032","02/21/15 0032","Little Street and Welch Avenue","Arrest","public intoxication",-93.650078,42.0176185
"15-000219","02/21/15 0032","02/21/15 0032","02/21/15 0032","Little Street and Welch Avenue","Arrest","alcohol violation",-93.650078,42.0176185
"15-000219","02/21/15 0032","02/21/15 0032","02/21/15 0032","Little Street and Welch Avenue","Arrest","public intoxication",-93.650078,42.0176185
"15-000220","02/21/15 0050","02/21/15 0050","02/21/15 0050","Hayward Avenue and Mortensen Road","Arrest","alcohol violation",-93.6516786,42.0118612
"15-000221","02/21/15 0236","02/21/15 0236","02/21/15 0236","Lincoln Way and University Boulevard","Arrest","operating while intoxicated",-93.6332661,42.0228746
"15-000222","02/21/15 0307","02/21/15 0307","02/21/15 0307","Coconino Road and Mortensen Road","Arrest","operating while intoxicated",-93.6762975,42.0120724
"15-000223","02/21/15 1311",NA,"02/21/15 1311","Helser Hall","Open","theft",-93.6518379,42.02424
"15-000224","02/21/15 2253","02/21/15 2253","02/21/15 2253","Pearson Hall","Arrest","alcohol violation",-93.6498675,42.0260288
"15-000225","02/22/15 0207","02/22/15 0207","02/22/15 0207","Knapp Street and Sheldon Avenue","Arrest","public intoxication",-93.6541251,42.0191402
"15-000225","02/22/15 0207","02/22/15 0207","02/22/15 0207","Knapp Street and Sheldon Avenue","Arrest","public intoxication",-93.6541251,42.0191402
"15-000227","02/22/15 0613","02/22/15 0613","02/22/15 0613","1100 block of Duff Avenue","Arrest","public intoxication",-93.6105962,42.032041
"15-000227","02/22/15 0613","02/22/15 0613","02/22/15 0613","1100 block of Duff Avenue","Arrest","public intoxication",-93.6105962,42.032041
"15-000228","02/22/15 0630","02/22/15 0630","02/22/15 0630","11th Street and Grand Avenue","Arrest","driving violation",-93.6203343,42.0321157
"15-000229","02/22/15 1449",NA,"02/22/15 1449","Transportation Services","Open","vandalism",-93.6390719,42.0307934
"15-000230","02/23/15 0449",NA,"02/23/15 0449","Physics Hall","Open","vandalism",-93.6472746,42.0295226
"15-000232","02/23/15 1509",NA,"02/23/15 1509","Lot 38","Open","vandalism",NA,NA
"15-000235","02/24/15 0958",NA,"02/24/15 0958","Applied Sciences Complex","Open","assault",NA,NA
"15-000237","02/24/15 1407",NA,"02/24/15 1407","Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"15-000241","02/25/15 1341","02/25/15 1341","02/25/15 1341","Lyon Hall","Arrest","drug violation",-93.6424864,42.0245055
"15-000245","02/26/15 1019",NA,"02/26/15 1019","Sukup Hall","Open","vandalism",-93.6532914,42.0276286
"15-000246","02/26/15 1325",NA,"02/26/15 1325","Lot A1","Open","theft",-93.6378505,42.0192336
"15-000247","02/26/15 1436",NA,"02/26/15 1436","Memorial Union","Open","theft",-93.6459454,42.0236502
"15-000248","02/26/15 1617","02/15/15 0000","02/26/15 1617","Parks Library","Open","theft",-93.6488141,42.0281254
"15-000249","02/27/15 0100","02/27/15 0100","02/27/15 0100","Wilson Hall","Arrest","alcohol violation",-93.651021,42.0139143
"15-000250","02/27/15 1427",NA,"02/27/15 1427","Carver Hall","Open","theft",-93.648337,42.0252611
"15-000252","02/27/15 1711","02/27/15 1711","02/27/15 1711","Maple Hall","Arrest","drug violation",-93.6387491,42.023654
"15-000255","02/27/15 2350","02/27/15 2350","02/27/15 2350","400 block of Welch Avenue","Arrest","public intoxication",-93.6500882,42.0191138
"15-000255","02/27/15 2350","02/27/15 2350","02/27/15 2350","400 block of Welch Avenue","Arrest","interference",-93.6500882,42.0191138
"15-000255","02/27/15 2350","02/27/15 2350","02/27/15 2350","400 block of Welch Avenue","Arrest","public intoxication",-93.6500882,42.0191138
"15-000256","02/27/15 2358","02/27/15 2358","02/27/15 2358","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"15-000256","02/27/15 2358","02/27/15 2358","02/27/15 2358","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"15-000258","02/28/15 0129","02/28/15 0129","02/28/15 0129","Mortensen Road and Seagrave Boulevard","Arrest","operating while intoxicated",-93.6713608,42.0120265
"15-000260","02/28/15 0328","02/28/15 0328","02/28/15 0328","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"15-000263","02/28/15 2131","02/28/15 2131","02/28/15 2131","Birch Hall","Arrest","assault",-93.6417417,42.0237087
"15-000263","02/28/15 2131","02/28/15 2131","02/28/15 2131","Birch Hall","Arrest","weapon violation",-93.6417417,42.0237087
"15-000263","02/28/15 2131","02/28/15 2131","02/28/15 2131","Birch Hall","Arrest","harassment",-93.6417417,42.0237087
"15-000263","02/28/15 2131","02/28/15 2131","02/28/15 2131","Birch Hall","Arrest","drug violation",-93.6417417,42.0237087
"15-000263","02/28/15 2131","02/28/15 2131","02/28/15 2131","Birch Hall","Arrest","alcohol violation",-93.6417417,42.0237087
"15-000265","03/01/15 0206","03/01/15 0206","03/01/15 0206","Sheldon Avenue and West Street","Arrest","alcohol violation",-93.6543018,42.0253597
"15-000267","03/02/15 0732",NA,"03/02/15 0732","Science II","Open","vandalism",-93.6463454,42.0300878
"15-000269","03/03/15 1718",NA,"03/03/15 1718","Lot 57","Open","vandalism",-93.6384375,42.0267915
"15-000273","03/04/15 0006",NA,"03/04/15 0006","Eaton Hall","Open","harassment",-93.6528168,42.0245839
"15-000275","03/04/15 1557",NA,"03/04/15 1557","Armory Building","Open","theft",-93.6509474,42.029626
"15-000277","03/04/15 1744",NA,"03/04/15 1744","Lot 112J","Open","vandalism",-93.6425231,42.0349269
"15-000279","03/05/15 1304",NA,"03/05/15 1304","Union Drive Community Center","Open","theft",-93.6515007,42.0249565
"15-000282","03/06/15 0149","03/06/15 0149","03/06/15 0149","Highway 30 and Dayton Road","Arrest","operating while intoxicated",NA,NA
"15-000285","03/06/15 1447",NA,"03/28/15 1140","Maple-Willow-Larch Commons","Arrest","vandalism",-93.6382459,42.0237874
"15-000286","03/06/15 1743",NA,"03/06/15 1743","Armory Building","Open","theft",-93.6509474,42.029626
"15-000287","03/06/15 2203","03/06/15 2203","03/06/15 2203","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"15-000289","03/07/15 0028","03/07/15 0028","03/07/15 0028","Helser Hall","Arrest","public intoxication",-93.6518379,42.02424
"15-000290","03/07/15 0207","03/07/15 0207","03/07/15 0207","Highway 30 and University Boulevard","Arrest","operating while intoxicated",-93.6464654,42.0266187
"15-000291","03/07/15 2329",NA,"03/07/15 2329","Armory Building","Open","harassment",-93.6509474,42.029626
"15-000292","03/07/15 2353","03/07/15 2353","03/07/15 2353","Knapp Street and Sheldon Avenue","Arrest","public intoxication",-93.6541251,42.0191402
"15-000294","03/08/15 0113","03/08/15 0113","03/08/15 0113","Hyland Avenue and Lincoln Way","Arrest","assault",-93.6555907,42.0227264
"15-000295","03/08/15 0152","03/08/15 0152","03/08/15 0152","Carrie Lane Court","Arrest","public intoxication",-93.6418517,42.0244726
"15-000295","03/08/15 0152","03/08/15 0152","03/08/15 0152","Carrie Lane Court","Arrest","interference",-93.6418517,42.0244726
"15-000296","03/08/15 0318","03/08/15 0318","03/08/15 0318","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
"15-000297","03/08/15 0427","03/08/15 0427","03/08/15 0427","Arbor Street and Hyland Avenue","Arrest","public intoxication",-93.6555561,42.0209196
"15-000299","03/09/15 1358",NA,"03/09/15 1358","2600 block of Lincoln Way","Open","theft",-93.6517229,42.0227346
"15-000301","03/10/15 0038","03/10/15 0038","03/10/15 0038","500 block of Morrill Road","Arrest","driving violation",-93.647952,42.0281923
"15-000302","03/10/15 0843",NA,"03/10/15 0843","Stephens Auditorium","Open","theft",-93.6380161,42.0203208
"15-000304","03/10/15 1754",NA,"03/10/15 1754","Carver Hall","Open","theft",-93.648337,42.0252611
"15-000305","03/11/15 0046","03/11/15 0046","03/11/15 0046","800 block of Sandcastle Drive","Arrest","drug violation",-93.6218802,42.0054836
"15-000305","03/11/15 0046","03/11/15 0046","03/11/15 0046","800 block of Sandcastle Drive","Arrest","alcohol violation",-93.6218802,42.0054836
"15-000307","03/11/15 1829",NA,"03/11/15 1829","Black Engineering Building","Open","theft",-93.6513617,42.0260459
"15-000310","03/12/15 0648",NA,"03/12/15 0648","Science II","Open","vandalism",-93.6463454,42.0300878
"15-000312","03/12/15 1922","03/12/15 1922","03/12/15 1922","Gateway Hills Park Drive","Arrest","vandalism",-93.6493279,42.010354
"15-000312","03/12/15 1922","03/12/15 1922","03/12/15 1922","Gateway Hills Park Drive","Arrest","interference",-93.6493279,42.010354
"15-000313","03/12/15 2238","03/12/15 2238","03/12/15 2238","100 block of South Sheldon Avenue","Arrest","drug violation",-93.6542392,42.0227216
"15-000315","03/13/15 0157","03/13/15 0157","03/13/15 0157","Physics Hall","Arrest","public intoxication",-93.6472746,42.0295226
"15-000317","03/14/15 0126","03/14/15 0126","03/14/15 0126","Beedle Drive and Lincoln Way","Arrest","operating while intoxicated",-93.6732368,42.0228615
"15-000317","03/14/15 0126","03/14/15 0126","03/14/15 0126","Beedle Drive and Lincoln Way","Arrest","driving violation",-93.6732368,42.0228615
"15-000318","03/14/15 0155","03/14/15 0155","03/14/15 0155","6th Street and Ridgewood Avenue","Arrest","alcohol violation",NA,NA
"15-000319","03/14/15 0359","03/14/15 0359","03/14/15 0359","Memorial Union","Arrest","interference",-93.6459454,42.0236502
"15-000321","03/14/15 2201","03/14/15 2201","03/14/15 2201","Hayward Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6517059,42.0228461
"15-000322","03/15/15 0206","03/15/15 0206","03/15/15 0206","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"15-000323","03/15/15 1350",NA,"03/15/15 1350","Armory Building","Open","harassment",-93.6509474,42.029626
"15-000324","03/15/15 2101","03/15/15 2101","03/15/15 2101","Lot 112N","Arrest","drug violation",-93.637297,42.0327745
"15-000325","03/16/15 1751",NA,"03/16/15 1751","Agronomy Hall","Open","theft",-93.6423456,42.0283477
"15-000326","03/17/15 0723",NA,"03/17/15 0723","Lagomarcino Hall","Open","vandalism",-93.6456391,42.0297367
"15-000329","03/17/15 1833",NA,"03/17/15 1833","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000330","03/17/15 1926",NA,"03/17/15 1926","Armory Building","Open","theft",-93.6509474,42.029626
"15-000331","03/18/15 0119","03/18/15 0119","03/18/15 0119","South Duff Avenue and Airport Road","Arrest","operating while intoxicated",-93.6101465,42.0011411
