"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"15-000331","03/18/15 0119","03/18/15 0119","03/18/15 0119","South Duff Avenue and Airport Road","Arrest","alcohol violation",-93.6101465,42.0011411
"15-000334","03/19/15 2145","03/19/15 2145","03/19/15 2145","Lot 112A","Arrest","drug violation",-93.6431428,42.0349871
"15-000334","03/19/15 2145","03/19/15 2145","03/19/15 2145","Lot 112A","Arrest","alcohol violation",-93.6431428,42.0349871
"15-000336","03/21/15 1609",NA,"03/21/15 1609","Martin Hall","Open","theft",-93.6529424,42.0238665
"15-000339","03/22/15 0135","03/22/15 0135","03/22/15 0135","Franklin Avenue and Lincoln Way","Arrest","driving violation",-93.6647899,42.0228024
"15-000340","03/22/15 0330","03/22/15 0330","03/22/15 0330","Lincoln Way and Marshall Avenue","Arrest","driving violation",-93.6689375,42.0229021
"15-000341","03/22/15 1756",NA,"03/27/15 0800","Lot 62","Arrest","theft",-93.6431646,42.0217945
"15-000343","03/23/15 0756",NA,"03/23/15 0756","Hach Hall","Open","theft",-93.6496834,42.0301324
"15-000344","03/23/15 1026",NA,"03/23/15 1026","Lied Recreation Center","Open","vandalism",-93.6372142,42.0267276
"15-000346","03/23/15 1806","03/23/15 1806","03/23/15 1806","Schilletter Village","Arrest","assault",-93.6419526,42.0440492
"15-000347","03/24/15 0400","03/24/15 0400","03/24/15 0400","Larch Hall","Arrest","public intoxication",-93.6382868,42.0232779
"15-000348","03/24/15 1058","03/22/15 0000","03/24/15 1058","Schilletter Village","Open","assault",-93.6419526,42.0440492
"15-000349","03/24/15 1703",NA,"03/24/15 1703","Armory Building","Open","theft",-93.6509474,42.029626
"15-000350","03/24/15 2240","03/24/15 2240","03/24/15 2240","Bissell Road and Union Drive","Arrest","operating while intoxicated",-93.6518976,42.0253625
"15-000353","03/25/15 1213",NA,"03/25/15 1213","Maple Hall","Open","theft",-93.6387491,42.023654
"15-000356","03/26/15 1111",NA,"03/26/15 1111","Bessey Hall","Open","theft",-93.644629,42.0284863
"15-000358","03/27/15 0148","03/27/15 0148","03/27/15 0148","3500 block of Mortensen Road","Arrest","public intoxication",-93.6645364,42.0119492
"15-000359","03/27/15 0516",NA,"03/27/15 0516","Lagomarcino Hall","Open","vandalism",-93.6456391,42.0297367
"15-000363","03/27/15 1906","03/27/15 1906","03/27/15 1906","Willow Hall","Arrest","alcohol violation",-93.6377325,42.0239136
"15-000366","03/29/15 0033","03/29/15 0033","03/29/15 0033","Daley Drive and Stange Road","Arrest","public intoxication",-93.64473,42.0338708
"15-000366","03/29/15 0033","03/29/15 0033","03/29/15 0033","Daley Drive and Stange Road","Arrest","license violation",-93.64473,42.0338708
"15-000370","03/29/15 0238","03/29/15 0238","03/29/15 0238","Southwest Athletic Complex","Arrest","alcohol violation",-93.6571453,42.0163142
"15-000374","03/29/15 2155",NA,"03/29/15 2155","Barton Hall","Open","sexual assault",-93.6416296,42.0241903
"15-000373","03/29/15 2203","03/29/15 2203","03/29/15 2203","Hansen Ag Student Learning Center","Arrest","public intoxication",-93.6502665,42.0110798
"15-000372","03/29/15 2215","03/29/15 2215","03/29/15 2215","Hansen Ag Student Learning Center","Arrest","public intoxication",-93.6502665,42.0110798
"15-000375","03/29/15 2337","03/29/15 2337","03/29/15 2337","Larch Hall","Arrest","drug violation",-93.6382868,42.0232779
"15-000378","03/31/15 0743",NA,"03/31/15 0743","Friley Hall","Open","theft",-93.65045,42.0239234
"15-000377","03/31/15 0809",NA,"03/31/15 0809","Friley Hall","Open","harassment",-93.65045,42.0239234
"15-000379","03/31/15 0942",NA,"03/31/15 0942","Lagomarcino Hall","Open","theft",-93.6456391,42.0297367
"15-000380","03/31/15 1459",NA,"04/08/15 2224","Linden Hall","Arrest","harassment",-93.6403252,42.0231404
"15-000381","03/31/15 1609",NA,"03/31/15 1609","Sweeney Hall","Open","theft",-93.6509194,42.0278127
"15-000382","03/31/15 2203",NA,"03/31/15 2203","Willow Hall","Open","theft",-93.6377325,42.0239136
"15-000383","04/01/15 1423",NA,"04/13/15 1058","Frederiksen Court","Arrest","theft",-93.6440878,42.0340306
"15-000387","04/02/15 0206","04/02/15 0206","04/02/15 0206","Lincoln Way and Marshall Avenue","Arrest","driving violation",-93.6689375,42.0229021
"15-000389","04/02/15 1051",NA,"04/02/15 1051","State Gymnasium","Open","theft",-93.6538021,42.0246748
"15-000390","04/02/15 1614",NA,"05/07/15 1131","Larch Hall","Unfounded","theft",-93.6382868,42.0232779
"15-000391","04/03/15 0032","04/03/15 0032","04/03/15 0032","Lot 61F","Arrest","operating while intoxicated",-93.6513849,42.0147812
"15-000392","04/03/15 0232","04/03/15 0232","04/03/15 0232","Mortensen Road and State Avenue","Arrest","public intoxication",-93.6589323,42.0118849
"15-000396","04/03/15 1151","04/03/15 1151","04/03/15 1151","Minnesota Avenue and Ontario Street","Arrest","driving violation",NA,NA
"15-000398","04/03/15 1619","04/03/15 1619","04/03/15 1619","Friley Hall","Arrest","trespass",-93.65045,42.0239234
"15-000400","04/03/15 1804",NA,"04/03/15 1804","CyRide","Open","theft",NA,NA
"15-000401","04/03/15 1901",NA,"04/03/15 1901","4020 Maricopa Drive","Open","theft",-93.6715537,42.0080781
"15-000402","04/04/15 0033","04/04/15 0033","04/04/15 0033","Hyland Avenue and Pammel Drive","Arrest","driving violation",-93.6556552,42.0296034
"15-000404","04/04/15 0159","04/04/15 0159","04/04/15 0159","Hyland Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6555907,42.0227264
"15-000404","04/04/15 0159","04/04/15 0159","04/04/15 0159","Hyland Avenue and Lincoln Way","Arrest","drug violation",-93.6555907,42.0227264
"15-000405","04/04/15 0239","04/04/15 0239","04/04/15 0239","Tripp Street and Village Drive","Arrest","driving violation",NA,NA
"15-000408","04/05/15 0041","04/05/15 0041","04/05/15 0041","Lincoln Way and Morrill Road","Arrest","public intoxication",-93.6464078,42.0228283
"15-000412","04/06/15 1344",NA,"04/06/15 1752","Student Services Building","Open","domestic dispute",-93.6501447,42.0253226
"15-000415","04/08/15 0132","04/08/15 0132","04/08/15 0132","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
"15-000415","04/08/15 0132","04/08/15 0132","04/08/15 0132","Campus Avenue and Lincoln Way","Arrest","weapon violation",-93.6570426,42.0227269
"15-000417","04/08/15 0735",NA,"04/08/15 0735","Administrative Services Building","Open","vandalism",NA,NA
"15-000416","04/08/15 0737",NA,"04/08/15 0737","Kildee Hall","Open","vandalism",-93.6438587,42.0295129
"15-000419","04/08/15 1312",NA,"04/08/15 1312","Coover Hall","Open","theft",-93.6508836,42.0283592
"15-000422","04/08/15 2305","04/08/15 2305","04/08/15 2305","Wilson Hall","Arrest","drug violation",-93.651021,42.0139143
"15-000422","04/08/15 2305","04/08/15 2305","04/08/15 2305","Wilson Hall","Arrest","interference",-93.651021,42.0139143
"15-000422","04/08/15 2305","04/08/15 2305","04/08/15 2305","Wilson Hall","Arrest","false information",-93.651021,42.0139143
"15-000423","04/09/15 0233","04/09/15 0233","04/09/15 0233","Chamberlain Street and Welch Avenue","Arrest","operating while intoxicated",-93.6501941,42.0214439
"15-000423","04/09/15 0233","04/09/15 0233","04/09/15 0233","Chamberlain Street and Welch Avenue","Arrest","drug violation",-93.6501941,42.0214439
"15-000424","04/09/15 0901",NA,"04/09/15 0901","Armory Building","Open","theft",-93.6509474,42.029626
"15-000425","04/09/15 1418",NA,"04/13/15 0800","Armory Building","Unfounded","theft",-93.6509474,42.029626
"15-000426","04/10/15 0118","04/10/15 0118","04/10/15 0118","2100 block of Gable Lane","Arrest","public intoxication",-93.6436014,42.0215071
"15-000426","04/10/15 0118","04/10/15 0118","04/10/15 0118","2100 block of Gable Lane","Arrest","license violation",-93.6436014,42.0215071
"15-000427","04/10/15 0157","04/10/15 0157","04/10/15 0157","Lincoln Way and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542392,42.0227224
"15-000430","04/10/15 2317","04/10/15 2317","04/10/15 2317","24th Street and Stange Road","Arrest","operating while intoxicated",-93.6447879,42.0454223
"15-000432","04/11/15 0039","04/11/15 0039","04/11/15 0039","Morrill Road and Osborn Drive","Arrest","alcohol violation",-93.6479567,42.0288782
"15-000431","04/11/15 0042","04/11/15 0042","04/11/15 0042","Gray Avenue and Lincoln Way","Arrest","public intoxication",-93.6420308,42.0226885
"15-000431","04/11/15 0042","04/11/15 0042","04/11/15 0042","Gray Avenue and Lincoln Way","Arrest","interference",-93.6420308,42.0226885
"15-000431","04/11/15 0042","04/11/15 0042","04/11/15 0042","Gray Avenue and Lincoln Way","Arrest","false information",-93.6420308,42.0226885
"15-000433","04/11/15 0229","04/11/15 0229","04/11/15 0229","Lincoln Way and North Dakota Avenue","Arrest","operating while intoxicated",-93.6786888,42.0230153
"15-000434","04/11/15 1437",NA,"04/11/15 1437","Lot G7","Open","theft",-93.6420154,42.0237318
"15-000436","04/11/15 1840","04/11/15 1840","04/11/15 1840","Maple Hall","Arrest","drug violation",-93.6387491,42.023654
"15-000436","04/11/15 1840","04/11/15 1840","04/11/15 1840","Maple Hall","Arrest","alcohol violation",-93.6387491,42.023654
"15-000437","04/11/15 2325","04/11/15 2325","04/11/15 2325","Ash Avenue and Gable Lane","Arrest","public intoxication",-93.6444023,42.0214733
"15-000440","04/12/15 0211","04/12/15 0211","04/12/15 0211","Knapp Street and Lynn Avenue","Arrest","public intoxication",-93.6463784,42.019148
"15-000440","04/12/15 0211","04/12/15 0211","04/12/15 0211","Knapp Street and Lynn Avenue","Arrest","theft",-93.6463784,42.019148
"15-000441","04/12/15 0235","04/12/15 0235","04/12/15 0235","Lettie Street and State Avenue","Arrest","operating while intoxicated",-93.6591273,42.0214744
"15-000442","04/12/15 0334","04/12/15 0334","04/12/15 0334","Haber Road and University Boulevard","Arrest","trespass",-93.6387948,42.0299502
"15-000443","04/12/15 1437",NA,"04/12/15 1437","Wilson Hall","Open","theft",-93.651021,42.0139143
"15-000444","04/13/15 0013",NA,"04/13/15 0013","Science II","Open","theft",-93.6463454,42.0300878
"15-000446","04/13/15 1350",NA,"04/13/15 1350","Jack Trice Stadium","Open","theft",-93.635664,42.016144
"15-000448","04/13/15 2306","04/13/15 2306","04/13/15 2306","Lot D4","Arrest","public intoxication",-93.6331915,42.016812
"15-000449","04/14/15 1203",NA,"04/14/15 1203","Physics Hall","Open","theft",-93.6472746,42.0295226
"15-000451","04/14/15 1326",NA,"04/14/15 1326","Armory Building","Open","theft",-93.6509474,42.029626
"15-000452","04/14/15 1602",NA,"04/14/15 1602","Friley Hall","Open","theft",-93.65045,42.0239234
"15-000453","04/14/15 1653",NA,"04/14/15 1653","Armory Building","Open","harassment",-93.6509474,42.029626
"15-000456","04/15/15 0028","04/15/15 0028","04/15/15 0028","Chamberlain Place and Hunt Street","Arrest","public intoxication",-93.6509256,42.0202731
"15-000457","04/15/15 0324","04/15/15 0324","04/15/15 0324","Sheldon Avenue and West Street","Arrest","driving violation",-93.6543018,42.0253597
"15-000459","04/15/15 1013",NA,"04/15/15 1013","Daley Drive and Stange Road","Open","theft",-93.64473,42.0338708
"15-000460","04/15/15 1110",NA,"04/15/15 1110","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000462","04/16/15 0044","04/16/15 0044","04/16/15 0044","Pammel Drive and Stange Road","Arrest","operating while intoxicated",-93.6446613,42.030518
"15-000464","04/16/15 0254","04/16/15 0254","04/16/15 0254","Mortensen Road and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"15-000465","04/16/15 0502","04/16/15 0502","04/16/15 0502","Mortensen Road and Welch Road","Arrest","public intoxication",NA,NA
"15-000466","04/16/15 0924",NA,"04/16/15 0924","University Village","Open","domestic dispute",-93.6441672,42.0427435
"15-000467","04/16/15 0954",NA,"04/16/15 0954","Coover Hall","Open","theft",-93.6508836,42.0283592
"15-000468","04/16/15 1111",NA,"04/16/15 1111","1800 block of Christensen Drive","Open","fraud",-93.6323694,42.0067073
"15-000469","04/16/15 1313",NA,"04/16/15 1313","Wilson Hall","Open","theft",-93.651021,42.0139143
"15-000470","04/17/15 0048","04/17/15 0048","04/17/15 0048","Lot 63","Arrest","alcohol violation",-93.6367573,42.0239698
"15-000471","04/17/15 0226","04/17/15 0226","04/17/15 0226","Lincoln Way and Wilmoth Avenue","Arrest","public intoxication",-93.6615998,42.0227611
"15-000471","04/17/15 0226","04/17/15 0226","04/17/15 0226","Lincoln Way and Wilmoth Avenue","Arrest","alcohol violation",-93.6615998,42.0227611
"15-000473","04/17/15 1005",NA,"04/17/15 1005","Schilletter Village","Open","harassment",-93.6419526,42.0440492
"15-000474","04/17/15 1210",NA,"04/17/15 1210","Parks Library","Open","vandalism",-93.6488141,42.0281254
"15-000475","04/17/15 1332",NA,"04/17/15 1332","Roberts Hall","Open","theft",-93.6425636,42.0239302
"15-000476","04/17/15 1339",NA,"04/17/15 1339","State Gymnasium","Open","theft",-93.6538021,42.0246748
"15-000477","04/17/15 2232","04/17/15 2232","04/17/15 2232","Elm Hall","Arrest","vandalism",-93.6403311,42.0251392
"15-000477","04/17/15 2232","04/17/15 2232","04/17/15 2232","Elm Hall","Arrest","public intoxication",-93.6403311,42.0251392
"15-000478","04/17/15 2232","04/17/15 2232","04/17/15 2232","Elm Hall","Arrest","public intoxication",-93.6403311,42.0251392
"15-000478","04/17/15 2232","04/17/15 2232","04/17/15 2232","Elm Hall","Arrest","interference",-93.6403311,42.0251392
"15-000479","04/17/15 2305",NA,"04/17/15 2305","Helser Hall","Open","vandalism",-93.6518379,42.02424
"15-000480","04/18/15 0014","04/18/15 0014","04/18/15 0014","Hayward Avenue and Knapp Street","Arrest","public intoxication",-93.6517339,42.0191154
"15000481","04/18/15 0040","04/18/15 0040","04/18/15 0040","Lincoln Way and Morrill Road","Arrest","alcohol violation",-93.6464078,42.0228283
"15-000482","04/18/15 0103","04/18/15 0103","04/18/15 0103","University Avenue and Wallace Road","Arrest","operating while intoxicated",NA,NA
"15-000483","04/18/15 0128","04/18/15 0128","04/18/15 0128","Hyland Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6555907,42.0227264
"15-000484","04/18/15 0147","04/18/15 0147","04/18/15 0147","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"15-000485","04/18/15 0202","04/18/15 0202","04/18/15 0202","Hyland Avenue and West Street","Arrest","operating while intoxicated",-93.6556457,42.0253446
"15-000486","04/18/15 0325","04/18/15 0325","04/18/15 0325","Lincoln Way and South Sheldon Avenue","Arrest","drug violation",-93.6542392,42.0227224
"15-000486","04/18/15 0325","04/18/15 0325","04/18/15 0325","Lincoln Way and South Sheldon Avenue","Arrest","public intoxication",-93.6542392,42.0227224
"15-000486","04/18/15 0325","04/18/15 0325","04/18/15 0325","Lincoln Way and South Sheldon Avenue","Arrest","alcohol violation",-93.6542392,42.0227224
"15-000487","04/18/15 1457",NA,"04/18/15 1457","University VIllage","Open","harassment",-93.6441672,42.0427435
"15-000488","04/18/15 2155","04/18/15 2155","04/18/15 2155","Linden Hall","Arrest","alcohol violation",-93.6403252,42.0231404
"15-000489","04/18/15 2304","04/18/15 2304","04/18/15 2304","Campus Avenue and Lincoln Way","Arrest","public intoxication",-93.6570426,42.0227269
"15-000491","04/19/15 0037","04/19/15 0037","04/19/15 0037","Lot 63","Arrest","drug violation",-93.6367573,42.0239698
"15-000492","04/19/15 0046","04/19/15 0046","04/19/15 0046","2600 block of Lincoln Way","Arrest","public intoxication",-93.6517229,42.0227346
"15-000492","04/19/15 0046","04/19/15 0046","04/19/15 0046","2600 block of Lincoln Way","Arrest","interference",-93.6517229,42.0227346
"15-000492","04/19/15 0046","04/19/15 0046","04/19/15 0046","2600 block of Lincoln Way","Arrest","alcohol violation",-93.6517229,42.0227346
"15-000493","04/19/15 0142","04/19/15 0142","04/19/15 0142","Lincoln Way and State Avenue","Arrest","alcohol violation",-93.6591203,42.0227266
"15-000494","04/19/15 0153","04/19/15 0153","04/19/15 0153","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"15-000495","04/19/15 0200","04/19/15 0200","04/19/15 0200","Campus Avenue and Sheldon Avenue","Arrest","operating while intoxicated",-93.6552803,42.027548
"15-000495","04/19/15 0200","04/19/15 0200","04/19/15 0200","Campus Avenue and Sheldon Avenue","Arrest","license violation",-93.6552803,42.027548
"15-000496","04/19/15 0257","04/19/15 0257","04/19/15 0257","Lincoln Way and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542392,42.0227224
"15-000497","04/19/15 0305","04/19/15 0305","04/19/15 0305","Ironwood Court and University Boulevard","Arrest","drug violation",-93.6393197,42.0058418
"15-000498","04/19/15 0346","04/19/15 0346","04/19/15 0346","2700 block of Lincoln Way","Arrest","alcohol violation",-93.6545215,42.022377
"15-000500","04/19/15 1217",NA,"04/19/15 1217","Beach Avenue and Lincoln Way","Open","vandalism",-93.639494,42.022655
"15-000503","04/19/15 2009",NA,"04/19/15 0000","Frederiksen Court","Closed","theft",-93.6440878,42.0340306
"15-000502","04/19/15 2215","04/19/15 2215","04/19/15 2215","400 block of Welch Avenue","Arrest","alcohol violation",-93.6500882,42.0191138
"15-000504","04/20/15 0123","04/20/15 0123","04/20/15 0123","Wallace Hall","Arrest","assault",-93.6499279,42.0142261
"15-000504","04/20/15 0123","04/20/15 0123","04/20/15 0123","Wallace Hall","Arrest","trespass",-93.6499279,42.0142261
"15-000504","04/20/15 0123","04/20/15 0123","04/20/15 0123","Wallace Hall","Arrest","false imprisonment",-93.6499279,42.0142261
"15-000505","04/20/15 0806",NA,"04/20/15 0806","Willow Hall","Open","theft",-93.6377325,42.0239136
"15-000506","04/20/15 1651",NA,"04/20/15 1651","Armory Building","Open","theft",-93.6509474,42.029626
"15-000508","04/20/15 2033",NA,"04/20/15 2033","ISU Arboretum","Open","sexual assault",NA,NA
"15-000509","04/21/15 0023","04/21/15 0023","04/21/15 0023","South 4th Street and University Boulevard","Arrest","operating while intoxicated",-93.63108,42.016262
"15-000509","04/21/15 0023","04/21/15 0023","04/21/15 0023","South 4th Street and University Boulevard","Arrest","drug violation",-93.63108,42.016262
"15-000510","04/21/15 1402",NA,"04/21/15 1402","Parks Library","Open","theft",-93.6488141,42.0281254
"15-000514","04/22/15 1012",NA,"04/22/15 1012","Pearson Hall","Open","harassment",-93.6498675,42.0260288
"15-000516","04/22/15 1629","04/22/15 1629","04/22/15 1629","301 Main Street","Arrest","drug violation",-93.6140434,42.025259
"15-000517","04/22/15 1849",NA,"04/22/15 1849","Willow Hall","Open","theft",-93.6377325,42.0239136
"15-000522","04/23/15 1038",NA,"04/23/15 1038","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000523","04/23/15 1621",NA,"04/23/15 1621","Biorenewables Laboratory","Open","theft",-93.6519015,42.0274615
"15-000524","04/23/15 2048","04/23/15 2048","04/23/15 2048","Lincoln Way and Welch Avenue","Arrest","driving violation",-93.6501393,42.0227328
"15-000525","04/23/15 2126","04/23/15 2126","04/23/15 2126","2500 block of SE 16th Street","Arrest","false information",-93.579599,42.007827
"15-000528","04/24/15 0152","04/24/15 0152","04/24/15 1052","4700 block of Steinbeck Street","Arrest","operating while intoxicated",-93.6829214,42.0147373
"15-000529","04/24/15 0223","04/24/15 0223","04/24/15 0223","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"15-000531","04/24/15 1323",NA,"04/24/15 1323","Armory Building","Closed","theft",-93.6509474,42.029626
"15-000533","04/25/15 0210","04/25/15 0210","04/25/15 0210","Elm Hall","Arrest","license violation",-93.6403311,42.0251392
"15-000532","04/25/15 0219","04/25/15 0219","04/25/15 0219","Highway 30 and South Dakota Avenue","Arrest","alcohol violation",-93.6387198,42.0030346
"15-000532","04/25/15 0219","04/25/15 0219","04/25/15 0219","Highway 30 and South Dakota Avenue","Arrest","operating while intoxicated",-93.6387198,42.0030346
"15-000534","04/25/15 1411",NA,"04/25/15 1411","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000537","04/25/15 1932",NA,"04/25/15 1932","Elm Hall","Open","harassment",-93.6403311,42.0251392
"15-000539","04/26/15 0204","04/26/15 0204","04/26/15 0204","Lincoln Way and State Avenue","Arrest","operating while intoxicated",-93.6591203,42.0227266
"15-000540","04/26/15 0333","04/26/15 0333","04/26/15 0333","400 block of Welch Avenue","Arrest","operating while intoxicated",-93.6500882,42.0191138
"15-000541","04/26/15 1256",NA,"04/26/15 1256","Lot 74","Open","vandalism",NA,NA
"15-000542","04/26/15 1541",NA,"04/26/15 1541","Lot 61A","Open","vandalism",-93.6483506,42.0124764
"15-000544","04/26/15 2133",NA,"04/26/15 2133","LeBaron Hall","Open","vandalism",-93.6475244,42.0283786
"15-000545","04/26/15 2201",NA,"04/26/15 2201","Parks Library","Open","theft",-93.6488141,42.0281254
"15-000547","04/27/15 0019","04/27/15 0019","04/27/15 0019","Durham Center","Open","bomb threat",-93.6498289,42.0276599
"15-000548","04/27/15 0909",NA,"04/27/15 0909","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000550","04/27/15 1514",NA,"04/27/15 1514","Martin Hall","Open","harassment",-93.6529424,42.0238665
"15-000553","04/28/15 1122",NA,"04/28/15 1122","Fire Services Training","Open","theft",NA,NA
"15-000555","04/28/15 1539",NA,"04/28/15 1539","Physics Hall","Open","theft",-93.6472746,42.0295226
"15-000554","04/28/15 1607",NA,"04/28/15 1607","Durham Center","Open","vandalism",-93.6498289,42.0276599
"15-000556","04/28/15 2135","04/28/15 2135","04/28/15 2135","Hoover Hall","Arrest","assault",-93.6511839,42.0266539
"15-000557","04/29/15 1325",NA,"04/29/15 1325","Durham Center","Open","vandalism",-93.6498289,42.0276599
"15-000558","04/29/15 1858",NA,"04/29/15 1858","Wallace Hall","Open","theft",-93.6499279,42.0142261
"15-000561","04/30/15 0127","04/30/15 0127","04/30/15 0127","Gray Avenue and Greeley Street","Arrest","operating while intoxicated",-93.6407056,42.0198054
"15-000561","04/30/15 0127","04/30/15 0127","04/30/15 0127","Gray Avenue and Greeley Street","Arrest","drug violation",-93.6407056,42.0198054
"15-000561","04/30/15 0127","04/30/15 0127","04/30/15 0127","Gray Avenue and Greeley Street","Arrest","alcohol violation",-93.6407056,42.0198054
"15-000565","05/01/15 0015","05/01/15 0015","05/01/15 0015","Storm Street and Welch Avenue","Arrest","public intoxication",-93.6500563,42.0161339
"15-000566","05/01/15 0146","05/01/15 0146","05/01/15 0146","Campus Avenue and Lincoln Way","Arrest","disorderly conduct",-93.6570426,42.0227269
"15-000567","05/01/15 0200","05/01/15 0200","05/01/15 0200","Gateway Hills Park Drive and Mortensen Parkway","Arrest","operating while intoxicated",-93.649344,42.0118567
"15-000569","05/02/15 0006","05/02/15 0006","05/02/15 0006","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"15-000569","05/02/15 0006","05/02/15 0006","05/02/15 0006","Friley Hall","Arrest","alcohol violation",-93.65045,42.0239234
"15-000570","05/02/15 1352",NA,"05/02/15 1352","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000571","05/03/15 0117","05/03/15 0117","05/03/15 0117","100 block of Hyland Avenue","Arrest","public intoxication",-93.6555855,42.0226467
"15-000572","05/03/15 0159","05/03/15 0159","05/03/15 0159","100 block of Lynn Avenue","Arrest","operating while intoxicated",-93.6464172,42.0226486
"15-000573","05/03/15 0225","05/03/15 0225","05/03/15 0225","Larch Hall","Arrest","trespass",-93.6382868,42.0232779
"15-000574","05/03/15 0337","05/03/15 0337","05/03/15 0337","100 block of State Avenue","Arrest","public intoxication",-93.6591202,42.0227143
"15-000575","05/03/15 0909",NA,"05/03/15 0909","Maple-Willow-Larch","Open","theft",-93.6382459,42.0237874
"15-000576","05/03/15 1324",NA,"05/03/15 1324","Ames Intermodal Facility","Open","vandalism",-93.6523433,42.0210166
"15-000577","05/03/15 1426",NA,"05/03/15 1426","Wallace Hall","Open","theft",-93.6499279,42.0142261
"15-000578","05/04/15 1142",NA,"05/04/15 1142","Lot 61B","Open","vandalism",-93.6483675,42.0135352
"15-000582","05/04/15 2118",NA,"05/04/15 2118","Martin Hall","Open","theft",-93.6529424,42.0238665
"15-000586","05/05/15 1122",NA,"05/05/15 1122","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000588","05/05/15 1440",NA,"05/05/15 1440","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"15-000590","05/05/15 1820",NA,"05/05/15 1820","State Gymnasium","Open","theft",-93.6538021,42.0246748
"15-000591","05/06/15 0120","05/06/15 0120","05/06/15 0120","200 block of Stanton Avenue","Arrest","operating while intoxicated",-93.648229,42.021222
"15-000593","05/06/15 0225","05/06/15 0225","05/06/15 0225","Storm Street and Welch Avenue","Arrest","operating while intoxicated",-93.6500563,42.0161339
"15-000593","05/06/15 0225","05/06/15 0225","05/06/15 0225","Storm Street and Welch Avenue","Arrest","drug violation",-93.6500563,42.0161339
"15-000593","05/06/15 0225","05/06/15 0225","05/06/15 0225","Storm Street and Welch Avenue","Arrest","weapon violation",-93.6500563,42.0161339
"15-000593","05/06/15 0225","05/06/15 0225","05/06/15 0225","Storm Street and Welch Avenue","Arrest","driving violation",-93.6500563,42.0161339
"15-000594","05/06/15 1452",NA,"05/06/15 1452","Armory Building","Open","harassment",-93.6509474,42.029626
"15-000596","05/06/15 2121",NA,"05/06/15 2121","Lot 13","Open","vandalism",-93.6510447,42.0274772
"15-000597","05/07/15 0255","05/07/15 0255","05/07/15 0255","Lot 63","Arrest","alcohol violation",-93.6367573,42.0239698
"15-000600","05/07/15 0947",NA,"05/07/15 0947","Science II","Open","theft",-93.6463454,42.0300878
"15-000601","05/07/15 1142",NA,"05/07/15 1142","119 Stanton Avenue","Open","theft",-93.6489377,42.0219747
"15-000603","05/07/15 1333",NA,"05/07/15 1333","119 Stanton Avenue","Open","theft",-93.6489377,42.0219747
"15-000604","05/07/15 1354",NA,"05/07/15 1354","Buchanan Hall","Open","vandalism",-93.642449,42.022653
"15-000605","05/07/15 1444",NA,"05/07/15 1444","Agronomy Hall","Open","theft",-93.6423456,42.0283477
"15-000607","05/07/15 1537",NA,"05/07/15 1537","Lot 49","Open","theft",-93.6441879,42.0259626
"15-000608","05/08/15 0011","05/08/15 0011","05/08/15 0011","West Street and Woodland Avenue","Arrest","public intoxication",-93.6575748,42.0253032
"15-000611","05/08/15 0039","05/08/15 0039","05/08/15 0039","Coover Hall","Arrest","alcohol violation",-93.6508836,42.0283592
"15-000612","05/08/15 1009",NA,"05/08/15 1009","Lot 49","Open","vandalism",-93.6441879,42.0259626
"15-000613","05/08/15 1055",NA,"05/08/15 1055","Union Drive Community Center","Open","theft",-93.6515007,42.0249565
"15-000614","05/09/15 0010","05/09/15 0010","05/09/15 0010","2700 block of Lincoln Way","Arrest","public intoxication",-93.6545215,42.022377
"15-000615","05/09/15 0024","05/09/15 0024","05/09/15 0024","Lincoln Way and Stanton Avenue","Arrest","public intoxication",-93.6485139,42.0227359
"15-000615","05/09/15 0024","05/09/15 0024","05/09/15 0024","Lincoln Way and Stanton Avenue","Arrest","license violation",-93.6485139,42.0227359
"15-000615","05/09/15 0048","05/09/15 0048","05/09/15 0048","Jack Trice Stadium","Arrest","trespass",-93.635664,42.016144
"15-000616","05/09/15 0048","05/09/15 0048","05/09/15 0048","Jack Trice Stadium","Arrest","trespass",-93.635664,42.016144
"15-000618","05/09/15 0340","05/09/15 0340","05/09/15 0340","Lot 1","Arrest","alcohol violation",-93.6540123,42.0236158
"15-000620","05/09/15 1759",NA,"05/09/15 1759","Wallace Hall","Open","theft",-93.6499279,42.0142261
