"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"17-000325","03/14/17 0109","03/14/17 0109","03/14/17 0109","South Franklin Avenue and Lincoln Way","Arrest","drug violation",-93.6647899,42.0228024
"17-000326","03/14/17 1607","03/14/17 1607","03/14/17 1607","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000328","03/18/17 0125","03/18/17 0125","03/18/17 0125","48 Schilletter Village","Arrest","disorderly conduct",-93.6430393,42.0440441
"17-000328","03/18/17 0125","03/18/17 0125","03/18/17 0125","48 Schilletter Village","Arrest","public intoxication",-93.6430393,42.0440441
"17-000329","03/18/17 0138","03/18/17 0138","03/18/17 0138","45 Schilletter Village","Open","trespass",-93.6423067,42.0441042
"17-000330","03/18/17 0233","03/18/17 0233","03/18/17 0233","Lot 89","Arrest","public intoxication",NA,NA
"17-000331","03/18/17 1211",NA,"03/18/17 1211","1344 Walton Drive","Open","theft",-93.6698502,42.009717
"17-000332","03/18/17 1855",NA,"03/18/17 1855","Armory Building","Open","theft",-93.6509474,42.029626
"17-000333","03/18/17 2013","03/18/17 2013","03/18/17 2013","35 Frederiksen Court","Open","harassment",-93.6421508,42.0347532
"17-000334","03/19/17 0216","03/19/17 0216","03/19/17 0216","Country Club Boulevard and Gaskill Drive","Arrest","operating while intoxicated",NA,NA
"17-000335","03/19/17 0453","03/19/17 0453","03/19/17 0453","Arbor Street and State Avenue","Arrest","drug violation",-93.6591238,42.0209091
"17-000336","03/19/17 2307","03/19/17 2307","03/19/17 2307","Friley Hall","Open","harassment",-93.65045,42.0239234
"17-000338","03/20/17 0854",NA,"03/20/17 0854","Catt Hall","Open","harassment",-93.6456974,42.0278902
"17-000339","03/20/17 1348",NA,"03/28/17 1001","611 Kellogg Avenue","Arrest","drug violation",NA,NA
"17-000340","03/20/17 1348",NA,"03/20/17 1348","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000341","03/20/17 1348",NA,"03/20/17 1348","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000342","03/20/17 1524","03/20/17 1524","03/20/17 1524","Lot 72A","Arrest","drug violation",-93.6451625,42.022933
"17-000346","03/21/17 1707",NA,"03/21/17 1707","51 Frederiksen Court","Open","theft",-93.6393157,42.0345257
"17-000347","03/22/17 1628",NA,"03/22/17 1628","2229 Lincoln Way","Open","theft",-93.6456354,42.0235144
"17-000349","03/22/17 2233","03/22/17 2233","03/22/17 2233","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000350","03/23/17 0028","03/23/17 0028","03/23/17 0028","21 Frederiksen Court","Open","harassment",-93.6442665,42.03318
"17-000351","03/23/17 0734",NA,"03/23/17 0734","Lot 61G","Open","theft",-93.6513872,42.0137256
"17-000353","03/23/17 1244","03/23/17 1244","03/23/17 1244","Roberts Hall","Open","harassment",-93.6425636,42.0239302
"17-000354","03/23/17 1525",NA,"03/23/17 1525","Memorial Union","Open","theft",-93.6459454,42.0236502
"17-000355","03/24/17 0119","03/24/17 0119","03/24/17 0119","Lincoln Way and South Wilmoth Avenue","Arrest","public intoxication",-93.6615998,42.0227611
"17-000356","03/24/17 0145","03/24/17 0145","03/24/17 0145","Gray Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6420308,42.0226885
"17-000357","03/24/17 0234","03/24/17 0234","03/24/17 0234","Arbor Street and South Sheldon Avenue","Arrest","public intoxication",-93.6542412,42.0209168
"17-000358","03/24/17 0833",NA,"03/24/17 0833","Armory Building","Open","harassment",-93.6509474,42.029626
"17-000359","03/24/17 1245",NA,"03/24/17 1245","Lot S8","Open","theft",-93.6334165,42.0148466
"17-000360","03/24/17 1518","03/24/17 1518","03/24/17 1518","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000361","03/24/17 1731","01/16/18 1126","03/24/17 1731","Lot S6","Open","theft",-93.6333696,42.0132547
"17-000362","03/24/17 2219","03/24/17 2219",NA,"Lot 122","Arrest","trespass",-93.6476302,42.0335177
"17-000362","03/24/17 2219","03/24/17 2219",NA,"Lot 122","Arrest","drug violation",-93.6476302,42.0335177
"17-000363","03/25/17 0109","03/25/17 0109","03/25/17 0109","Knapp Street and Stanton Avenue","Arrest","public intoxication",-93.6485073,42.0191298
"17-000363","03/25/17 0109","03/25/17 0109","03/25/17 0109","Knapp Street and Stanton Avenue","Arrest","alcohol violation",-93.6485073,42.0191298
"17-000363","03/25/17 0109","03/25/17 0109","03/25/17 0109","Knapp Street and Stanton Avenue","Arrest","unlawful use of license",-93.6485073,42.0191298
"17-000364","03/25/17 0155","03/25/17 0155","03/25/17 0155","Morrill Road North and Pammel Drive","Arrest","public intoxication",NA,NA
"17-000365","03/25/17 0308","03/25/17 0308","03/25/17 0308","Wallace Hall","Arrest","public intoxication",-93.6499279,42.0142261
"17-000368","03/25/17 2054",NA,"03/25/17 2054","Wallace Wilson Commons","Open","theft",-93.6504798,42.0140126
"17-000369","03/25/17 2101","03/25/17 2101","03/25/17 2101","Friley Hall","Open","harassment",-93.65045,42.0239234
"17-000370","03/26/17 0041",NA,"03/26/17 0041","Wallace Hall","Open","vandalism",-93.6499279,42.0142261
"17-000371","03/26/17 0108","03/26/17 0108","03/26/17 0108","Lot 63","Arrest","operating while intoxicated",-93.6367573,42.0239698
"17-000372","03/26/17 0413",NA,"03/26/17 0413","Lot 202D","Open","theft",-93.641294,42.0447001
"17-000373","03/26/17 1541",NA,"03/26/17 1541","Larch Hall","Open","vandalism",-93.6382868,42.0232779
"17-000374","03/26/17 1821",NA,"03/26/17 1821","Lot S6","Open","theft",-93.6333696,42.0132547
"17-000376","03/27/17 1426",NA,"03/27/17 1426","Lot S5","Open","theft",-93.633969,42.0126321
"17-000377","03/27/17 1511",NA,"03/27/17 1511","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000378","03/27/17 1840","03/27/17 1840","03/27/17 1840","East Campus Parking Deck","Arrest","driving violation",-93.6523433,42.0210166
"17-000381","03/28/17 0426","03/28/17 0426","03/28/17 0426","South 16th Street and Apple Place","Arrest","driving violation",-93.6266644,42.0085095
"17-000382","03/28/17 1302",NA,"03/28/17 1302","Transportation Services","Open","vandalism",-93.6390719,42.0307934
"17-000383","03/28/17 2114","03/28/17 2114","03/28/17 2114","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000384","03/29/17 0156","03/29/17 0156","03/29/17 0156","South 16th Street and Creekside Drive","Arrest","operating while intoxicated",NA,NA
"17-000385","03/29/17 0513",NA,"03/29/17 0513","Coover Hall","Open","vandalism",-93.6508836,42.0283592
"17-000386","03/29/17 1901","03/29/17 1901","03/29/17 1901","Buchanan Hall","Open","harassment",-93.642449,42.022653
"17-000387","03/29/17 2048","03/29/17 2048","03/29/17 2048","62 Frederiksen Court","Open","drug violation",-93.640536,42.0332645
"17-000388","03/29/17 2143","03/29/17 2143","03/29/17 2143","Willow Hall","Open","assault",-93.6377325,42.0239136
"17-000389","03/30/17 0136","03/30/17 0136","03/30/17 0136","126 Welch Avenue","Arrest","operating while intoxicated",-93.6497904,42.0217817
"17-000390","03/30/17 0201","03/30/17 0201","03/30/17 0201","Arbor Street and State Avenue","Arrest","public intoxication",-93.6591238,42.0209091
"17-000391","03/30/17 1337",NA,"03/30/17 1337","Wilson Hall","Open","vandalism",-93.651021,42.0139143
"17-000392","03/30/17 1700","03/30/17 1700","03/30/17 1700","Friley Hall","Open","harassment",-93.65045,42.0239234
"17-000393","03/31/17 0026","03/31/17 0026","03/31/17 0026","Storm Street and Welch Avenue","Arrest","alcohol violation",-93.6500563,42.0161339
"17-000394","03/31/17 0156","03/31/17 0156","03/31/17 0156","Hayward Avenue and Storm Street","Arrest","operating while intoxicated",-93.6516926,42.0161435
"17-000395","03/31/17 0250","03/31/17 0250","03/31/17 0250","Lot 61A","Arrest","operating while intoxicated",-93.6483506,42.0124764
"17-000395","03/31/17 0250","03/31/17 0250","03/31/17 0250","Lot 61A","Arrest","drug violation",-93.6483506,42.0124764
"17-000396","03/31/17 1032",NA,"03/31/17 1032","42 Frederiksen Court","Open","theft",-93.6422748,42.0332422
"17-000397","03/31/17 2256","03/31/17 2256","03/31/17 2256","Lot 50B","Arrest","drug violation",-93.6417187,42.0259655
"17-000397","03/31/17 2256","03/31/17 2256","03/31/17 2256","Lot 50B","Arrest","alcohol violation",-93.6417187,42.0259655
"17-000398","04/01/17 0115","04/01/17 0115","04/01/17 0115","Hyland Avenue and West Street","Arrest","public intoxication",-93.6556457,42.0253446
"17-000399","04/01/17 0149","04/01/17 0149","04/01/17 0149","Ames Intermodel Facility","Arrest","public intoxication",-93.6523433,42.0210166
"17-000399","04/01/17 0149","04/01/17 0149","04/01/17 0149","Ames Intermodel Facility","Arrest","disorderly conduct",-93.6523433,42.0210166
"17-000400","04/01/17 0224","04/01/17 0224","04/01/17 0224","Foutainview Apartments","Arrest","public intoxication",-93.6713803,42.0112352
"17-000400","04/01/17 0224","04/01/17 0224","04/01/17 0224","Foutainview Apartments","Arrest","disorderly conduct",-93.6713803,42.0112352
"17-000400","04/01/17 0224","04/01/17 0224","04/01/17 0224","Foutainview Apartments","Arrest","harassment",-93.6713803,42.0112352
"17-000401","04/01/17 0812",NA,"04/01/17 0812","Lot 61H","Open","vandalism",-93.6502557,42.0136774
"17-000402","04/01/17 1342",NA,"04/01/17 1342","Morrill Hall","Open","vandalism",-93.648036,42.0272456
"17-000403","04/01/17 2246","04/01/17 2246","04/01/17 2246","Hunt Street and Welch Avenue","Arrest","public intoxication",-93.6501239,42.0202787
"17-000405","04/02/17 1316",NA,"04/02/17 1316","Lot 6","Open","vandalism",NA,NA
"17-000407","04/02/17 1409","04/02/17 1409","04/02/17 1409","Lake LaVerne","Open","drug violation",-93.6479874,42.0237049
"17-000411","04/03/17 1332","04/03/17 1332","04/03/17 1332","Helser Hall","Open","harassment",-93.6518379,42.02424
"17-000412","04/04/17 1519","04/04/17 1519","04/04/17 1519","Parks Library","Open","harassment",-93.6488141,42.0281254
"17-000413","04/04/17 1915",NA,"04/04/17 1915","Freeman Hall","Open","vandalism",-93.6416614,42.0247633
"17-000415","04/04/17 2320","04/04/17 2320","04/04/17 2320","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"17-000416","04/05/17 0206","04/05/17 0206","04/05/17 0206","3915 Mortensen Road","Arrest","operating while intoxicated",-93.6716726,42.0132915
"17-000419","04/05/17 1432",NA,"04/05/17 1432","Thielen Student Health Center","Open","sexual assault",-93.6538928,42.0257585
"17-000418","04/05/17 1458",NA,"04/05/17 1458","Lot S6","Open","theft",-93.6333696,42.0132547
"17-000423","04/05/17 2212","04/05/17 2212","04/05/17 2212","24 Frederiksen Court","Open","assault",-93.6435922,42.0327685
"17-000424","04/06/17 0034","04/06/17 0034","04/06/17 0034","Ashmore Drive and Gaskill Drive","Arrest","operating while intoxicated",NA,NA
"17-000426","04/06/17 0132","04/06/17 0132","04/06/17 0132","Lincoln Way and State Avenue","Arrest","public intoxication",-93.6591203,42.0227266
"17-000425","04/06/17 0140","04/06/17 0140","04/06/17 0140","Mortensen Road and State Avenue","Arrest","public intoxication",-93.6589323,42.0118849
"17-000428","04/06/17 1423",NA,"04/06/17 1423","2138 Veterinary Medicine","Open","theft",-93.6321429,42.00664
"17-000429","04/06/17 1613","04/06/17 1613","04/06/17 1613","State Gymnasium","Arrest","public intoxication",-93.6538021,42.0246748
"17-000430","04/06/17 1633",NA,"04/06/17 1633","Helser Hall","Open","sexual assault",-93.6518379,42.02424
"17-000431","04/07/17 0009","04/07/17 0009","04/07/17 0009","Lot 63","Arrest","public intoxication",-93.6367573,42.0239698
"17-000431","04/07/17 0009","04/07/17 0009","04/07/17 0009","Lot 63","Arrest","interference",-93.6367573,42.0239698
"17-000433","04/07/17 1316","04/07/17 1316","04/07/17 1316","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000434","04/07/17 1634",NA,"04/07/17 1634","Armory Building","Open","harassment",-93.6509474,42.029626
"17-000435","04/08/17 0126",NA,"04/08/17 0126","11 Frederiksen Court","Open","theft",-93.6443146,42.0342578
"17-000436","04/08/17 0216","04/08/17 0216","04/08/17 0216","119 Stanton Avenue","Arrest","public intoxication",-93.6489377,42.0219747
"17-000436","04/08/17 0216","04/08/17 0216","04/08/17 0216","119 Stanton Avenue","Arrest","drug violation",-93.6489377,42.0219747
"17-000436","04/08/17 0216","04/08/17 0216","04/08/17 0216","119 Stanton Avenue","Arrest","alcohol violation",-93.6489377,42.0219747
"17-000437","04/08/17 1854",NA,"04/08/17 1854","Ames Intermodel Facility","Open","vandalism",-93.6523433,42.0210166
"17-000438","04/08/17 2207","04/08/17 2207","04/08/17 2207","Scheman Building","Arrest","drug violation",-93.6367398,42.021491
"17-000438","04/08/17 2207","04/08/17 2207","04/08/17 2207","Scheman Building","Arrest","alcohol violation",-93.6367398,42.021491
"17-000439","04/08/17 2227",NA,"04/08/17 2227","Lot 28","Open","theft",-93.6495783,42.0319068
"17-000443","04/09/17 0140",NA,"04/09/17 0140","Oak Hall","Open","theft",-93.6399695,42.0251247
"17-000442","04/09/17 0145","04/09/17 0145","04/09/17 0145","119 Stanton Avenue","Open","disorderly conduct",-93.6489377,42.0219747
"17-000441","04/09/17 0200","04/09/17 0200","04/09/17 0200","Buchanan Hall","Arrest","assault",-93.642449,42.022653
"17-000445","04/09/17 1342",NA,"04/09/17 1342","Lot 61A","Open","vandalism",-93.6483506,42.0124764
"17-000447","04/10/17 0733",NA,"04/10/17 0733","4008 Maricopa Drive","Open","harassment",-93.6708406,42.0080236
"17-000448","04/10/17 0926","04/10/17 0926","04/10/17 0926","Armory Building","Arrest","drug violation",-93.6509474,42.029626
"17-000449","04/10/17 1302",NA,"04/10/17 1302","Geoffroy Hall","Open","theft",-93.6423896,42.0225449
"17-000450","04/10/17 1406",NA,"04/10/17 1406","Armory Building","Open","harassment",-93.6509474,42.029626
"17-000451","04/10/17 2037",NA,"04/10/17 2037","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000452","04/10/17 2202",NA,"04/10/17 2202","Lyon Hall","Open","theft",-93.6424864,42.0245055
"17-000453","04/11/17 1104",NA,"04/11/17 1104","Lot 85E","Open","vandalism",-93.6344334,42.0157296
"17-000454","04/11/17 1317",NA,"04/11/17 1317","Mackay Hall","Open","theft",-93.6465403,42.0285999
"17-000455","04/11/17 2234",NA,"04/11/17 2234","1344 Walton Drive","Open","vandalism",-93.6698502,42.009717
"17-000457","04/12/17 1409",NA,"04/12/17 1409","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000459","04/12/17 2138","04/12/17 2138","04/12/17 2138","Sheldon Avenue and West Street","Arrest","operating while intoxicated",-93.6543018,42.0253597
"17-000459","04/12/17 2138","04/12/17 2138","04/12/17 2138","Sheldon Avenue and West Street","Arrest","drug violation",-93.6543018,42.0253597
"17-000460","04/13/17 0105","04/13/17 0105","04/13/17 0105","Mortensen Road and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"17-000461","04/13/17 0207","04/13/17 0207","04/13/17 0207","Lincoln Way and Stanton Avenue","Arrest","operating while intoxicated",-93.6485139,42.0227359
"17-000462","04/13/17 1057",NA,"04/13/17 1057","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000463","04/13/17 1258",NA,"04/13/17 1258","Memorial Union","Open","theft",-93.6459454,42.0236502
"17-000465","04/14/17 0203","04/14/17 0203","04/14/17 0203","Bissell Road and Osborn Drive","Arrest","driving violation",-93.6518898,42.0288877
"17-000466","04/14/17 1420",NA,"04/14/17 1420","Lot S7","Open","theft",-93.6331516,42.0140523
"17-000467","04/14/17 1502",NA,"04/14/17 1502","Mackay Hall","Open","theft",-93.6465403,42.0285999
"17-000468","04/14/17 1607",NA,"04/14/17 1607","Willow Hall","Open","theft",-93.6377325,42.0239136
"17-000469","04/14/17 1758",NA,"04/14/17 1758","Parks Library","Open","vandalism",-93.6488141,42.0281254
"17-000470","04/14/17 1943",NA,"04/14/17 1943","Science II","Open","theft",-93.6463454,42.0300878
"17-000471","04/14/17 2139",NA,"04/14/17 2139","University Village Laundry","Open","theft",-93.642113,42.041253
"17-000473","04/15/17 0311","04/15/17 0311","04/15/17 0311","Mortensen Road and South Dakota Avenue","Arrest","operating while intoxicated",-93.6786567,42.0120839
"17-000474","04/17/17 1412",NA,"04/17/17 1412","Coover Hall","Open","theft",-93.6508836,42.0283592
"17-000479","04/18/17 0835",NA,"04/18/17 0835","Ross Hall","Open","harassment",-93.644204,42.0266305
"17-000482","04/18/17 2138",NA,"04/18/17 2138","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000483","04/19/17 1227",NA,"04/19/17 1227","60 Schilletter Village","Open","vandalism",-93.6434037,42.0440331
"17-000485","04/20/17 0840","04/20/17 0840","04/20/17 0840","Forker Building","Arrest","trespass",-93.6403143,42.0268097
"17-000487","04/20/17 2038","04/20/17 2038","04/20/17 2038","Maple Hall","Arrest","drug violation",-93.6387491,42.023654
"17-000488","04/21/17 0123","04/21/17 0123","04/21/17 0123","South 16th Street and South Grand Avenue","Arrest","operating while intoxicated",-93.620034,42.0083874
"17-000489","04/21/17 0353","04/21/17 0353","04/21/17 0353","3800 Lincoln Way","Arrest","drug violation",-93.669771,42.0216985
"17-000491","04/21/17 0730",NA,"04/21/17 0730","Lot 62","Open","vandalism",-93.6431646,42.0217945
"17-000492","04/21/17 1224","04/21/17 1224","04/21/17 1224","135 Wilmoth Avenue","Open","drug violation",-93.6618882,42.0239974
"17-000493","04/21/17 1231",NA,"04/21/17 1231","Lot 112L","Open","vandalism",NA,NA
"17-000496","04/22/17 0136","04/22/17 0136","04/22/17 0136","Lincoln Way and State Avenue","Arrest","operating while intoxicated",-93.6591203,42.0227266
"17-000497","04/22/17 0200","04/22/17 0200","04/22/17 0200","100 block of Beedle Drive","Arrest","operating while intoxicated",-93.6732302,42.0228128
"17-000499","04/22/17 0931",NA,"04/22/17 0931","Maple Hall","Open","vandalism",-93.6387491,42.023654
"17-000500","04/22/17 1209",NA,"04/22/17 1209","Lot 112C","Open","theft",-93.6422034,42.0323555
"17-000502","04/23/17 0104","04/23/17 0104","04/23/17 0104","Memorial Union Parking Ramp","Arrest","public intoxication",-93.6449075,42.0234906
"17-000503","04/23/17 0130","04/23/17 0130","04/23/17 0130","North University Boulevard and Wallace Road","Arrest","operating while intoxicated",-93.6415414,42.0305048
"17-000508","04/24/17 0021","04/24/17 0021","04/24/17 0021","13th Street and Hyland Avenue","Arrest","drug violation",-93.6556846,42.0287518
"17-000509","04/24/17 0831",NA,"04/24/17 0831","2420 Lincoln Way","Open","harassment",-93.6496109,42.0225329
"17-000512","04/24/17 0936",NA,"04/24/17 0936","Willow Hall","Open","harassment",-93.6377325,42.0239136
"17-000510","04/24/17 1000",NA,"04/24/17 1000","Lot 61H","Open","vandalism",-93.6502557,42.0136774
"17-000511","04/24/17 1036",NA,"04/24/17 1036","Friley Hall","Open","theft",-93.65045,42.0239234
"17-000515","04/24/17 1858","04/24/17 1858","04/24/17 1858","1332 Walton Drive","Arrest","drug violation",-93.6698899,42.0100635
"17-000516","04/24/17 2307","04/24/17 2307","04/24/17 2307","Wilson Hall","Arrest","drug violation",-93.651021,42.0139143
"17-000518","04/25/17 2004","04/25/17 2004","04/25/17 2004","Lot 89","Arrest","driving violation",NA,NA
"17-000518","04/25/17 2004","04/25/17 2004","04/25/17 2004","Lot 89","Arrest","harassment",NA,NA
"17-000519","04/26/17 0116","04/26/17 0116","04/26/17 0116","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000520","04/26/17 0837",NA,"04/26/17 0837","Geoffroy Hall","Open","theft",-93.6423896,42.0225449
"17-000522","04/26/17 1107","04/26/17 1107","04/26/17 1107","Armory Building","Open","drug violation",-93.6509474,42.029626
"17-000524","04/27/17 0028","04/27/16 0028","04/27/17 0028","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"17-000526","04/27/17 0927","04/27/17 0927","04/27/17 0927","Northridge Parkway and stange Road","Arrest","driving violation",NA,NA
"17-000527","04/27/17 1402",NA,"04/27/17 1402","Willow Hall","Open","theft",-93.6377325,42.0239136
"17-000529","04/27/17 1549",NA,"04/27/17 1549","1220 Walton Drive","Open","theft",-93.6694178,42.0116982
"17-000536","04/28/17 1205",NA,"04/28/17 1205","King Pavilion","Unfounded","theft",-93.653478,42.0288412
"17-000535","04/28/17 1222",NA,"04/28/17 1222","Lot 63","Open","theft",-93.6367573,42.0239698
"17-000539","04/28/17 1853",NA,"04/28/17 1853","Parks Library","Open","theft",-93.6488141,42.0281254
"17-000540","04/28/17 1919",NA,"04/28/17 1919","Lot 62","Open","theft",-93.6431646,42.0217945
"17-000543","04/29/17 0132","04/29/17 0132","04/29/17 0132","Lot 2","Arrest","operating while intoxicated",-93.6536866,42.0260878
"17-000544","04/29/17 0248","04/29/17 0248","04/29/17 0248","Hyland Avenue and West Street","Arrest","operating while intoxicated",-93.6556457,42.0253446
"17-000545","04/29/17 1918","04/29/17 1918","05/04/17 1133","4200 Maricopa Drive","Arrest","drug violation",-93.6732177,42.0082569
"17-000546","04/29/17 2236",NA,"04/29/17 2236","Linden Hall","Open","vandalism",-93.6403252,42.0231404
"17-000547","04/30/17 0147","04/30/17 0147","04/30/17 0147","South Dakota Avenue and Todd Drive","Arrest","operating while intoxicated",-93.6787042,42.0212118
"17-000548","04/30/17 0315","04/30/17 0315","04/30/17 0315","Hunt Street and Welch Avenue","Arrest","operating while intoxicated",-93.6501239,42.0202787
"17-000549","05/01/17 0712","04/28/17 0700","05/01/17 0712","Carver Hall","Open","vandalism",-93.648337,42.0252611
"17-000550","05/01/17 1057","05/01/17 1057","05/01/17 1057","State Gymnasium","Open","theft",-93.6538021,42.0246748
"17-000551","05/01/17 1818","05/01/17 1818","05/01/17 1818","Geoffroy Hall","Arrest","drug violation",-93.6423896,42.0225449
"17-000552","05/01/17 2259","05/01/17 2259","05/01/17 2259","Pammel Drive and Stange Road","Arrest","driving violation",-93.6446613,42.030518
"17-000556","05/03/17 0906","05/03/17 0906","05/03/17 0906","Science II","Open","theft",-93.6463454,42.0300878
"17-000557","05/03/17 1254","05/02/17 2230","05/03/17 1200","1344 Walton Drive","Open","theft",-93.6698502,42.009717
"17-000558","05/03/17 1447","05/03/17 1447","05/03/17 1447","Durham Center","Open","trespass",-93.6498289,42.0276599
"17-000560","05/03/17 1735","05/02/17 2100","05/03/17 1200","31 Frederiksen Court","Open","theft",-93.6420413,42.0345981
"17-000561","05/04/17 0114","05/04/17 0114","05/04/17 0114","119 Stanton Avenue","Arrest","public intoxication",-93.6489377,42.0219747
"17-000563","05/04/17 0212","05/04/17 0212","05/04/17 0212","Wilson Hall","Open","vandalism",-93.651021,42.0139143
"17-000564","05/04/17 1325","04/16/17 1900","05/04/17 1325","Lot S6","Open","theft",-93.6333696,42.0132547
"17-000566","05/04/17 1820","05/04/17 1820","05/04/17 1820","Knapp Street and Welch Avenue","Arrest","public intoxication",-93.6500882,42.0191138
"17-000567","05/04/17 1953","05/04/17 1953","05/04/17 1953","Lied Recreation Center","Open","disorderly conduct",-93.6372142,42.0267276
"17-000568","05/05/17 0124","05/05/17 0124","05/05/17 0124","124 Hyland Avenue","Arrest","public intoxication",-93.6552541,42.0236095
"17-000569","05/05/17 0304","05/05/17 0304","05/05/17 0304","Wallace Hall","Arrest","public intoxication",-93.6499279,42.0142261
"17-000570","05/05/17 0348","05/05/17 0348","05/05/17 0348","Lot 112A","Open","vandalism",-93.6431428,42.0349871
"17-000571","05/05/17 0609","05/05/17 0609","05/05/17 0609","Music Hall","Open","vandalism",-93.6482276,42.0246423
"17-000572","05/05/17 0843","04/25/17 2100","05/04/17 1300","61 Frederiksen Court","Open","theft",-93.641138,42.033255
"17-000573","05/05/17 0955","05/04/17 1300","05/05/17 0950","Lot 61A","Open","vandalism",-93.6483506,42.0124764
"17-000575","05/05/17 1436","05/05/17 1436","05/05/17 1436","Gerdin Business Building","Arrest","vandalism",-93.6444688,42.0254011
"17-000575","05/05/17 1436","05/05/17 1436","05/05/17 1436","Gerdin Business Building","Arrest","disorderly conduct",-93.6444688,42.0254011
"17-000575","05/05/17 1436","05/05/17 1436","05/05/17 1436","Gerdin Business Building","Arrest","trespass",-93.6444688,42.0254011
"17-000579","05/07/17 1120","10/10/16 0000","05/07/17 1120","Wallace Hall","Open","theft",-93.6499279,42.0142261
"17-000584","05/10/17 1002","05/09/17 1640","05/09/17 1645","2229 Lincoln Way","Open","theft",-93.6456354,42.0235144
"17-000585","05/11/17 0124","05/11/17 0124","05/11/17 0124","Hyland Avenue and West Street","Arrest","public intoxication",-93.6556457,42.0253446
"17-000587","05/11/17 0314","05/11/17 0314","05/11/17 0314","Armory Building","Arrest","public intoxication",-93.6509474,42.029626
"17-000587","05/11/17 0314","05/11/17 0314","05/11/17 0314","Armory Building","Arrest","interference",-93.6509474,42.029626
"17-000587","05/11/17 0314","05/11/17 0314","05/11/17 0314","Armory Building","Arrest","false information",-93.6509474,42.029626
"17-000592","05/12/17 0135","05/12/17 0135","05/12/17 0135","Ames Intermodel Facility","Arrest","public intoxication",-93.6523433,42.0210166
"17-000591","05/12/17 0148","05/12/17 0148","05/12/17 0148","Hayward Avenue and Hunt Street","Arrest","operating while intoxicated",-93.6517575,42.0201314
"17-000593","05/13/17 0152","05/13/17 0152","05/13/17 0152","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"17-000595","05/13/17 0441",NA,"05/13/17 0441","35 Frederiksen Court","Open","theft",-93.6421508,42.0347532
"17-000596","05/13/17 1850","05/13/17 1850","05/13/17 1850","Lot 52","Arrest","operating while intoxicated",NA,NA
"17-000600","05/15/17 1604","05/15/17 1326","05/15/17 1604","Memorial Union Parking Ramp","Open","theft",-93.6449075,42.0234906
"17-000602","05/16/17 1746","05/16/17 1746","05/16/17 1746","Ames Intermodel Facility","Open","theft",-93.6523433,42.0210166
"17-000603","05/16/17 1945","05/16/17 1945","05/16/17 1945","Lincoln Way and Union Drive","Arrest","driving violation",-93.64278,42.0226914
"17-000604","05/17/17 0831","05/17/17 0831","05/17/17 0831","Armory Building","Open","harassment",-93.6509474,42.029626
"17-000605","05/17/17 1106","05/17/17 0950","05/17/17 1050","Ross Hall","Open","theft",-93.644204,42.0266305
"17-000607","05/17/17 2246","05/17/17 2246","05/17/17 2246","12 Schilletter Village","Arrest","domestic dispute",-93.6423388,42.0433619
"17-000607","05/17/17 2246","05/17/17 2246","05/17/17 2246","12 Schilletter Village","Arrest","drug violation",-93.6423388,42.0433619
"17-000607","05/17/17 2246","05/17/17 2246","05/17/17 2246","12 Schilletter Village","Arrest","interference",-93.6423388,42.0433619
"17-000608","05/18/17 0211","05/18/17 0211","05/18/17 0211","2401 Chamberlain Street","Open","disorderly conduct",-93.6487397,42.021556
"N/A","05/19/17 0000",NA,NA,"University West Apartment","Info only","sexual assault",NA,NA
"17-000609","05/19/17 0100","05/19/17 0100","05/19/17 0100","Mortensen Road and Pinon Drive","Arrest","operating while intoxicated",-93.6749317,42.0120645
"17-000610","05/19/17 1713","05/18/17 1600","05/18/17 1600","Armory Building","Open","theft",-93.6509474,42.029626
"17-000611","05/20/17 0232","05/20/17 0232","05/20/17 0232","Hayward Avenue and Hunt Street","Arrest","operating while intoxicated",-93.6517575,42.0201314
"17-000612","05/20/17 0939","05/20/17 0939","05/20/17 0939","162 University Village","Closed","theft",-93.6441672,42.0427435
"17-000613","05/21/17 0131","05/21/17 0131","05/21/17 0131","4900 block of Mortensen Road","Arrest","operating while intoxicated",-93.6886363,42.0128357
"17-000614","05/21/17 0349","05/21/17 0349","05/21/17 0349","Hyland Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6555907,42.0227264
