"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"18-000266","03/05/18 1914","03/05/18 1914","03/05/18 1914","Roberts Hall","Arrest","alcohol violation",-93.6425636,42.0239302
"18-000268","03/06/18 0849","02/07/18 0000","02/16/18 0000","Ross Hall","Open","fraud",-93.644204,42.0266305
"18-000270","03/06/18 1155",NA,"03/06/18 1155","Ames Lab","Open","harassment",NA,NA
"18-000271","03/06/18 1509",NA,"03/06/18 1509","Walton Drive","Open","fraud",-93.6702176,42.0099168
"18-000272","03/06/18 1521","03/04/18 0300","03/04/18 1000","Friley Hall","Open","theft",-93.65045,42.0239234
"18-000273","03/06/18 2125",NA,"03/06/18 2125","Lot A3","Open","hit and run",-93.6377976,42.0177136
"18-000275","03/07/18 1435","02/26/18 0000","03/07/18 1435","Pearson Hall","Open","theft",-93.6498675,42.0260288
"18-000277","03/08/18 0127","03/08/18 0127","03/08/18 0127","Lincoln Way and Camus Avenue","Arrest","operating while intoxicated",NA,NA
"18-000278","03/08/18 1445","03/08/18 1439","03/20/18 1050","Memorial Union","Arrest","theft",-93.6459454,42.0236502
"18-000282","03/09/18 0238","03/09/18 0238","03/09/18 0238","Lincoln Way and South Dakota Avenue","Arrest","operating while intoxicated",-93.6787027,42.0229015
"18-000283","03/09/18 0244","03/09/18 0244","03/09/18 0244","Mortensen Road and Pinon Drive","Arrest","operating while intoxicated",-93.6749317,42.0120645
"18-000285","03/10/18 1004","03/10/18 1004","03/10/18 1004","3906 Maricopa Drive","Open","harassment",-93.6693983,42.0083904
"18-000286","03/10/18 1142","03/10/18 1142","03/10/18 1142","Linden Hall","Arrest","vandalism",-93.6403252,42.0231404
"18-000287","03/10/18 2352","03/10/18 2352","03/10/18 2352","3920 Maricopa Drive","Arrest","theft",-93.6701672,42.0080064
"18-000287","03/10/18 2352","03/10/18 2352","03/10/18 2352","3920 Maricopa Drive","Arrest","drug violation",-93.6701672,42.0080064
"18-000287","03/10/18 2352","03/10/18 2352","03/10/18 2352","3920 Maricopa Drive","Arrest","interference",-93.6701672,42.0080064
"18-000289","03/12/18 1511","03/12/18 1511","03/12/18 1511","Lagomarcino Hall","Open","fraud",-93.6456391,42.0297367
"18-000291","03/13/18 1444","03/13/18 1444","03/13/18 1444","2311 Chamberlain Street","Open","harassment",-93.6475113,42.0216919
"18-000292","03/14/18 0514","03/14/18 0514","03/14/18 0514","Blankenburg Drive and Stange Road","Arrest","operating while intoxicated",-93.6448338,42.0415899
"18-000293","03/14/18 0637",NA,"03/14/18 0637","150 University Village","Open","theft",-93.6441672,42.0427435
"18-000296","03/16/18 0200","03/16/18 0200","03/16/18 0200","Hunt Street and Welch Avenue","Arrest","public intoxication",-93.6501239,42.0202787
"18-000297","03/17/18 1940",NA,"03/17/18 1940","Lot 112J","Open","vandalism",-93.6425231,42.0349269
"18-000298","03/18/18 0145","03/18/18 0145","03/18/18 0145","Lincoln Way and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542392,42.0227224
"18-000299","03/18/18 2133","03/18/18 2133","03/18/18 2133","Lot 61A","Arrest","drug violation",-93.6483506,42.0124764
"18-000299","03/18/18 2133","03/18/18 2133","03/18/18 2133","Lot 61A","Arrest","alcohol violation",-93.6483506,42.0124764
"18-000299","03/18/18 2133","03/18/18 2133","03/18/18 2133","Lot 61A","Arrest","unlawful use of license",-93.6483506,42.0124764
"18-000300","03/19/18 0015","03/19/18 0015","03/19/18 0015","Lincoln Way and Morrill Road","Cited","alcohol violation",-93.6464078,42.0228283
"18-000301","03/19/18 1127","03/19/18 1127","03/23/18 0000",NA,"Arrest","drug violation",NA,NA
"18-000304","03/20/18 0027","03/20/18 0027","03/20/18 0027","Franklin Avenue and Lincoln Way","Cited","driving violation",-93.6647899,42.0228024
"18-000306","03/20/18 2016","03/20/18 2016","03/20/18 2016","62 Frederiksen Court","Open","fraud",-93.640536,42.0332645
"18-000308","03/21/18 0228","03/21/18 0228","03/21/18 0228","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"18-000311","03/22/18 0223","03/22/18 0223","03/22/18 0223","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"18-000312","03/22/18 1255",NA,"03/22/18 1255","Gilman Hall","Open","theft",-93.6486442,42.0294215
"18-000313","03/22/18 1313","03/22/18 1313","03/22/18 1313","71 Frederiksen Court","Open","fraud",-93.6398095,42.0330842
"18-000317","03/22/18 1701","03/22/18 1701","03/23/18 0000",NA,"Arrest","drug violation",NA,NA
"18-000319","03/23/18 0024","03/23/18 0024","03/23/18 0024","Larch Hall","Arrest","drug violation",-93.6382868,42.0232779
"18-000321","03/23/18 1347","09/01/17 0000","03/23/18 1347","Wallace Hall","Open","sexual assault",-93.6499279,42.0142261
"18-000323","03/23/18 2253","03/23/18 2253","03/23/18 2253","2120 Union Drive","Cited","alcohol violation",-93.6496968,42.024591
"18-000323","03/23/18 2253","03/23/18 2253","03/23/18 2253","2120 Union Drive","Cited","driving violation",-93.6496968,42.024591
"18-000324","03/24/18 0336","03/24/18 0336","03/24/18 0336","136 University Village","Arrest","vandalism",-93.6425534,42.0405134
"18-000324","03/24/18 0336","03/24/18 0336","03/24/18 0336","136 University Village","Arrest","trespass",-93.6425534,42.0405134
"18-000325","03/24/18 0901",NA,"03/24/18 0901","Lot 59D","Open","hit and run",-93.6510118,42.0235902
"18-000328","03/25/18 2143","03/25/18 2143",NA,"2532 Union Drive","Arrest","disorderly conduct",-93.6513638,42.0253616
"18-000328","03/25/18 2143","03/25/18 2143",NA,"2532 Union Drive","Arrest","alcohol violation",-93.6513638,42.0253616
"18-000328","03/25/18 2143","03/25/18 2143",NA,"2532 Union Drive","Arrest","public intoxication",-93.6513638,42.0253616
"18-000328","03/25/18 2143","03/25/18 2143",NA,"2532 Union Drive","Arrest","interference",-93.6513638,42.0253616
"18-000329","03/25/18 2258","03/25/18 2258","03/25/18 2258","Parks Library","Open","theft",-93.6488141,42.0281254
"18-000330","03/26/18 0000",NA,"03/26/18 0000","Frederiksen Court","Open","sexual assault",-93.6440878,42.0340306
"18-000331","03/26/18 1508","03/26/18 0000","03/26/18 1508","Bessey Hall","Open","theft",-93.644629,42.0284863
"18-000333","03/26/18 1702",NA,"03/26/18 1702","18 Schilletter Village","Open","theft",-93.6416288,42.0433749
"18-000334","03/26/18 1750",NA,"03/26/18 1750","2129 Hawthorn Court Drive","Open","false information",-93.6429145,42.0339213
"18-000335","03/27/18 1050",NA,"03/27/18 1050","Veterinary Medicine","Open","theft",-93.633833,42.006383
"18-000338","03/28/18 1400","03/28/18 0000","03/28/18 1400","Larch Hall","Open","theft",-93.6382868,42.0232779
"18-000340","03/28/18 2013","03/28/18 0000","03/28/18 2013","Friley Hall","Unfounded","theft",-93.65045,42.0239234
"18-000341","03/29/18 0245","03/29/18 0245","03/29/18 0245","South Dakota Avenue and US Highway 30 ramp","Arrest","operating while intoxicated",-93.6387198,42.0030346
"18-000341","03/29/18 0245","03/29/18 0245","03/29/18 0245","South Dakota Avenue and US Highway 30 ramp","Arrest","misuse of license",-93.6387198,42.0030346
"18-000343","03/30/18 0235","03/30/18 0235","03/30/18 0235","Mortensen Road and South Dakota Avenue","Cited","driving violation",-93.6786567,42.0120839
"18-000348","03/30/18 1701","03/30/18 0000","03/30/18 1701","Lot 61A","Open","vandalism",-93.6483506,42.0124764
"18-000349","03/30/18 2305",NA,"03/30/18 2305","119 Stanton Avenue","Not Stolen - Towed","theft",-93.6489377,42.0219747
"18-000350","03/31/18 0347","03/31/18 0347","03/31/18 0347","Buchanan Hall","Arrest","public intoxication",-93.642449,42.022653
"18-000352","04/01/18 0124","04/01/18 0124","04/01/18 0124","Franklin Avenue and Lincoln Way","Arrest","public intoxication",-93.6647899,42.0228024
"18-000353","04/01/18 0227","04/01/18 0227","04/01/18 0227","South Grand Avenue and Wave Drive","Arrest","operating while intoxicated",NA,NA
"18-000356","04/02/18 1321",NA,"04/02/18 1321","Oak Hall","Open","theft",-93.6399695,42.0251247
"18-000357","04/02/18 1440",NA,"04/02/18 1440","Lot 62","Open","hit and run",-93.6431646,42.0217945
"18-000359","04/02/18 2241","04/02/18 0000","04/02/18 2241","Memorial Union","Open","vandalism",-93.6459454,42.0236502
"18-000362","04/04/18 0215","04/04/18 0215","04/04/18 0215","36 Frederiksen Court","Arrest","operating while intoxicated",-93.6412736,42.0353215
"18-000365","04/04/18 1731",NA,"04/04/18 1731","Lot 12","Open","hit and run",-93.6515025,42.0312528
"18-000364","04/04/18 1754","04/04/18 0000",NA,"Helser Hall","Open","theft",-93.6518379,42.02424
"18-000366","04/05/18 0216","04/05/18 0216","04/05/18 0216","Mortensen Road and State Avenue","Cited","driving violation",-93.6589323,42.0118849
"18-000367","04/05/18 0946","04/05/18 0946","04/05/18 0946","Beardshear Hall","Open","false information",-93.6484405,42.0261746
"18-000369","04/05/18 1734",NA,"04/05/18 1734",NA,"Open","sexual assault",NA,NA
"18-000370","04/06/18 0225","04/06/18 0225","04/06/18 0225","Lot 63","Arrest","operating while intoxicated",-93.6367573,42.0239698
"18-000371","04/06/18 0244","04/06/18 0244","04/06/18 0244","Mortensen Parkway and University Boulevard","Arrest","drug violation",-93.6393859,42.0083324
"18-000374","04/06/18 1132",NA,"04/06/18 1132","Lot 67","Open","hit and run",-93.6408776,42.0251136
"18-000377","04/06/18 1726","04/06/18 1726","04/06/18 1726","Friley Hall","Open","harassment",-93.65045,42.0239234
"18-000378","04/07/18 0034","04/07/18 0034","04/07/18 0034","Hyland Avenue and West Street","Cited","driving violation",-93.6556457,42.0253446
"18-000379","04/07/18 0100","04/07/18 0100","04/07/18 0100","Campus Avenue and Lincoln Way","Arrest","public intoxication",-93.6570426,42.0227269
"18-000380","04/07/18 0115","04/07/18 0115","04/07/18 0115","61 Frederiksen Court","Arrest","drug violation",-93.641138,42.033255
"18-000381","04/07/18 0345","04/07/18 0345","04/09/18 0200","Sheldon Avenue and West Street","Arrest","drug violation",-93.6543018,42.0253597
"18-000381","04/07/18 0345","04/07/18 0345","04/09/18 0200","Sheldon Avenue and West Street","Arrest","interference",-93.6543018,42.0253597
"18-000381","04/07/18 0345","04/07/18 0345","04/09/18 0200","Sheldon Avenue and West Street","Arrest","alcohol violation",-93.6543018,42.0253597
"18-000381","04/07/18 0345","04/07/18 0345","04/09/18 0200","Sheldon Avenue and West Street","Arrest","drug violation",-93.6543018,42.0253597
"18-000381","04/07/18 0345","04/07/18 0345","04/09/18 0200","Sheldon Avenue and West Street","Arrest","interference",-93.6543018,42.0253597
"18-000381","04/07/18 0345","04/07/18 0345","04/09/18 0200","Sheldon Avenue and West Street","Arrest","alcohol violation",-93.6543018,42.0253597
"18-000384","04/07/18 2035","04/07/18 2035","04/07/18 2035","13th Street and Hyland Avenue","Arrest","driving violation",-93.6556846,42.0287518
"18-000396","04/08/18 0000","04/06/18 0000","04/08/18 0000","University Village","Open","sexual assault",-93.6441672,42.0427435
"18-000386","04/08/18 0154","04/08/18 0154","04/08/18 0154","Lettie Street and Manning Avenue","Arrest","public intoxication",-93.6598559,42.021492
"18-000386","04/08/18 0154","04/08/18 0154","04/08/18 0154","Lettie Street and Manning Avenue","Arrest","vandalism",-93.6598559,42.021492
"18-000387","04/08/18 0313","04/08/18 0313","04/08/18 0313","South Franklin Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6647899,42.0228024
"18-000395","04/09/18 0306","04/09/18 0306","04/09/18 0306","Dotson Drive and Marigold Drive","Cited","driving violation",NA,NA
"18-000398","04/09/18 1022","04/09/18 1022","04/09/18 1022","Geoffroy Hall","Open","harassment",-93.6423896,42.0225449
"18-000404","04/10/18 0100","04/10/18 0100","04/10/18 0100","Beach Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.639494,42.022655
"18-000408","04/10/18 2132","04/10/18 2132","04/10/18 2132","Birch Hall","Cited","drug violation",-93.6417417,42.0237087
"18-000409","04/11/18 0938","04/11/18 0938","04/11/18 0938","Friley Hall","Open","harassment",-93.65045,42.0239234
"18-000412","04/11/18 1048","04/11/18 0000","04/11/18 1048","158 University Village","Open","theft",-93.6441672,42.0427435
"18-000413","04/12/18 0108","04/12/18 0108","04/12/18 0108","Hayward Avenue and Mortensen Road","Arrest","drug violation",-93.6516786,42.0118612
"18-000413","04/12/18 0108","04/12/18 0108","04/12/18 0108","Hayward Avenue and Mortensen Road","Arrest","weapon violation",-93.6516786,42.0118612
"18-000413","04/12/18 0108","04/12/18 0108","04/12/18 0108","Hayward Avenue and Mortensen Road","Arrest","driving violation",-93.6516786,42.0118612
"18-000414","04/12/18 0206","04/12/18 0206","04/12/18 0206","2401 Chamberlain Street","Arrest","public intoxication",-93.6487397,42.021556
"18-000414","04/12/18 0206","04/12/18 0206","04/12/18 0206","2401 Chamberlain Street","Arrest","disorderly conduct",-93.6487397,42.021556
"18-000414","04/12/18 0206","04/12/18 0206","04/12/18 0206","2401 Chamberlain Street","Arrest","interference",-93.6487397,42.021556
"18-000415","04/12/18 1229","04/12/18 1229","04/12/18 1229","315 Welch Avenue","Open","harassment",-93.6505015,42.0197804
"18-000418","04/13/18 0028","04/13/18 0028","04/13/18 0028","100 block of Campus Avenue","Cited","drug violation",-93.6570426,42.0227322
"18-000420","04/13/18 2301","04/13/18 2301","04/13/18 2301","Friley Hall","Cited","drug violation",-93.65045,42.0239234
"18-000420","04/13/18 2301","04/13/18 2301","04/13/18 2301","Friley Hall","Cited","alcohol violation",-93.65045,42.0239234
"18-000421","04/14/18 0338","04/14/18 0338","04/14/18 0338","Legacy Tower","Arrest","trespass",-93.6489377,42.0219747
"18-000421","04/14/18 0338","04/14/18 0338","04/14/18 0338","Legacy Tower","Arrest","public intoxication",-93.6489377,42.0219747
"18-000423","04/14/18 1914","04/14/18 1914","04/14/18 1914","Friley Hall","Cited","alcohol violation",-93.65045,42.0239234
"18-000428","04/15/18 0000",NA,"04/17/18 0000",NA,"Cited","drug violation",NA,NA
"18-000425","04/15/18 0023","04/15/18 0023","04/15/18 0023","Memorial Union","Arrest","theft",-93.6459454,42.0236502
"18-000425","04/15/18 0023","04/15/18 0023","04/15/18 0023","Memorial Union","Arrest","false information",-93.6459454,42.0236502
"18-000425","04/15/18 0023","04/15/18 0023","04/15/18 0023","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"18-000426","04/15/18 0219","04/15/18 0219","04/15/18 0219","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"18-000426","04/15/18 0219","04/15/18 0219","04/15/18 0219","Memorial Union","Arrest","disorderly conduct",-93.6459454,42.0236502
"18-000427","04/15/18 0337","04/15/18 0337","04/15/18 0337","Larch Hall","Arrest","drug violation",-93.6382868,42.0232779
"18-000427","04/15/18 0337","04/15/18 0337","04/15/18 0337","Larch Hall","Arrest","alcohol violation",-93.6382868,42.0232779
"18-000430","04/15/18 1548",NA,"04/15/18 1548","Armory Building","Open","harassment",-93.6509474,42.029626
"18-000431","04/15/18 2155",NA,"04/15/18 2155","Buchanan Hall","Open","harassment",-93.642449,42.022653
"18-000433","04/16/18 1657","04/16/18 1657","04/16/18 1657","Ross Hall","Open","harassment",-93.644204,42.0266305
"18-000434","04/16/18 2015",NA,"04/16/18 2015","Lot 61C","Open","criminal mischief",-93.6493851,42.0152891
"18-000435","04/17/18 1444",NA,"04/17/18 1444","Linden Hall","Open","theft",-93.6403252,42.0231404
"18-000439","04/19/18 0155","04/19/18 0155","04/19/18 0155","Lincoln Way and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542392,42.0227224
"18-000440","04/19/18 0504","04/19/18 0504","04/19/18 0504","Mortensen Road and State Avenue","Cited","driving violation",-93.6589323,42.0118849
"18-000441","04/19/18 0938",NA,"04/19/18 0938","Wallace Hall","Open","theft",-93.6499279,42.0142261
"18-000442","04/19/18 1623",NA,"04/19/18 1623","Geoffroy Hall","Open","vandalism",-93.6423896,42.0225449
"18-000445","04/19/18 2155",NA,"04/19/18 2155","Wallace Wilson Commons","Open","theft",-93.6504798,42.0140126
"18-000447","04/20/18 0114","04/20/18 0114","04/20/18 0114","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"18-000448","04/20/18 0144","04/20/18 0144","04/20/18 0144","1800 block of Lincoln Way","Arrest","operating while intoxicated",-93.6325487,42.0227502
"18-000449","04/20/18 1049",NA,"04/20/18 1049","Carver Hall","Open","theft",-93.648337,42.0252611
"18-000455","04/20/18 1624","04/20/18 1624","04/20/18 1624","Arboretum","Arrest","drug violation",-93.6387303,42.011617
"18-000457","04/20/18 1914",NA,"04/20/18 1914","Geoffroy Hall","Open","theft",-93.6423896,42.0225449
"18-000460","04/21/18 2243","04/21/18 2243","04/21/18 2243","301 Lynn Avenue","Cited","alcohol violation",-93.646839,42.0204571
"18-000461","04/21/18 2259","04/21/18 2259","04/21/18 2259","Hayward Avenue and Lincoln Way","Cited","alcohol violation",-93.6517059,42.0228461
"18-000462","04/22/18 0022","04/22/18 0022","04/22/18 0022","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"18-000463","04/22/18 0204","04/22/18 0204","04/22/18 0204","Cyride Drive and North University Boulevard","Arrest","public intoxication",-93.6352705,42.0276359
"18-000464","04/22/18 0221","04/22/18 0221","04/22/18 0221","Hyland Avenue and Pammel Drive","Arrest","operating while intoxicated",-93.6556552,42.0296034
"18-000465","04/22/18 1224",NA,"04/22/18 1224","119 Stanton Avenue","Open","theft",-93.6489377,42.0219747
"18-000466","04/22/18 1621","04/22/18 1621","04/22/18 1621","Lot 25","Cited","alcohol violation",-93.6492324,42.0297276
"18-000467","04/22/18 1630","04/22/18 1630","04/22/18 1630","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"18-000468","04/22/18 1646","04/22/18 1646","04/22/18 1646","Lot 29","Cited","alcohol violation",-93.6494938,42.032232
"18-000469","04/22/18 1701","04/22/18 1701","04/22/18 1701","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"18-000470","04/22/18 1711","04/22/18 1711","04/22/18 1711","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"18-000471","04/22/18 1756","04/22/18 1756","04/22/18 1756","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"18-00042","04/22/18 1959","04/22/18 1959","04/22/18 1959","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"18-000472","04/22/18 1959","04/22/18 1959","04/22/18 1959","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"18-000473","04/23/18 1218",NA,"04/23/18 1218","163 Hyland Avenue","Open","harassment",-93.656066,42.0251484
"18-000474","04/23/18 2008",NA,"04/23/18 2008","Lot 61B","Open","vandalism",-93.6483675,42.0135352
"18-000477","04/23/18 2316","04/23/18 2316","04/23/18 2316","Wilson Hall","Open","drug violation",-93.651021,42.0139143
"18-000478","04/24/18 0042","04/24/18 0042","04/24/18 0042","Lincoln Way and University Boulevard","Arrest","drug violation",-93.6332661,42.0228746
"18-000479","04/24/18 1110",NA,"04/24/18 1110","Sukup Hall","Open","theft",-93.6532914,42.0276286
"18-000480","04/24/18 1651",NA,"04/24/18 1651","35 Frederiksen Court","Open","vandalism",-93.6421508,42.0347532
"18-000481","04/24/18 1748",NA,"04/24/18 1748","Lot S5","Open","hit and run",-93.633969,42.0126321
"18-000482","04/24/18 2040",NA,"04/24/18 2040","Geoffroy Hall","Open","theft",-93.6423896,42.0225449
"8-000483","04/25/18 0907","04/25/18 0907","04/25/18 0907","960 Stange Road","Cited","alcohol violation",-93.6446721,42.0308594
"18-000483","04/25/18 0907","04/25/18 0907","04/25/18 0907","960 Stange Road","Cited","alcohol violation",-93.6446721,42.0308594
"18-000485","04/25/18 0939","04/25/18 0939","04/27/18 0000",NA,"Arrest","drug violation",NA,NA
"18-000486","04/25/18 0956",NA,"04/25/18 0956","Seed Science","Located","theft",NA,NA
"18-000488","04/25/18 1607","04/25/18 1607","04/25/18 1607","43 Frederiksen Court","Arrest","drug violation",-93.6420226,42.032767
"18-000489","04/26/18 0001","04/26/18 0001","04/26/18 0001","13th Street and Hyland Avenue","Arrest","operating while intoxicated",-93.6556846,42.0287518
"18-000490","04/26/18 0159","04/26/18 0159","04/26/18 0159","Lincoln Way and University Boulevard","Arrest","operating while intoxicated",-93.6332661,42.0228746
"18-000491","04/26/18 0326","04/26/18 0236","04/26/18 0236","Mortensen Road and South Dakota Avenue","Arrest","drug violation",-93.6786567,42.0120839
"18-000492","04/26/18 1228","04/26/18 1228","04/26/18 1228","Lot C6","Open","hit and run",-93.6347647,42.0167821
"18-000493","04/26/18 1325","04/26/18 1325","04/26/18 1325","Reiman Gardens","Open","hit and run",-93.6385732,42.0106058
"18-000496","04/26/18 2030","04/26/18 2030","04/26/18 2030","Lot 33","Open","hit and run",NA,NA
"18-000498","04/27/18 0219","04/27/18 0219","04/27/18 0219","216 Stanton","Arrest","public intoxication",-93.6482645,42.0208755
"18-000499","04/27/18 0321","04/27/18 0321","04/27/18 0321","Lincoln Way and University Boulevard","Arrest","operating while intoxicated",-93.6332661,42.0228746
"18-000500","04/27/18 1009",NA,"04/27/18 1009","Hoover Hall","Unfounded","theft",-93.6511839,42.0266539
"18-000505","04/28/18 0219",NA,"04/28/18 0219","Lot 59D","Open","vandalism",-93.6510118,42.0235902
"18-000506","04/28/18 0324","04/28/18 0324","04/28/18 0324","Dotson Drive and Mortensen Road","Cited","driving violation",-93.6736251,42.0120505
"18-000507","04/28/18 0542",NA,"04/28/18 0542","Cyclone Sports Softball Field","Open","theft",NA,NA
"18-000508","04/28/18 1806","04/28/18 1806","04/28/18 1806","Ash Avenue and Knapp Street","Cited","alcohol violation",-93.6443655,42.019142
"18-000509","04/28/18 2049","04/28/18 2049","04/28/18 2049","Storm Street and Welch Avenue","Arrest","public intoxication",-93.6500563,42.0161339
"18-000512","04/29/18 0308","04/29/18 0308","04/29/18 0308","Ash Avenue and Ashmore Drive","Arrest","operating while intoxicated",NA,NA
"18-000515","04/29/18 2013","04/29/18 2013","04/29/18 2013","Arboretum","Arrest","drug violation",-93.6387303,42.011617
"18-000517","04/30/18 0644",NA,"04/30/18 0644","171 University Village","Open","theft",-93.643191,42.0420562
"18-000519","04/30/18 1549",NA,"04/30/18 1549","53 Frederiksen Court","Open","theft",-93.6387859,42.033801
"18-000518","04/30/18 1642","04/30/18 1642","04/30/18 1642","3913 Quebec Street","Arrest","drug violation",-93.6722862,42.0334627
"18-000518","04/30/18 1642","04/30/18 1642","04/30/18 1642","3913 Quebec Street","Arrest","false information",-93.6722862,42.0334627
"18-000520","04/30/18 2148",NA,"04/30/18 2148","Farm House Lane and Wallace Road","Open","vandalism",NA,NA
"18-000521","05/01/18 0735",NA,NA,"Pearson Hall","Open","theft",-93.6498675,42.0260288
"18-000523","05/01/18 1042",NA,"05/01/18 1042","Lot 61B","Open","hit and run",-93.6483675,42.0135352
"18-000524","05/01/18 1916",NA,"05/01/18 1916","173 University Village","Open","theft",-93.6437037,42.0422097
"18-000524","05/01/18 1916",NA,"05/01/18 1916","173 University Village","Open","theft",-93.6437037,42.0422097
"18-000525","05/01/18 2013",NA,"05/01/18 2013","Lot 62","Open","hit and run",-93.6431646,42.0217945
"18-000526","05/02/18 1414","05/02/18 1414","05/02/18 1414","Memorial Union","Arrest","disorderly conduct",-93.6459454,42.0236502
"18-000526","05/02/18 1414","05/02/18 1414","05/02/18 1414","Memorial Union","Arrest","drug violation",-93.6459454,42.0236502
"18-000534","05/03/18 1552",NA,"05/03/18 1552","Sweeney Hall","Open","theft",-93.6509194,42.0278127
"18-000535","05/03/18 1653",NA,"05/03/18 1653","Helser Hall","Open","theft",-93.6518379,42.02424
"18-000536","05/04/18 0142",NA,"05/04/18 0142","Lyon Hall","Open","sexual assault",-93.6424864,42.0245055
"18-000537","05/04/18 1418",NA,"05/04/18 1418","Memorial Union Parking Ramp","Open","hit and run",-93.6449075,42.0234906
"18-000538","05/04/18 1906","05/04/18 1906","05/04/18 1906","Stange Road and Wanda Daley Drive","Arrest","drug violation",-93.64473,42.0338708
"18-000538","05/04/18 1906","05/04/18 1906","05/04/18 1906","Stange Road and Wanda Daley Drive","Arrest","driving violation",-93.64473,42.0338708
"18-000539","05/05/18 0212","05/05/18 0212","05/05/18 0212","Campus Avenue and Lincoln Way","Arrest","public intoxication",-93.6570426,42.0227269
"18-000540","05/05/18 0333","05/05/18 0333","05/05/18 0333","Lagomarcino Hall","Arrest","public intoxication",-93.6456391,42.0297367
"18-000541","05/05/18 1038","05/05/18 1038","05/05/18 1038","2673 Blankenburg Drive","Cited","driving violation",-93.6441321,42.0416342
"18-000542","05/05/18 1915",NA,"05/05/18 1915","Carver Hall","Open","theft",-93.648337,42.0252611
"18-000542","05/05/18 2229","05/05/18 2229","05/05/18 2229","Knapp Street and Welch Avenue","Cited","alcohol violation",-93.6500882,42.0191138
"18-000544","05/06/18 0127","05/06/18 0127","05/06/18 0127","Chamberlain Street and Stanton Avenue","Arrest","public intoxication",-93.6484903,42.0214258
"18-000546","05/07/18 0216","05/07/18 0216","05/07/18 0216","100 block of Sheldon Avenue","Arrest","public intoxication",-93.65443,42.0217676
"18-000547","05/08/18 0056","05/08/18 0056","05/08/18 0056","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
"18-000551","05/09/18 0137","05/09/18 0137","05/09/18 0137","Hayward Avenue and Lincoln Way","Arrest","public intoxication",-93.6517059,42.0228461
"18-000553","05/09/18 1155",NA,"05/09/18 1155","Geoffroy Hall","Open","fraud",-93.6423896,42.0225449
"18-000554","05/09/18 1334",NA,"05/09/18 1334","Marston Hall","Open","theft",-93.6498445,42.0267965
"18-000555","05/09/18 1340",NA,"05/09/18 1340","Agronomy Hall","Open","theft",-93.6423456,42.0283477
"18-000556","05/09/18 1548",NA,"05/09/18 1548","35 Frederiksen Court","Open","theft",-93.6421508,42.0347532
"18-000558","05/10/18 0211","05/10/18 0211","05/10/18 0211","Delaware Avenue and Dover Drive","Arrest","operating while intoxicated",NA,NA
"18-000560","05/10/18 1148",NA,"05/10/18 1148","118 University Village","Open","theft",-93.6419027,42.039366
"18-000561","05/11/18 0129","05/11/18 0129","05/11/18 0129","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
"18-000562","05/11/18 0302","05/11/18 0302","05/11/18 0302","North Dakota Avenue and Westbend Drive","Arrest","theft",-93.6787552,42.0251552
"18-000562","05/11/18 0302","05/11/18 0302","05/11/18 0302","North Dakota Avenue and Westbend Drive","Arrest","vandalism",-93.6787552,42.0251552
"18-000562","05/11/18 0302","05/11/18 0302","05/11/18 0302","North Dakota Avenue and Westbend Drive","Arrest","drug violation",-93.6787552,42.0251552
"18-000562","05/11/18 0302","05/11/18 0302","05/11/18 0302","North Dakota Avenue and Westbend Drive","Arrest","weapon violation",-93.6787552,42.0251552
"18-000565","05/14/18 1039",NA,"05/14/18 1039","1416 Mayfield Drive","Open","theft",-93.6719499,42.0090703
"18-000566","05/15/18 0222","05/15/18 0222","05/15/18 0222","Apple Place and Peach Lane","Arrest","operating while intoxicated",NA,NA
"18-000568","05/15/18 1408",NA,"05/15/18 1408","Coover Hall","Open","theft",-93.6508836,42.0283592
"18-000567","05/15/18 1414",NA,"05/15/18 1414","Larch Hall","Open","harassment",-93.6382868,42.0232779
"18-000570","05/15/18 1534",NA,"05/15/18 1534","Scheman Building","Open","fraud",-93.6367398,42.021491
"18-000571","05/16/18 0123","05/16/18 0123","05/16/18 0123","Howard Avenue and Lincoln Way","Arrest","public intoxication",-93.6584515,42.0227284
"18-000571","05/16/18 0123","05/16/18 0123","05/16/18 0123","Howard Avenue and Lincoln Way","Arrest","interference",-93.6584515,42.0227284
