"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"16-000586","05/07/16 0559","05/07/16 0559","05/07/16 0559","4100 block of Maricopa Drive","Arrest","vandalism",-93.6721876,42.0082125
"16-000589","05/08/16 0153","05/08/16 0153","05/08/16 0153","Arbor Street and State Avenue","Arrest","public intoxication",-93.6591238,42.0209091
"16-000590","05/08/16 0301","05/08/16 0301","05/08/16 0301","Lincoln Way and Wilmoth Avenue","Arrest","operating while intoxicated",-93.6615998,42.0227611
"16-000592","05/08/16 1448",NA,"05/08/16 1448","Kildee Hall","Open","theft",-93.6438587,42.0295129
"16-000593","05/09/16 0120","05/09/16 0120","05/09/16 0120","South Dakota Avenue and US Highway 30","Arrest","alcohol violation",-93.6387198,42.0030346
"16-000594","05/09/16 0720","05/09/16 0720","05/09/16 0720","Lot 79","Arrest","driving violation",-93.6418441,42.0308247
"16-000596","05/09/16 1445",NA,"05/09/16 1445","Memorial Union","Open","theft",-93.6459454,42.0236502
"16-000597","05/09/16 1820",NA,"05/09/16 1820","140 Lynn Avenue","Open","vandalism",-93.6458095,42.0212625
"16-000598","05/11/16 1917",NA,"05/11/16 1917","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000600","05/12/16 1638",NA,"05/12/16 1638","Parks Library","Open","theft",-93.6488141,42.0281254
"16-000601","05/12/16 2038",NA,"05/12/16 2038","Buchanan Hall","Open","theft",-93.642449,42.022653
"16-000602","05/13/16 0211","05/13/16 0211","05/13/16 0211","Lincoln Way and North University Boulevard","Arrest","driving violation",-93.6332661,42.0228746
"16-000603","05/13/16 0845",NA,"05/13/16 0845","Parks Library","Open","harassment",-93.6488141,42.0281254
"16-000604","05/13/16 1043",NA,"05/13/16 1043","Plant Pathology Greenhouse","Open","vandalism",-93.6410549,42.0297036
"16-000606","05/13/16 1352",NA,"05/13/16 1352","Hamilton Hall","Open","harassment",-93.6420985,42.0275353
"16-000607","05/14/16 0017","05/14/16 0017","05/14/16 0017","Veenker Maintenance Shed","Arrest","drug violation",NA,NA
"16-000610","05/15/16 0015","05/15/16 0015","05/15/16 0015","Franklin Avenue and Lincoln Way","Arrest","driving violation",-93.6647899,42.0228024
"16-000611","05/15/16 0249","05/15/16 0249","05/15/16 0249","Lincoln Way and Lynn Avenue","Arrest","operating while intoxicated",-93.6464086,42.0227244
"16-000611","05/15/16 0249","05/15/16 0249","05/15/16 0249","Lincoln Way and Lynn Avenue","Arrest","drug violation",-93.6464086,42.0227244
"16-000612","05/16/16 1436",NA,"05/16/16 1436","Howe Hall","Open","theft",-93.6528316,42.0269191
"16-000614","05/17/16 1053","05/17/16 1053","05/17/16 1053","Hayward Avenue and Knapp Street","Arrest","driving violation",-93.6517339,42.0191154
"16-000617","05/17/16 2245",NA,"05/17/16 2245","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000618","05/18/16 0324",NA,"05/18/16 0324","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000619","05/19/16 0115","05/19/16 0115","05/19/16 0115","Chamberlain Street and Stanton Avenue","Arrest","public intoxication",-93.6484903,42.0214258
"16-000621","05/19/16 1630",NA,"05/19/16 1630","1200 block of Walton Drive","Open","theft",-93.6713661,42.0112363
"16-000622","05/21/16 0136","05/21/16 0136","05/21/16 0136","Hayward Avenue and Knapp Street","Arrest","operating while intoxicated",-93.6517339,42.0191154
"16-000623","05/22/16 0111","05/22/16 0111","05/22/16 0111","Lincoln Way and Marshall Avenue","Arrest","operating while intoxicated",-93.6689375,42.0229021
"16-000624","05/22/16 0205","05/22/16 0205","05/22/16 0205","Hayward Avenue and Lincoln Way","Arrest","public intoxication",-93.6517059,42.0228461
"16-000625","05/22/16 0232","05/22/16 0232","05/22/16 0232","Ames Intermodal Facility","Arrest","public intoxication",-93.6523433,42.0210166
"16-000626","05/23/16 0019",NA,"05/23/16 0019","College of Design","Open","theft",-93.6531506,42.0285641
"16-000627","05/23/16 0742",NA,"05/23/16 0742","Armory Building","Open","theft",-93.6509474,42.029626
"16-000628","05/23/16 1248",NA,"05/23/16 1248","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000629","05/23/16 2122","05/23/16 2122","05/23/16 2122","Lot 10","Arrest","driving violation",-93.6538945,42.0296641
"16-000632","05/24/16 2254","05/24/16 2254","05/24/16 2254","3300 block of Lincoln Way","Arrest","operating while intoxicated",-93.6615998,42.0227611
"16-000633","05/25/16 1615",NA,"05/25/16 1615","Black Engineering Building","Open","theft",-93.6513617,42.0260459
"16-000636","05/26/16 0043","05/26/16 0043","05/26/16 0043","100 block of Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"16-000637","05/26/16 1504",NA,"05/26/16 1504","Sukup Hall","Open","theft",-93.6532914,42.0276286
"16-000638","05/26/16 1703",NA,"05/26/16 1703","US Highway 30","Open","sexual assault",NA,NA
"16-000640","05/27/16 1703","05/27/16 1703","05/27/16 1703","Lincoln Way and Morrill Road","Arrest","driving violation",-93.6464078,42.0228283
"16-000641","05/28/16 0420","05/28/16 0420","05/28/16 0420","Beach Avenue and Greeley Street","Arrest","operating while intoxicated",-93.6394602,42.0200608
"16-000643","05/28/16 1938","05/28/16 1938","05/28/16 1938","Ross Hall","Arrest","trespass",-93.644204,42.0266305
"16-000645","05/29/16 2318","05/29/16 2318","05/29/16 2318","Lincoln Way and South Oak Avenue","Arrest","operating while intoxicated",-93.6238118,42.0228778
"16-000645","05/29/16 2318","05/29/16 2318","05/29/16 2318","Lincoln Way and South Oak Avenue","Arrest","drug violation",-93.6238118,42.0228778
"16-000645","05/29/16 2318","05/29/16 2318","05/29/16 2318","Lincoln Way and South Oak Avenue","Arrest","driving violation",-93.6238118,42.0228778
"16-000645","05/29/16 2318","05/29/16 2318","05/29/16 2318","Lincoln Way and South Oak Avenue","Arrest","assault",-93.6238118,42.0228778
"16-000648","06/01/16 0904",NA,"06/01/16 0904","Alumni Center","Open","theft",-93.6387083,42.0181584
"16-000649","06/01/16 2249",NA,"06/01/16 2249","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000650","06/02/16 0155","06/02/16 0155","06/02/16 0155","Gateway Hills Park Drive and Mortensen Parkway","Arrest","operating while intoxicated",-93.649344,42.0118567
"16-000651","06/02/16 2233","06/02/16 2233","06/02/16 2233","Little Bluestem Court and Mortensen Parkway","Arrest","drug violation",-93.6455416,42.0094264
"16-000653","06/03/16 1330",NA,"06/03/16 1330","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000654","06/04/16 0044","06/04/16 0044","06/04/16 0044","Lincoln Way and University Boulevard","Arrest","operating while intoxicated",-93.6332661,42.0228746
"16-000655","06/05/16 0117","06/05/16 0117","06/05/16 0117","Ash Avenue and Storm Street","Arrest","alcohol violation",-93.6443375,42.0161236
"16-000656","06/05/16 0304","06/05/16 0304","06/05/16 0304","Beach Avenue and Lincoln Way","Arrest","public intoxication",-93.639494,42.022655
"16-000657","06/06/16 0950",NA,"06/06/16 0950","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000661","06/08/16 0116","06/08/16 0116","06/08/16 0116","Lincoln Way and Welch Avenue","Arrest","public intoxication",-93.6501393,42.0227328
"16-000662","06/08/16 0224","06/08/16 0224","06/08/16 0224","Mortensen Road and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"16-000663","06/08/16 0705",NA,"06/08/16 0705","Memorial Union","Open","theft",-93.6459454,42.0236502
"16-000665","06/08/16 2256",NA,"06/08/16 2256","Lied Recreation Center","Closed","theft",-93.6372142,42.0267276
"16-000666","06/09/16 0112","06/09/16 0112","06/09/16 0112","Lincoln Way and Sheldon Avenue","Arrest","driving violation",-93.6542392,42.0227224
"16-000667","06/09/16 1651",NA,"06/09/16 1651","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000670","06/10/16 0218","06/10/16 0218","06/10/16 0218","200 block of Chamberlain Place","Arrest","public intoxication",-93.6481878,42.0212295
"16-000673","06/11/16 0044","06/11/16 0044","06/11/16 0044","Welch Avenue","Arrest","drug violation",NA,NA
"16-000674","06/11/16 0201","06/11/16 0201","06/11/16 0201","Ash Avenue and Knapp Street","Arrest","operating while intoxicated",-93.6443655,42.019142
"16-000676","06/12/16 1439",NA,"06/12/16 1439","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000677","06/13/16 1225",NA,"06/13/16 1225","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000679","06/14/16 0908",NA,"06/14/16 0908","Armory Building","Open","theft",-93.6509474,42.029626
"16-000680","06/15/16 0018","06/15/16 0018","06/15/16 0018","Veenker Shelter","Arrest","drug violation",NA,NA
"16-000681","06/16/16 0959",NA,"06/16/16 0959","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000683","06/17/16 0200","06/17/16 0200","06/17/16 0200","Lincoln Way and South Riverside Drive","Arrest","operating while intoxicated",-93.6296177,42.0228334
"16-000684","06/17/16 0253","06/17/16 0253","06/17/16 0253","13th Street and Stange Road","Arrest","operating while intoxicated",-93.620521,42.034189
"16-000686","06/17/16 1323",NA,"06/17/16 1323","The Grove Apartments","Open","drug violation",NA,NA
"16-000687","06/17/16 2350","06/17/16 2350","06/17/16 2350","127 University Village","Arrest","theft",-93.6440281,42.0411743
"16-000688","06/18/16 0107","06/18/16 0107","06/18/16 0107","2600 block of Lincoln Way","Arrest","public intoxication",-93.6517229,42.0227346
"16-000690","06/19/16 0043","06/19/16 0043","06/19/16 0043","Knapp Street and Welch Avenue","Arrest","driving violation",-93.6500882,42.0191138
"16-000691","06/19/16 0124","06/19/16 0124","06/19/16 0124","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"16-000692","06/19/16 0203","06/19/16 0203","06/19/16 0203","100 block of Beach Avenue","Arrest","operating while intoxicated",-93.639494,42.0226543
"16-000693","06/19/16 1042",NA,"06/19/16 1042","Lot 112A","Open","theft",-93.6431428,42.0349871
"16-000694","06/19/16 2217","06/19/16 2217","06/19/16 2217","Hyland Avenue and West Street","Arrest","driving violation",-93.6556457,42.0253446
"16-000695","06/20/16 1104",NA,"06/20/16 1104","Armory Building","Open","theft",-93.6509474,42.029626
"16-000696","06/21/16 0118","06/21/16 0118","06/21/16 0118","Hyland Avenue and Ontario Street","Arrest","operating while intoxicated",-93.6556493,42.0345655
"16-000697","06/21/16 0222","06/21/16 0222","06/21/16 0222","Hyland Avenue and West Street","Arrest","operating while intoxicated",-93.6556457,42.0253446
"16-000698","06/21/16 0945",NA,"06/21/16 0945","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000699","06/21/16 1115",NA,"06/21/16 1115","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000700","06/22/16 0521",NA,"06/22/16 0521","Troxel Hall","Open","vandalism",-93.6440411,42.0277898
"16-000703","06/23/16 0202","06/23/16 0202","06/23/16 0202","Lincoln Way and University Boulevard","Arrest","operating while intoxicated",-93.6332661,42.0228746
"16-000704","06/23/16 1157",NA,"06/23/16 1157","Armory Building","Open","theft",-93.6509474,42.029626
"16-000706","06/24/16 0139","06/24/16 0139","06/24/16 0139","4916 Hemingway Drive","Arrest","driving violation",-93.686189,42.018354
"16-000706","06/24/16 0139","06/24/16 0139","06/24/16 0139","4916 Hemingway Drive","Arrest","drug violation",-93.686189,42.018354
"16-000707","06/24/16 0833",NA,"06/24/16 0833","Lot 79","Open","vandalism",-93.6418441,42.0308247
"16-000709","06/24/16 1415",NA,"06/24/16 1415","Forker Building","Open","theft",-93.6403143,42.0268097
"16-000710","06/25/16 0134","06/25/16 0134","06/25/16 0134","200 block of Hyland Avenue","Arrest","operating while intoxicated",-93.6556457,42.0253446
"16-000711","06/25/16 0150","06/25/16 0150","06/25/16 0150","Eaton Hall","Open","assault",-93.6528168,42.0245839
"16-000712","06/25/16 2118","06/25/16 2118","06/25/16 2118","Ames Intermodal Facility","Open","drug violation",-93.6523433,42.0210166
"16-000713","06/25/16 2118","06/25/16 2118","06/25/16 2118","Ames Intermodal Facility","Open","alcohol violation",-93.6523433,42.0210166
"16-000712","06/25/16 2118","06/25/16 2118","06/25/16 2118","Ames Intermodal Facility","Open","alcohol violation",-93.6523433,42.0210166
"16-000713","06/26/16 0022","06/26/16 0022","06/26/16 0022","Mortensen Road and Pinon Drive","Arrest","operating while intoxicated",-93.6749317,42.0120645
"16-000713","06/26/16 0022","06/26/16 0022","06/26/16 0022","Mortensen Road and Pinon Drive","Arrest","drug violation",-93.6749317,42.0120645
"16-000714","06/26/16 0315","06/26/16 0315","06/26/16 0315","University Boulevard","Arrest","operating while intoxicated",-93.6378282,42.0101519
"16-000714","06/26/16 0315","06/26/16 0315","06/26/16 0315","University Boulevard","Arrest","alcohol violation",-93.6378282,42.0101519
"16-000715","06/26/16 2103","06/26/16 2103","06/26/16 2103","6th Street and North University Boulevard","Arrest","driving violation",NA,NA
"16-000716","06/27/16 0930",NA,"06/26/16 0930","Memorial Union","Open","theft",-93.6459454,42.0236502
"16-000717","06/27/16 1510",NA,"06/27/16 1510","140 Lynn Avenue","Open","vandalism",-93.6458095,42.0212625
"16-000719","06/29/16 0751",NA,"06/29/16 0751","Parks Library","Open","theft",-93.6488141,42.0281254
"16-000720","06/29/16 1623",NA,"06/29/16 1623","Schilletter Village","Open","theft",-93.6419526,42.0440492
"16-000722","06/30/16 0158","06/30/16 0158","06/30/16 0158","Hyland Avenue and Ross Road","Arrest","driving violation",-93.6556243,42.033296
"16-000723","06/30/16 0738",NA,"06/30/16 0738","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000724","06/30/16 0845",NA,"06/30/16 0845","Sukup Basketball Complex","Open","theft",NA,NA
"16-000725","06/30/16 1002",NA,"06/30/16 1002","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000726","06/30/16 1319",NA,"06/30/16 1319","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000728","06/30/16 2309",NA,"06/30/16 2309","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000729","07/01/16 1825",NA,"07/01/16 1825","Bio Renewables Laboratory","Open","theft",NA,NA
"16-000731","07/03/16 0026","07/03/16 0026","07/03/16 0026","13th Street and Stange Road","Arrest","operating while intoxicated",-93.620521,42.034189
"16-000732","07/03/16 0125","07/03/16 0125","07/03/16 0125","Campus Avenue and Lincoln Way","Arrest","public intoxication",-93.6570426,42.0227269
"16-000733","07/04/16 0140","07/04/16 0140","07/04/16 0140","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"16-000733","07/04/16 0140","07/04/16 0140","07/04/16 0140","Hayward Avenue and Mortensen Road","Arrest","drug violation",-93.6516786,42.0118612
"16-000734","07/05/16 0159","07/05/16 0159","07/05/16 0159","Frederiksen Court","Arrest","alcohol violation",-93.6440878,42.0340306
"16-000735","07/07/16 0108","07/07/16 0108","07/07/16 0108","Hayward Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6517059,42.0228461
"16-000736","07/08/16 0145","07/08/16 0145","07/08/16 0145","Lettie Street and Manning Avenue","Arrest","operating while intoxicated",-93.6598559,42.021492
"16-000737","07/08/16 0212","07/08/16 0212","07/08/16 0212","3200 block of Lettie Street","Arrest","public intoxication",-93.6598732,42.0214922
"16-000738","07/08/16 0235","07/08/16 0235","07/08/16 0235","3200 block of Lettie Street","Arrest","public intoxication",-93.6598732,42.0214922
"16-000740","07/09/16 0142",NA,"07/09/16 0142","Chamberlain Street and Stanton Avenue","Open","alcohol violation",-93.6484903,42.0214258
"16-000742","07/10/16 0210","07/10/16 0210","07/10/16 0210","Lincoln Way and University Boulevard","Arrest","operating while intoxicated",-93.6332661,42.0228746
"16-000745","07/12/16 0231","07/12/16 0231","07/12/16 0231","100 block of Campus Avenue","Arrest","operating while intoxicated",-93.6570426,42.0227322
"16-000745","07/12/16 0231","07/12/16 0231","07/12/16 0231","100 block of Campus Avenue","Arrest","driving violation",-93.6570426,42.0227322
"16-000746","07/12/16 0910",NA,"07/12/16 0910","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000747","07/12/16 1835",NA,"07/12/16 1835","Lot 201B","Open","vandalism",-93.6429358,42.0421319
"16-000749","07/12/16 2307","07/12/16 2307","07/12/16 2307","Haber Road","Arrest","operating while intoxicated",NA,NA
"16-000751","07/14/16 1330",NA,"07/14/16 1330","Friley Hall","Open","vandalism",-93.65045,42.0239234
"16-000753","07/14/16 1540",NA,"07/14/16 1540","Black Engineering Building","Open","theft",-93.6513617,42.0260459
"16-000754","07/15/16 0211","07/15/16 0211","07/15/16 0211","Mortensen Road and State Avenue","Arrest","public intoxication",-93.6589323,42.0118849
"16-000756","07/15/16 0908",NA,"07/15/16 0908","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000758","07/16/16 1238",NA,"07/16/16 1238","Lot G7","Open","vandalism",-93.6420154,42.0237318
"16-000759","07/16/16 1544",NA,"07/16/16 1544","Lot 112J","Open","vandalism",-93.6425231,42.0349269
"16-000760","07/16/16 1715","07/16/16 1715","07/16/16 1715","Buchanan Hall","Arrest","alcohol violation",-93.642449,42.022653
"16-000761","07/17/16 0159","07/17/16 0159","07/17/16 0159","Dickinson Avenue and Steinbeck Street","Arrest","operating while intoxicated",-93.6809282,42.0146647
"16-000761","07/17/16 0159","07/17/16 0159","07/17/16 0159","Dickinson Avenue and Steinbeck Street","Arrest","drug violation",-93.6809282,42.0146647
"16-000763","07/19/16 0333","07/19/16 0333","07/19/16 0333","Oakwood Road and Wessex Drive","Arrest","operating while intoxicated",NA,NA
"16-000764","07/19/16 0452","07/19/16 0452","07/19/16 0452","Mortensen Parkway and Gateway Hills Park Drive","Arrest","driving violation",-93.649478,42.011749
"16-000766","07/20/16 0156","07/20/16 0156","07/20/16 0156","Chamberlain Streetn and Lynn Avenue","Arrest","operating while intoxicated",-93.6464356,42.0215381
"16-000766","07/20/16 0156","07/20/16 0156","07/20/16 0156","Chamberlain Streetn and Lynn Avenue","Arrest","drug violation",-93.6464356,42.0215381
"16-000766","07/20/16 0156","07/20/16 0156","07/20/16 0156","Chamberlain Streetn and Lynn Avenue","Arrest","driving violation",-93.6464356,42.0215381
"16-000769","07/23/16 0316","07/23/16 0316","07/23/16 0316","Lincoln Way and Wilmoth Avenue","Arrest","public intoxication",-93.6615998,42.0227611
"16-000771","07/24/16 0217","07/24/16 0217","07/24/16 0217","Lincoln Way and Marshall Avenue","Arrest","alcohol violation",-93.6689375,42.0229021
"16-000772","07/24/16 0252","07/24/16 0252","07/24/16 0252","Hickory Drive and Westbrook Drive","Arrest","operating while intoxicated",NA,NA
"16-000773","07/24/16 1248","07/24/16 1248","07/24/16 1248","4311 Ontario Street","Arrest","driving violation",-93.6777145,42.0347924
"16-000774","07/25/16 0415","07/25/16 0415","07/25/16 0415","Colorado Avenue and Lincoln Way","Arrest","driving violation",-93.6630057,42.0227752
"16-000777","07/25/16 2311","07/25/16 2311","07/25/16 2311","Ash Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.64441,42.0226961
"16-000777","07/25/16 2311","07/25/16 2311","07/25/16 2311","Ash Avenue and Lincoln Way","Arrest","drug violation",-93.64441,42.0226961
"16-000778","07/26/16 0058","07/26/16 0058","07/26/16 0058","1516 S. Riverside Drive","Arrest","public intoxication",-93.6296446,42.0077258
"16-000779","07/26/16 1447","07/26/16 1447","07/26/16 1447","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000781","07/26/16 1939","07/26/16 1939","07/26/16 1939","Hawthorn Court Drive and Stange Road","Arrest","driving violation",-93.64473,42.0338708
"16-000782","07/27/16 0219","07/27/16 0219","07/27/16 0219","Lincoln Way and Lynn Avenue","Arrest","public intoxication",-93.6464086,42.0227244
"16-000783","07/27/16 0234","07/27/16 0234","07/27/16 0234","Lincoln Way and Stanton Avenue","Arrest","public intoxication",-93.6485139,42.0227359
"16-000784","07/27/16 2349","07/27/16 2349","07/27/16 2349","Little Street and Welch Avenue","Arrest","driving violation",-93.650078,42.0176185
"16-000786","07/28/16 0250","07/28/16 0250","07/28/16 0250","South Hyland Avenue and Lincoln Way","Arrest","drug violation",NA,NA
"16-000787","07/28/16 1029",NA,"07/28/16 1029","Forker Building","Open","theft",-93.6403143,42.0268097
"16-000788","07/29/16 0022","07/29/16 0022","07/29/16 0022","2310 Mortensen Parkway","Arrest","driving violation",-93.6479478,42.0108386
"16-000789","07/29/16 0054","07/29/16 0054","07/29/16 0054","Lincoln Way and Marshall Avenue","Arrest","operating while intoxicated",-93.6689375,42.0229021
"16-000790","07/29/16 0212","07/29/16 0212","07/29/16 0212","3714 Tripp Street","Arrest","operating while intoxicated",-93.668226,42.0198545
"16-000791","07/29/16 0255","07/29/16 0255","07/29/16 0255","South 16th Street and University Boulevard","Arrest","operating while intoxicated",-93.6337562,42.0114627
"16-000792","07/29/16 1741",NA,"07/29/16 1741","Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"16-000793","07/29/16 2215","07/29/16 2215","07/29/16 2215","Ames Intermodal Facility","Arrest","public intoxication",-93.6523433,42.0210166
"16-000794","07/30/16 0055","07/30/16 0055","07/30/16 0055","Delaware Avenue and North Dakota Avenue","Arrest","operating while intoxicated",-93.6788195,42.0279736
"16-000794","07/30/16 0055","07/30/16 0055","07/30/16 0055","Delaware Avenue and North Dakota Avenue","Arrest","drug violation",-93.6788195,42.0279736
"16-000794","07/30/16 0055","07/30/16 0055","07/30/16 0055","Delaware Avenue and North Dakota Avenue","Arrest","alcohol violation",-93.6788195,42.0279736
"16-000794","07/30/16 0055","07/30/16 0055","07/30/16 0055","Delaware Avenue and North Dakota Avenue","Arrest","driving violation",-93.6788195,42.0279736
"16-000797","07/31/16 0023","07/31/16 0023","07/31/16 0023","Heathrow Drive and Wessex Drive","Arrest","operating while intoxicated",NA,NA
"16-000798","07/31/16 0116","07/31/16 0116","07/31/16 0116","Chamberlain Street and Lynn Avenue","Arrest","public intoxication",-93.6464356,42.0215381
"16-000799","08/01/16 1241",NA,"08/01/16 1241","Fountainview Apartments","Open","vandalism",NA,NA
"16-000800","08/02/16 0430",NA,"08/02/16 0430","Sweeney Hall","Open","vandalism",-93.6509194,42.0278127
"16-000801","08/03/16 0029","08/03/16 0029","08/03/16 0029","Hyland avenue and Lincoln Way","Arrest","driving violation",-93.6555907,42.0227264
"16-000802","08/03/16 0107","08/03/16 0107","08/03/16 0107","Mortensen Road and Seagrave Boulevard","Arrest","operating while intoxicated",-93.6713608,42.0120265
"16-000803","08/03/16 0141","08/03/16 0141","08/03/16 0141","Lot 59E","Arrest","public intoxication",-93.64992,42.0236716
"16-000804","08/03/16 0221","08/03/16 0221","08/03/16 0221","Lincoln Way and Welch Avenue","Arrest","public intoxication",-93.6501393,42.0227328
"16-000805","08/04/16 0206","08/04/16 0206","08/04/16 0206","36 Frederiksen Court","Arrest","operating while intoxicated",-93.6412736,42.0353215
"16-000807","08/04/16 1743",NA,"08/04/16 1743","College of Veterinary Medicine","Open","theft",NA,NA
"16-000808","08/04/16 2308",NA,"08/04/16 2308","363 Farm House Lane","Open","vandalism",-93.6437099,42.0258617
"16-000809","08/05/16 0225","08/05/16 0225","08/05/16 0225","Coconino Road and Mortensen Road","Arrest","operating while intoxicated",-93.6762975,42.0120724
"16-000810","08/05/16 1115","08/05/16 1115","08/05/16 1115","2119 Edeburn Drive","Arrest","harassment",-93.6441086,42.0427535
"16-000811","08/05/16 1318",NA,"08/05/16 1318","Carver Hall","Open","disorderly conduct",-93.648337,42.0252611
"16-000816","08/07/16 0206","08/07/16 0206","08/07/16 0206","Lot 4","Arrest","public intoxication",NA,NA
"16-000818","08/07/16 0242","08/07/16 0242","08/07/16 0242","Storm Street and Welch Avenue","Arrest","public intoxication",-93.6500563,42.0161339
"16-000821","08/08/16 0755",NA,"08/08/16 0755","Linden Hall","Open","theft",-93.6403252,42.0231404
"16-000822","08/08/16 1439","08/08/16 1439","08/08/16 1439","1111 Hayward Avenue","Arrest","driving violation",-93.655653,42.014096
"16-000823","08/09/16 0232","08/09/16 0232","08/09/16 0232","Hayward Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6517059,42.0228461
"16-000823","08/09/16 0232","08/09/16 0232","08/09/16 0232","Hayward Avenue and Lincoln Way","Arrest","drug violation",-93.6517059,42.0228461
"16-000824","08/09/16 0733",NA,"08/09/16 0733","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000825","08/09/16 1615","08/09/16 1615","08/10/16 1106","219 Main Street","Arrest","disorderly conduct",-93.6129769,42.0253432
"16-000825","08/09/16 1615","08/09/16 1615","08/10/16 1106","219 Main Street","Arrest","theft",-93.6129769,42.0253432
"16-000825","08/09/16 1615","08/09/16 1615","08/10/16 1106","219 Main Street","Arrest","harassment",-93.6129769,42.0253432
"16-000826","08/09/16 1821",NA,"08/09/16 1821","Howe Hall","Open","theft",-93.6528316,42.0269191
"16-000827","08/10/16 0132","08/10/16 0132","08/10/16 0132","University Boulevard and US Highway 30","Arrest","operating while intoxicated",NA,NA
"16-000829","08/10/16 1713",NA,"08/10/16 1713","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000830","08/10/16 1713",NA,"08/10/16 1713","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000831","08/10/16 2146","08/10/16 2146","08/10/16 2146","Hyland Avenue and Ross Road","Arrest","driving violation",-93.6556243,42.033296
"16-000833","08/12/16 0205","08/12/16 0205","08/12/16 0205","Chamberlain Street and Stanton Avenue","Open","disorderly conduct",-93.6484903,42.0214258
"16-000834","08/12/16 1249","08/12/16 1249","08/12/16 1249","Barton Hall","Arrest","driving violation",-93.6416296,42.0241903
"16-000835","08/12/16 1933",NA,"08/12/16 1933","University Village Laundry","Open","theft",-93.642113,42.041253
"16-000836","08/12/16 2225","08/12/16 2225","08/12/16 2225","Lot 61A","Arrest","alcohol violation",-93.6483506,42.0124764
"16-000837","08/13/16 0312","08/13/16 0312","08/13/16 0312","Oakland Street and Sheldon Avenue","Arrest","operating while intoxicated",NA,NA
"16-000838","08/14/16 0152","08/14/16 0152","08/14/16 0152","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"16-000840","08/15/16 0131",NA,"08/15/16 0131","2633 Mortensen Road","Open","vandalism",-93.6521512,42.0118639
"16-000841","08/15/16 0221","08/15/16 0221","08/15/16 0221","Ash Avenue and Gable Lane","Arrest","operating while intoxicated",-93.6444023,42.0214733
"16-000841","08/15/16 0221","08/15/16 0221","08/15/16 0221","Ash Avenue and Gable Lane","Arrest","drug violation",-93.6444023,42.0214733
"16-000843","08/15/16 0918","08/15/16 0918","08/15/16 0918","Ames Intermodal Facility","Closed","trespass",-93.6523433,42.0210166
"16-000844","08/15/16 1621","08/15/16 1621","08/15/16 1621","Morrill Road and Union Drive","Arrest","driving violation",-93.6467417,42.0247336
"16-000846","08/16/16 0912",NA,"08/16/16 0912","Music Hall","Open","theft",-93.6482276,42.0246423
"16-000851","08/17/16 2033","08/17/16 2033","08/17/16 2033","University Village","Arrest","drug violation",-93.6441672,42.0427435
"16-000852","08/18/16 0202","08/18/16 0202","08/18/16 0202","2600 block of Lincoln Way","Arrest","public intoxication",-93.6517229,42.0227346
"16-000853","08/18/16 0225","08/18/16 0225","08/18/16 0225","4500 block Mortensen Road","Open","assault",-93.678636,42.012084
"16-000854","08/18/16 1446","01/03/17 0906","08/18/16 1446","Lagomarcino Hall","Open","harassment",-93.6456391,42.0297367
"16-000855","08/18/16 2041","08/18/16 2041","08/18/16 2041","Hilton Coliseum","Arrest","public intoxication",-93.635074,42.022693
"16-000856","08/19/16 0101","08/19/16 0101","08/19/16 0101","200 block of Sheldon Avenue","Arrest","alcohol violation",-93.6543157,42.0261159
