"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"13-000449","04/07/13 0858",NA,NA,"Coover Hall","Open","theft",-93.6508836,42.0283592
"13-000500","04/07/13 1047",NA,NA,"Lot 2","Open","hit and run",-93.6536866,42.0260878
"13-000502","04/08/13 0143","04/08/13 0143","04/08/13 0143","300 block of Stanton Avenue","Arrest","liquor law violation",-93.6481458,42.0202997
"13-000504","04/08/13 1256",NA,NA,"Marston Water Tower","Open","vandalism",NA,NA
"13-000505","04/08/13 1457",NA,NA,"Memorial Union","Open","theft",-93.6459454,42.0236502
"13-000506","04/08/13 1837","04/08/13 1837","04/08/13 1837","Arboretum","Arrest","drug violation",-93.6387303,42.011617
"13-000507","04/08/13 1954",NA,NA,"University Village","Open","theft",-93.6441672,42.0427435
"13-000508","04/09/13 1107",NA,NA,"Lot 63","Open","hit and run",-93.6367573,42.0239698
"13-000509","04/09/13 1607",NA,"05/30/13 1300","Armory Building","Arrest","theft",-93.6509474,42.029626
"13-000511","04/10/13 1013",NA,NA,"Lot 21","Open","hit and run",-93.651571,42.0297193
"13-000512","04/10/13 1748",NA,"05/30/13 1300","Armory Building","Arrest","theft",-93.6509474,42.029626
"13-000513","04/10/13 1825","04/10/13 1825","04/10/13 1825","State Gym","Arrest","theft",-93.6536049,42.0250759
"13-000513","04/10/13 1825","04/10/13 1825","04/10/13 1825","State Gym","Arrest","trespass",-93.6536049,42.0250759
"13-000513","04/10/13 1825","04/10/13 1825","04/10/13 1825","State Gym","Arrest","interference",-93.6536049,42.0250759
"13-000515","04/11/13 0123","04/11/13 0123","04/11/13 0123","Lot 100","Arrest","operating while intoxicated",-93.6377706,42.0258047
"13-000516","04/11/13 0124","04/11/13 0124","04/11/13 0124","Lincoln Way and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542392,42.0227224
"13-000518","04/11/13 1715",NA,NA,"Lot 112","Open","theft",-93.6464654,42.0266187
"13-000519","04/12/13 0140","04/12/13 0140","04/12/13 0140","South 4th Street and University Boulevard","Arrest","operating while intoxicated",-93.63108,42.016262
"13-000521","04/12/13 1523","04/12/13 1523","04/12/13 1523","Memorial Union","Arrest","theft",-93.6459454,42.0236502
"13-000522","04/12/13 2352","04/12/13 2352","04/12/13 2352","Maple Hall","Arrest","public intoxication",-93.6387491,42.023654
"13-000523","04/13/13 0043","04/13/13 0043","04/13/13 0043","Beyer Court and Union Drive","Arrest","public intoxication",-93.6507255,42.0251486
"13-000524","04/13/13 0149","04/13/13 0149","04/13/13 0149","Beach Road and Richardson Court","Arrest","operating while intoxicated",-93.639189,42.02383
"13-000524","04/13/13 0149","04/13/13 0149","04/13/13 0149","Beach Road and Richardson Court","Arrest","drug violation",-93.639189,42.02383
"13-000524","04/13/13 0149","04/13/13 0149","04/13/13 0149","Beach Road and Richardson Court","Arrest","unlawful use of a license",-93.639189,42.02383
"13-000525","04/13/13 0356","04/13/13 0356","04/13/13 0356","Highway 30 and South Dakota Avenue","Arrest","liquor law violation",-93.6387198,42.0030346
"13-000525","04/13/13 0356","04/13/13 0356","04/13/13 0356","Highway 30 and South Dakota Avenue","Arrest","drug violation",-93.6387198,42.0030346
"13-000526","04/13/13 1513",NA,NA,"Lot 65","Open","hit and run",-93.6493562,42.0247387
"13-000527","04/13/13 1618","04/13/13 1618","04/13/13 1618","Stange Road and Aspen Road","Arrest","operating while intoxicated",-93.6449407,42.0503654
"13-000527","04/13/13 1618","04/13/13 1618","04/13/13 1618","Stange Road and Aspen Road","Arrest","drug violation",-93.6449407,42.0503654
"13-000527","04/13/13 1618","04/13/13 1618","04/13/13 1618","Stange Road and Aspen Road","Arrest","fraud",-93.6449407,42.0503654
"13-000527","04/13/13 1618","04/13/13 1618","04/13/13 1618","Stange Road and Aspen Road","Arrest","driving violation",-93.6449407,42.0503654
"13-000529","04/13/13 2222","04/13/13 2222","04/13/13 2222","Howard Avenue and Lincoln Way","Arrest","liquor law violation",-93.6584515,42.0227284
"13-000530","04/14/13 0002","04/14/13 0002","04/14/13 0002","Knapp Street and Welch Avenue","Arrest","liquor law violation",-93.6500882,42.0191138
"13-000532","04/14/13 0046","04/14/13 0046","04/14/13 0046","Lettie Street and State Avenue","Arrest","operating while intoxicated",-93.6591273,42.0214744
"13-000532","04/14/13 0046","04/14/13 0046","04/14/13 0046","Lettie Street and State Avenue","Arrest","drug violation",-93.6591273,42.0214744
"13-000532","04/14/13 0046","04/14/13 0046","04/14/13 0046","Lettie Street and State Avenue","Arrest","liquor law violation",-93.6591273,42.0214744
"13-000532","04/14/13 0046","04/14/13 0046","04/14/13 0046","Lettie Street and State Avenue","Arrest","driving violation",-93.6591273,42.0214744
"13-000531","04/14/13 0104","04/14/13 0104","04/14/13 0104","Linden Hall","No Charges Filed","disorderly conduct",-93.6403252,42.0231404
"13-000533","04/14/13 0233",NA,NA,"Maple Hall","Open","vandalism",-93.6387491,42.023654
"13-000534","04/14/13 0302","04/14/13 0302","04/14/13 0302","Willow Hall","Arrest","public intoxication",-93.6377325,42.0239136
"13-000535","04/14/13 1240",NA,NA,"Union Drive","Open","hit and run",-93.6486019,42.0240726
"13-000536","04/14/13 2324",NA,NA,"Larch Hall","Open","vandalism",-93.6382868,42.0232779
"13-000538","04/15/13 0940",NA,NA,"Lot S6","Open","vandalism",-93.6333696,42.0132547
"13-000539","04/15/13 1711",NA,NA,"Memorial Union","Open","theft",-93.6459454,42.0236502
"13-000542","04/16/13 0044","04/16/13 0044","04/16/13 0044","3200 block of Lincoln Way","Arrest","liquor law violation",-93.6599566,42.0224942
"13-000543","04/16/13 0103","04/16/13 0103","04/16/13 0103","Wilson Hall","Arrest","public intoxication",-93.651021,42.0139143
"13-000544","04/16/13 0121","04/16/13 0121","04/16/13 0121","Wilson Hall","Arrest","liquor law violation",-93.651021,42.0139143
"13-000545","04/16/13 0930",NA,NA,"Frederiksen Court","Open","theft",-93.6440878,42.0340306
"13-000547","04/16/13 2045",NA,NA,"Lyon Hall","Open","theft",-93.6424864,42.0245055
"13-000546","04/16/13 2052","04/16/13 2052","04/16/13 2052","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"13-000548","04/16/13 2147",NA,NA,"Wilson Hall","Open","theft",-93.651021,42.0139143
"13-000549","04/16/13 2358","04/16/13 2358","04/16/13 2358","Lincoln Way and Wilmoth Avenue","Arrest","operating while intoxicated",-93.6615998,42.0227611
"13-000550","04/17/13 0010","04/17/13 0010","04/17/13 0010","Maple Hall","Arrest","drug violation",-93.6387491,42.023654
"13-000550","04/17/13 0010","04/17/13 0010","04/17/13 0010","Maple Hall","Arrest","liquor law violation",-93.6387491,42.023654
"13-000553","04/17/13 2222","04/17/13 2222","04/17/13 2222","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"13-000554","04/17/13 2236","04/17/13 2236","04/17/13 2236","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"13-000555","04/17/13 2309","04/17/13 2309","04/17/13 2309","200 block of Welch Avenue","Arrest","liquor law violation",-93.6501941,42.0214439
"13-000556","04/17/13 2344","04/17/13 2344","04/17/13 2344","Knapp Street and Sheldon Avenue","Arrest","liquor law violation",-93.6541251,42.0191402
"13-000557","04/18/13 0036","04/18/13 0036","04/18/13 0036","Arbor Street and State Avenue","Arrest","public intoxication",-93.6591238,42.0209091
"13-000558","04/18/13 0058","04/18/13 0058","04/18/13 0058","Knapp Street and Stanton Avenue","Arrest","drug violation",-93.6485073,42.0191298
"13-000558","04/18/13 0058","04/18/13 0058","04/18/13 0058","Knapp Street and Stanton Avenue","Arrest","liquor law violation",-93.6485073,42.0191298
"13-000559","04/18/13 0858",NA,NA,"Wallace Hall","Open","vandalism",-93.6499279,42.0142261
"13-000561","04/18/13 2025","04/18/13 2025","04/18/13 2025","Roberts Hall","Arrest","liquor law violation",-93.6425636,42.0239302
"13-000562","04/18/13 2111","04/18/13 2111","04/18/13 2111","Lettie Street and South Wilmoth Avenue","Arrest","drug violation",-93.6615876,42.0215154
"13-000563","04/18/13 2225","04/18/13 2225","04/18/13 2225","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"13-000564","04/18/13 2246","04/18/13 2246","04/18/13 2246","400 block of Stanton Avenue","Arrest","liquor law violation",-93.6485071,42.0191178
"13-000565","04/18/13 2300","04/18/13 2300","04/18/13 2300","Mortensen Parkway and University Boulevard","Arrest","public intoxication",-93.6393859,42.0083324
"13-000565","04/18/13 2300","04/18/13 2300","04/18/13 2300","Mortensen Parkway and University Boulevard","Arrest","liquor law violation",-93.6393859,42.0083324
"13-000566","04/19/13 0006","04/19/13 0006","04/19/13 0006","Knapp Street and Welch Avenue","Arrest","liquor law violation",-93.6500882,42.0191138
"13-000568","04/19/13 0018","04/19/13 0018","04/19/13 0018","100 block of Hyland Avenue","Arrest","public intoxication",-93.6555855,42.0226467
"13-000567","04/19/13 0020","04/19/13 0020","04/19/13 0020","Ash Avenue and Knapp Street","Arrest","liquor law violation",-93.6443655,42.019142
"13-000569","04/19/13 0024","04/19/13 0024","04/19/13 0024","Knapp Street and Welch Avenue","Arrest","drug violation",-93.6500882,42.0191138
"13-000569","04/19/13 0024","04/19/13 0024","04/19/13 0024","Knapp Street and Welch Avenue","Arrest","liquor law violation",-93.6500882,42.0191138
"13-000570","04/19/13 0050","04/19/13 0050","04/19/13 0050","Knapp Street and Stanton Avenue","Arrest","liquor law violation",-93.6485073,42.0191298
"13-000571","04/19/13 0050","04/19/13 0050","04/19/13 0050","Knapp Street and Stanton Avenue","Arrest","public intoxication",-93.6485073,42.0191298
"13-000571","04/19/13 0050","04/19/13 0050","04/19/13 0050","Knapp Street and Stanton Avenue","Arrest","liquor law violation",-93.6485073,42.0191298
"13-000572","04/19/13 0157","04/19/13 0157","04/19/13 0157","Haber Road and University Boulevard","Arrest","operating while intoxicated",-93.6387948,42.0299502
"13-000572","04/19/13 0157","04/19/13 0157","04/19/13 0157","Haber Road and University Boulevard","Arrest","liquor law violation",-93.6387948,42.0299502
"13-000573","04/19/13 0222","04/19/13 0222","04/19/13 0222","Knapp Street and Stanton Avenue","Arrest","operating while intoxicated",-93.6485073,42.0191298
"13-000574","04/19/13 1019",NA,NA,"Town Engineering","Open","theft",-93.65265,42.0295468
"13-000575","04/19/13 1141",NA,NA,"Welch Hall","Open","sexual assault",-93.6420811,42.0236532
"13-000576","04/19/13 1435",NA,NA,"Design Building","Open","theft",-93.6119066,42.0253648
"13-000579","04/19/13 1755","04/19/13 1755","04/19/13 1755","Lincoln Way and Maple Avenue","Arrest","driving under suspension",-93.6252228,42.0228657
"13-000580","04/19/13 2051","04/19/13 2051","04/19/13 2051","2900 block of Wood Street","Arrest","liquor law violation",-93.6571486,42.0219425
"13-000581","04/19/13 2100","04/19/13 2100","04/19/13 2100","Eaton Hall","Arrest","liquor law violation",-93.6528168,42.0245839
"13-000584","04/19/13 2106","04/19/13 2106","04/19/13 2106","Bissell Road and Union Drive","Arrest","liquor law violation",-93.6518976,42.0253625
"13-000582","04/19/13 2109","04/19/13 2109","04/19/13 2109","100 block of North Sheldon Avenue","Arrest","public intoxication",-93.65443,42.0217676
"13-000582","04/19/13 2109","04/19/13 2109","04/19/13 2109","100 block of North Sheldon Avenue","Arrest","unlawful use of a license",-93.65443,42.0217676
"13-000582","04/19/13 2109","04/19/13 2109","04/19/13 2109","100 block of North Sheldon Avenue","Arrest","liquor law violation",-93.65443,42.0217676
"13-000583","04/19/13 2120","04/19/13 2120","04/19/13 2120","Frederiksen Court","Arrest","liquor law violation",-93.6440878,42.0340306
"13-000585","04/19/13 2140","04/19/13 2140","04/19/13 2140","Campus Avenue and Oakland Street","Arrest","drug violation",-93.6570339,42.0280999
"13-000585","04/19/13 2140","04/19/13 2140","04/19/13 2140","Campus Avenue and Oakland Street","Arrest","liquor law violation",-93.6570339,42.0280999
"13-000587","04/19/13 2148","04/19/13 2148","04/19/13 2148","Gray Avenue and Sunset Drive","Arrest","liquor law violation",-93.6411862,42.0212956
"13-000587","04/19/13 2148","04/19/13 2148","04/19/13 2148","Gray Avenue and Sunset Drive","Arrest","unlawful use of a license",-93.6411862,42.0212956
"13-000588","04/19/13 2155","04/19/13 2155","04/19/13 2155","Lincoln Way and State Avenue","Arrest","public intoxication",-93.6591203,42.0227266
"13-000589","04/19/13 2200","04/19/13 2200","04/19/13 2200","Lincoln Way and Lynn Avenue","Arrest","drug violation",-93.6464086,42.0227244
"13-000589","04/19/13 2200","04/19/13 2200","04/19/13 2200","Lincoln Way and Lynn Avenue","Arrest","liquor law violation",-93.6464086,42.0227244
"13-000593","04/19/13 2222","04/19/13 2222","04/19/13 2222","Beach Road and Lincoln Way","Arrest","drug violation",-93.6394928,42.0227678
"13-000590","04/19/13 2231","04/19/13 2231","04/19/13 2231","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"13-000591","04/19/13 2242","04/19/13 2242","04/19/13 2242","2800 block of Wood Street","Arrest","liquor law violation",-93.6556273,42.0221434
"13-000595","04/19/13 2252","04/19/13 2252","04/19/13 2252","Morrill Road and Union Drive","Arrest","public intoxication",-93.6467417,42.0247336
"13-000595","04/19/13 2252","04/19/13 2252","04/19/13 2252","Morrill Road and Union Drive","Arrest","interference",-93.6467417,42.0247336
"13-000595","04/19/13 2252","04/19/13 2252","04/19/13 2252","Morrill Road and Union Drive","Arrest","assault",-93.6467417,42.0247336
"13-000592","04/19/13 2310","04/19/13 2310","04/19/13 2310","Knapp Street and South Sheldon Avenue","Arrest","liquor law violation",-93.6541251,42.0191402
"13-000594","04/19/13 2312","04/19/13 2312","04/19/13 2312","Bissell Road and Union Drive","Arrest","liquor law violation",-93.6518976,42.0253625
"13-000598","04/19/13 2329","04/19/13 2329","04/19/13 2329","Lettie Street and State Avenue","Arrest","public intoxication",-93.6591273,42.0214744
"13-000597","04/19/13 2337","04/19/13 2337","04/19/13 2337","Ash Avenue and Lincoln Way","Arrest","liquor law violation",-93.64441,42.0226961
"13-000599","04/19/13 2345","04/19/13 2345","04/19/13 2345","Molecular Biology","Arrest","public intoxication",-93.6496746,42.0311093
"13-000600","04/20/13 0000","04/20/13 0000","04/20/13 0000","Lincoln Way and State Avenue","Arrest","public intoxication",-93.6591203,42.0227266
"13-000601","04/20/13 0013","04/20/13 0013","04/20/13 0013","Curtiss Hall","Arrest","public intoxication",-93.6448628,42.0261821
"13-000602","04/20/13 0018","04/20/13 0018","04/20/13 0018","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"13-000603","04/20/13 0021","04/20/13 0021","04/20/13 0021","North Dakota Avenue and Timber Ridge","Arrest","drug violation",NA,NA
"13-000604","04/20/13 0036","04/20/13 0036","04/20/13 0036","State Gym","Arrest","public intoxication",-93.6536049,42.0250759
"13-000605","04/20/13 0053","04/20/13 0053","04/20/13 0053","Lot 59F","Arrest","public intoxication",-93.6521476,42.0238811
"13-000606","04/20/13 0104","04/20/13 0104","04/20/13 0104","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"13-000608","04/20/13 0112","04/20/13 0112","04/20/13 0112","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"13-000607","04/20/13 0116","04/20/13 0116","04/20/13 0116","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"13-000610","04/20/13 0140","04/20/13 0140","04/20/13 0140","Arbor Street and State Avenue","Arrest","public intoxication",-93.6591238,42.0209091
"13-000611","04/20/13 0151","04/20/13 0151","04/20/13 0151","Lincoln Way and Sheldon Avenue","Arrest","public intoxication",-93.6542392,42.0227224
"13-000612","04/20/13 0200","04/20/13 0200","04/20/13 0200","Willow Hall","Arrest","public intoxication",-93.6377325,42.0239136
"13-000612","04/20/13 0200","04/20/13 0200","04/20/13 0200","Willow Hall","Arrest","unlawful use of a license",-93.6377325,42.0239136
"13-000613","04/20/13 0210","04/20/13 0210","04/20/13 0210","Union Drive Community Center","Arrest","public intoxication",-93.6515007,42.0249565
"13-000615","04/20/13 0246","04/20/13 0246","04/20/13 0246","Mortensen Road and South Dakota Avenue","Arrest","operating while intoxicated",-93.6786567,42.0120839
"13-000614","04/20/13 0253","04/20/13 0253","04/20/13 0253","200 block of Sheldon Avenue","Arrest","public intoxication",-93.6543157,42.0261159
"13-000614","04/20/13 0253","04/20/13 0253","04/20/13 0253","200 block of Sheldon Avenue","Arrest","liquor law violation",-93.6543157,42.0261159
"13-000617","04/20/13 0359","04/20/13 0359","04/20/13 0359","Larch Hall","Arrest","public intoxication",-93.6382868,42.0232779
"13-000616","04/20/13 0406","04/20/13 0406","04/20/13 0406","State Gym","Arrest","public intoxication",-93.6536049,42.0250759
"13-000616","04/20/13 0406","04/20/13 0406","04/20/13 0406","State Gym","Arrest","interference",-93.6536049,42.0250759
"13-000619","04/20/13 1143","04/20/13 1143","04/20/13 1143","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"13-000621","04/20/13 1704",NA,NA,"Willow Hall","Open","theft",-93.6377325,42.0239136
"13-000623","04/20/13 1900","04/20/13 1900","04/20/13 1900","Lot 63","Arrest","liquor law violation",-93.6367573,42.0239698
"13-000624","04/20/13 2023","04/20/13 2023","04/20/13 2023","Lincoln Way and State Avenue","Arrest","liquor law violation",-93.6591203,42.0227266
"13-000625","04/20/13 2025","04/20/13 2025","04/20/13 2025","Lot 29","Arrest","liquor law violation",-93.6494938,42.032232
"13-000628","04/20/13 2032","04/20/13 2032","04/20/13 2032","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"13-000626","04/20/13 2034","04/20/13 2034","04/20/13 2034","100 block of Campus Avenue","Arrest","liquor law violation",-93.6570426,42.0227322
"13-000627","04/20/13 2034","04/20/13 2034","04/20/13 2034","100 bock of Howard Avenue","Arrest","liquor law violation",-93.6584517,42.0227384
"13-000632","04/20/13 2042","04/20/13 2042","04/20/13 2042","Helser Hall","Arrest","drug violation",-93.6518379,42.02424
"13-000631","04/20/13 2055","04/20/13 2055","04/20/13 2055","Lot 29","Arrest","liquor law violation",-93.6494938,42.032232
"13-000630","04/20/13 2056","04/20/13 2056","04/20/13 2056","100 block of Campus Avenue","Arrest","liquor law violation",-93.6570426,42.0227322
"13-000629","04/20/13 2057","04/20/13 2057","04/20/13 2057","Arbor Street and South Sheldon Avenue","Arrest","liquor law violation",-93.6542412,42.0209168
"13-000633","04/20/13 2059","04/20/13 2059","04/20/13 2059","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"13-000634","04/20/13 2111","04/20/13 2111","04/20/13 2111","100 block of Campus Avenue","Arrest","liquor law violation",-93.6570426,42.0227322
"13-000634","04/20/13 2111","04/20/13 2111","04/20/13 2111","100 block of Campus Avenue","Arrest","unlawful use of a license",-93.6570426,42.0227322
"13-000635","04/20/13 2123","04/20/13 2123","04/20/13 2123","Arbor Street and South Hyland Avenue","Arrest","liquor law violation",-93.6555561,42.0209196
"13-000636","04/20/13 2135","04/20/13 2135","04/20/13 2135","100 block of Campus Avenue","Arrest","public intoxication",-93.6570426,42.0227322
"13-000636","04/20/13 2135","04/20/13 2135","04/20/13 2135","100 block of Campus Avenue","Arrest","false information",-93.6570426,42.0227322
"13-000637","04/20/13 2138","04/20/13 2138","04/20/13 2138","Buchanan Hall","Arrest","liquor law violation",-93.642449,42.022653
"13-000638","04/20/13 2151","04/20/13 2151","04/20/13 2151","4000 block of Lincoln Way","Arrest","liquor law violation",-93.6714896,42.0223192
"13-000639","04/20/13 2204","04/20/13 2204","04/20/13 2204","Gray Avenue and Sunset Drive","Arrest","public intoxication",-93.6411862,42.0212956
"13-000640","04/20/13 2219","04/20/13 2219","04/20/13 2219","Sheldon Avenue and West Street","Arrest","liquor law violation",-93.6543018,42.0253597
"13-000641","04/20/13 2226","04/20/13 2226","04/20/13 2226","Gray Avenue and Sunset Drive","Arrest","drug violation",-93.6411862,42.0212956
"13-000641","04/20/13 2226","04/20/13 2226","04/20/13 2226","Gray Avenue and Sunset Drive","Arrest","liquor law violation",-93.6411862,42.0212956
"13-000642","04/20/13 2230","04/20/13 2230","04/20/13 2230","Campus Avenue and West Street","Arrest","liquor law violation",-93.6570365,42.0253277
"13-000643","04/20/13 2235","04/20/13 2235","04/20/13 2235","Knapp Street and Sheldon Avenue","Arrest","public intoxication",-93.6541251,42.0191402
"13-000644","04/20/13 2235","04/20/13 2235","04/20/13 2235","100 block of Campus Avenue","Arrest","liquor law violation",-93.6570426,42.0227322
"13-000644","04/20/13 2235","04/20/13 2235","04/20/13 2235","100 block of Campus Avenue","Arrest","false information",-93.6570426,42.0227322
"13-000645","04/20/13 2240","04/20/13 2240","04/20/13 2240","100 block of Campus Avenue","Arrest","liquor law violation",-93.6570426,42.0227322
"13-000646","04/20/13 2244","04/20/13 2244","04/20/13 2244","Lot 41","Arrest","liquor law violation",-93.6400635,42.0292863
"13-000647","04/20/13 2310","04/20/13 2310","04/20/13 2310","Memorial Union","Arrest","liquor law violation",-93.6459454,42.0236502
"13-000654","04/20/13 2323","04/20/13 2323","04/20/13 2323","Beach Road and Lincoln Way","Arrest","drug violation",-93.6394928,42.0227678
"13-000649","04/20/13 2326","04/20/13 2326","04/20/13 2326","Lot 31","Arrest","public intoxication",-93.6468396,42.0322781
"13-000652","04/20/13 2332","04/20/13 2332","04/20/13 2332","Maple Hall","Arrest","public intoxication",-93.6387491,42.023654
"13-000650","04/20/13 2335","04/20/13 2335","04/20/13 2335","Campus Avenue and West Street","Arrest","liquor law violation",-93.6570365,42.0253277
"13-000651","04/20/13 2340","04/20/13 2340","04/20/13 2340","100 block of Campus Avenue","Arrest","liquor law violation",-93.6570426,42.0227322
"13-000653","04/20/13 2340","04/20/13 2340","04/20/13 2340","State Avenue and Wood Street","Arrest","liquor law violation",-93.6591259,42.0221357
"13-000657","04/20/13 2357","04/20/13 2357","04/20/13 2357","State Gym","Arrest","public intoxication",-93.6536049,42.0250759
"13-000657","04/20/13 2357","04/20/13 2357","04/20/13 2357","State Gym","Arrest","interference",-93.6536049,42.0250759
"13-000656","04/21/13 0005","04/21/13 0005","04/21/13 0005","South 16th Street and University Boulevard","Arrest","liquor law violation",-93.6337562,42.0114627
"13-000668","04/21/13 0011","04/21/13 0011","04/21/13 0011","Hayward Avenue and Lincoln Way","Arrest","drug violation",-93.6517059,42.0228461
"13-000658","04/21/13 0013","04/21/13 0013","04/21/13 0013","Campus Avenue and West Street","Arrest","liquor law violation",-93.6570365,42.0253277
"13-000659","04/21/13 0013","04/21/13 0013","04/21/13 0013","Curtiss Hall","Arrest","public intoxication",-93.6448628,42.0261821
"13-000663","04/21/13 0022","04/21/13 0022","04/21/13 0022","Lot 29","Arrest","trespass",-93.6494938,42.032232
"13-000663","04/21/13 0022","04/21/13 0022","04/21/13 0022","Lot 29","Arrest","drug violation",-93.6494938,42.032232
"13-000663","04/21/13 0022","04/21/13 0022","04/21/13 0022","Lot 29","Arrest","interference",-93.6494938,42.032232
"13-000660","04/21/13 0023","04/21/13 0023","04/21/13 0023","Campus Avenue and West Street","Arrest","liquor law violation",-93.6570365,42.0253277
"13-000662","04/21/13 0025","04/21/13 0025","04/21/13 0025","Osborn Drive","Arrest","public intoxication",-93.6463504,42.0288803
"13-000664","04/21/13 0050","04/21/13 0050","04/21/13 0050","200 block of Campus Avenue","Arrest","drug violation",-93.6570365,42.0253277
"13-000665","04/21/13 0104","04/21/13 0104","04/21/13 0104","Sheldon Avenue and Union Drive","Arrest","public intoxication",-93.6543018,42.0253597
"13-000666","04/21/13 0128","04/21/13 0128","04/21/13 0128","Howe Hall","Arrest","public intoxication",-93.6528316,42.0269191
"13-000667","04/21/13 0130","04/21/13 0130","04/21/13 0130","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"13-000670","04/21/13 0141","04/21/13 0141","04/21/13 0141","Lincoln Way and University Boulevard","Arrest","operating while intoxicated",-93.6332661,42.0228746
"13-000669","04/21/13 0152","04/21/13 0152","04/21/13 0152","Frederiksen Court","Arrest","public intoxication",-93.6440878,42.0340306
"13-000671","04/21/13 0210","04/21/13 0210","04/21/13 0210","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"13-000674","04/21/13 0215","04/21/13 0215","04/21/13 0215","2700 block of Lincoln Way","Arrest","drug violation",-93.6545215,42.022377
"13-000673","04/21/13 0229","04/21/13 0229","04/21/13 0229","Linden Hall","Arrest","public intoxication",-93.6403252,42.0231404
"13-000675","04/21/13 0250","04/21/13 0250","04/21/13 0250","Maple-Willow-Larch Commons","Arrest","liquor law violation",-93.6382459,42.0237874
"13-000677","04/21/13 0325","04/21/13 0325","04/21/13 0325","Hayward Avenue and Lincoln Way","Arrest","liquor law violation",-93.6517059,42.0228461
"13-000678","04/21/13 0352","04/21/13 0352","04/21/13 0352","Lot 63","Arrest","drug violation",-93.6367573,42.0239698
"13-000679","04/21/13 0454",NA,NA,"University Village","Open","vandalism",-93.6441672,42.0427435
"13-000680","04/21/13 1058",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"13-000681","04/21/13 1601",NA,"08/23/13 1722","Parks Library","Recovered","theft",-93.6488141,42.0281254
"13-000682","04/21/13 2109",NA,NA,"Lake LaVerne","Open","theft",-93.6479874,42.0237049
"13-000684","04/22/13 1249",NA,NA,"Lot S8","Open","hit and run",-93.6334165,42.0148466
"13-000685","04/22/13 1429",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"13-000686","04/22/13 1636",NA,NA,"Sloss House","Open","vandalism",-93.6449453,42.025667
"13-000687","04/22/13 1639",NA,NA,"Birch-Welch-Roberts","Open","sexual assault",-93.6425636,42.0239302
"13-000688","04/22/13 1942",NA,NA,"Lot 61A","Open","theft",-93.6483506,42.0124764
"13-000690","04/23/13 1347",NA,NA,"Friley Hall","Open","vandalism",-93.65045,42.0239234
"13-000691","04/23/13 1503",NA,NA,"Memorial Union","Open","harassment",-93.6459454,42.0236502
"13-000693","04/23/13 1635",NA,NA,"Lot 112","Open","hit and run",-93.6464654,42.0266187
"13-000694","04/25/13 0432","04/25/13 0432","04/25/13 0432","Lot 63","Arrest","drug violation",-93.6367573,42.0239698
"13-000698","04/25/13 2135",NA,NA,"Lot 21","Open","hit and run",-93.651571,42.0297193
"13-000699","04/26/13 0151","04/26/13 0151","04/26/13 0151","Hayward Avenue and Mortensen Parkway","Arrest","operating while intoxicated",-93.6516786,42.0118612
"13-000701","04/26/13 1453",NA,NA,"Lot 21","Open","hit and run",-93.651571,42.0297193
"13-000702","04/26/13 1822",NA,NA,"Food Sciences Building","Open","vandalism",-93.6425228,42.0268836
"13-000703","04/26/13 2242","04/26/13 2242","04/26/13 2242","2600 block of Hunt Street","Arrest","liquor law violation",-93.6517822,42.020131
"13-000705","04/27/13 1936","04/27/13 1936","04/27/13 1936","Wilson Hall","Arrest","drug violation",-93.651021,42.0139143
"13-000706","04/27/13 2207","04/27/13 2207","04/27/13 2207","Helser Hall","Arrest","liquor law violation",-93.6518379,42.02424
"13-000707","04/28/13 0233","04/28/13 0233","04/28/13 0233","Baker Street and Lynn Avenue","Arrest","liquor law violation",-93.6463639,42.0179401
"13-000708","04/28/13 0254","04/28/13 0254","04/28/13 0254","400 block of Stanton Avenue","Arrest","public intoxication",-93.6485071,42.0191178
"13-000708","04/28/13 0254","04/28/13 0254","04/28/13 0254","400 block of Stanton Avenue","Arrest","interference",-93.6485071,42.0191178
"13-000708","04/28/13 0254","04/28/13 0254","04/28/13 0254","400 block of Stanton Avenue","Arrest","disorderly conduct",-93.6485071,42.0191178
"13-000709","04/28/13 1456",NA,NA,"Lot S8","Open","theft",-93.6334165,42.0148466
"13-000711","04/28/13 1738",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
