"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"12-006513","04/17/12 0217","04/17/12 0217","04/17/12 0217","Knapp Street and Welch Avenue","Arrest","public intoxication",-93.6500882,42.0191138
"12-006513","04/17/12 0217","04/17/12 0217","04/17/12 0217","Knapp Street and Welch Avenue","Arrest","liquor law violation",-93.6500882,42.0191138
"12-006520","04/17/12 0659",NA,NA,"Carver Hall","Open","vandalism",-93.648337,42.0252611
"12-006526","04/17/12 1249",NA,NA,"Lot 115","Open","theft",-93.6428661,42.0342308
"12-006535","04/17/12 1625",NA,NA,"Coover Hall","Open","theft",-93.6508836,42.0283592
"12-006539","04/17/12 1743",NA,NA,"Lot 10","Open","vandalism",-93.6538945,42.0296641
"12-006546","04/17/12 1933",NA,NA,"Parks Library","Open","theft",-93.6488141,42.0281254
"12-006563","04/17/12 2236","04/17/12 2236","04/17/12 2236","200 block of Stanton Avenue","Arrest","public intoxication",-93.648229,42.021222
"12-006573","04/17/12 2357","04/17/12 2357","04/17/12 2357","Lincoln Way and Welch Avenue","Arrest","liquor law violation",-93.6501393,42.0227328
"12-006575","04/18/12 0009","04/18/12 0009","04/18/12 0009","Lincoln Way and Welch Avenue","Arrest","liquor law violation",-93.6501393,42.0227328
"12-006582","04/18/12 0028","04/18/12 0028","04/18/12 0028","Maple Hall","Arrest","liquor law violation",-93.6387491,42.023654
"12-006583","04/18/12 0029","04/18/12 0029","04/18/12 0029","Hayward Avenue and Lincoln Way","Arrest","liquor law violation",-93.6517059,42.0228461
"12-006589","04/18/12 0052","04/18/12 0052","04/18/12 0052","Knapp Street and Stanton Avenue","Arrest","liquor law violation",-93.6485073,42.0191298
"12-006590","04/18/12 0055","04/18/12 0055","04/18/12 0055","Hunt Street and Welch Avenue","Arrest","public intoxication",-93.6501239,42.0202787
"12-006591","04/18/12 0109","04/18/12 0109","04/18/12 0109","Knapp Street and Lynn Avenue","Arrest","public intoxication",-93.6463784,42.019148
"12-006592","04/18/12 0133","04/18/12 0133","04/18/12 0133","Knapp Street and Welch Avenue","Arrest","liquor law violation",-93.6500882,42.0191138
"12-006596","04/18/12 0211",NA,NA,"Maple Hall","Open","sexual assault",-93.6387491,42.023654
"12-006608","04/18/12 0317",NA,NA,"Wilson Hall","Open","trespass",-93.651021,42.0139143
"12-006614","04/18/12 0537",NA,NA,"Frederiksen Court","Open","harassment",-93.6440878,42.0340306
"12-006626","04/18/12 1646",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-006628","04/18/12 1718",NA,NA,"Birch Hall","Arrest","theft",-93.6417417,42.0237087
"12-006629","04/18/12 1729",NA,NA,"Design College","Open","theft",-93.6531506,42.0285641
"12-006631","04/18/12 1855",NA,NA,"Molecular Biology","Open","theft",-93.6496746,42.0311093
"12-006659","04/18/12 2317",NA,NA,"Hyland Avenue and Pammel Drive","Arrest","drug violation",-93.6556552,42.0296034
"12-006669","04/19/12 0059","04/19/12 0059","04/19/12 0059","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"12-006686","04/19/12 0245","04/19/12 0245","04/19/12 0245","Lincoln Way and Welch Avenue","Arrest","public intoxication",-93.6501393,42.0227328
"12-006688","04/19/12 0307","04/19/12 0307","04/19/12 0307","Lincoln Way and North Riverside Drive","Arrest","operating while intoxicated",-93.6298275,42.0228363
"12-006714","04/19/12 1500",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-006723","04/19/12 2011",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-006731","04/19/12 2113","04/19/12 2113","04/19/12 2113","Helser Hall","Arrest","liquor law violation",-93.6518379,42.02424
"12-006757","04/19/12 2322","04/19/12 2322","04/19/12 2322","Birch-Welch-Roberts","Arrest","liquor law violation",-93.6425636,42.0239302
"12-006773","04/20/12 0038","04/20/12 0038","04/20/12 0038","Hayward Avenue and Hunt Street","Arrest","liquor law violation",-93.6517575,42.0201314
"12-006777","04/20/12 0053","04/20/12 0053","04/20/12 0053","Lincoln Way and Sheldon Avenue","Arrest","liquor law violation",-93.6542392,42.0227224
"12-06778","04/20/12 0057","04/20/12 0057","04/20/12 0057","Hayward Avenue and Mortensen Parkway","Arrest","operating while intoxicated",-93.6516786,42.0118612
"12-006782","04/20/12 0121","04/20/12 0121","04/20/12 0121","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"12-006783","04/20/12 0126","04/20/12 0126","04/20/12 0126","Birch Hall","Arrest","public intoxication",-93.6417417,42.0237087
"12-006783","04/20/12 0126","04/20/12 0126","04/20/12 0126","Birch Hall","Arrest","trespass",-93.6417417,42.0237087
"12-006783","04/20/12 0126","04/20/12 0126","04/20/12 0126","Birch Hall","Arrest","vandalism",-93.6417417,42.0237087
"12-006784","04/20/12 0131",NA,NA,"Freeman Hall","Closed","assault",-93.6416614,42.0247633
"12-006788","04/20/12 0221","04/20/12 0221","04/20/12 0221","Chamberlain Place and Hunt Street","Arrest","public intoxication",-93.6509256,42.0202731
"12-006796","04/20/12 0236","04/20/12 0236","04/20/12 0236","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"12-006810","04/20/12 0749","04/20/12 0749","04/20/12 0749","Roberts Hall","Arrest","public intoxication",-93.6425636,42.0239302
"12-006829","04/20/12 1817","04/20/12 1817","04/20/12 1817","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"12-006839","04/20/12 2026","04/20/12 2026","04/20/12 2026","Beyer Court and Union Drive","Arrest","liquor law violation",-93.6507255,42.0251486
"12-006841","04/20/12 2026","04/20/12 2026","04/20/12 2026","Mortensen Road and South Dakota Avenue","Arrest","driving under suspension",-93.6786567,42.0120839
"12-006844","04/20/12 2036","04/20/12 2036","04/20/12 2036","Ash Avenue and Lincoln Way","Arrest","driving under suspension",-93.64441,42.0226961
"12-006846","04/20/12 2043","04/20/12 2043","04/20/12 2043","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"12-006854","04/20/12 2101","04/20/12 2101","04/20/12 2101","Ash Avenue and Knapp Street","Arrest","drug violation",-93.6443655,42.019142
"12-006854","04/20/12 2101","04/20/12 2101","04/20/12 2101","Ash Avenue and Knapp Street","Arrest","liquor law violation",-93.6443655,42.019142
"12-006855","04/20/12 2103","04/20/12 2103","04/20/12 2103","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"12-006856","04/20/12 2107","04/20/12 2107","04/20/12 2107","Knapp Street and Lynn Avenue","Arrest","drug violation",-93.6463784,42.019148
"12-006859","04/20/12 2116","04/20/12 2116","04/20/12 2116","Mortensen Parkway and State Avenue","Arrest","liquor law violation",-93.6589323,42.0118849
"12-006862","04/20/12 2123","04/20/12 2123","04/20/12 2123","Hyland Avenue and Wood Street","Arrest","liquor law violation",-93.655592,42.0221438
"12-006865","04/20/12 2130","04/20/12 2130","04/20/12 2130","Hyland Avenue and Wood Street","Arrest","liquor law violation",-93.655592,42.0221438
"2-006868","04/20/12 2137","04/20/12 2137","04/20/12 2137","Hyland Avenue and Wood Street","Arrest","liquor law violation",-93.655592,42.0221438
"12-006871","04/20/12 2140","04/20/12 2140","04/20/12 2140","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"12-006871","04/20/12 2140",NA,"04/20/12 2140","Larch Hall","Arrest","public intoxication",-93.6382868,42.0232779
"12-006874","04/20/12 2148","04/20/12 2148","04/20/12 2148","200 block of Hyland Avenue","Arrest","liquor law violation",-93.6556457,42.0253446
"12-006879","04/20/12 2159","04/20/12 2159","04/20/12 2159","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"12-006884","04/20/12 2208","04/20/12 2208","04/20/12 2208","Campus Avenue and Lincoln Way","Arrest","liquor law violation",-93.6570426,42.0227269
"12-006885","04/20/12 2209","04/20/12 2209","04/20/12 2209","Bissell Road and Union Drive","Arrest","liquor law violation",-93.6518976,42.0253625
"12-006888","04/20/12 2212","04/20/12 2212","04/20/12 2212","Campus Avenue and Lincoln Way","Arrest","liquor law violation",-93.6570426,42.0227269
"12-006892","04/20/12 2223","04/20/12 2223","04/20/12 2223","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"12-006894","04/20/12 2230","04/20/12 2230","04/20/12 2230","2800 block of Lincoln Way","Arrest","liquor law violation",-93.6556634,42.0225705
"12-006896","04/20/12 2233","04/20/12 2233","04/20/12 2233","2800 block of Lincoln Way","Arrest","liquor law violation",-93.6556634,42.0225705
"12-006904","04/20/12 2248","04/20/12 2248","04/20/12 2248","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"12-006905","04/20/12 2250","04/20/12 2250","04/20/12 2250","Hickory Drive and Lincoln Way","Arrest","operating while intoxicated",-93.6732329,42.0229789
"12-006905","04/20/12 2250","04/20/12 2250","04/20/12 2250","Hickory Drive and Lincoln Way","Arrest","drug violation",-93.6732329,42.0229789
"12-006908","04/20/12 2254","04/20/12 2254","04/20/12 2254","2700 block of Lincoln Way","Arrest","liquor law violation",-93.6545215,42.022377
"12-006909","04/20/12 2255","04/20/12 2255","04/20/12 2255","2700 block of Lincoln Way","Arrest","liquor law violation",-93.6545215,42.022377
"12-006910","04/20/12 2257","04/20/12 2257","04/20/12 2257","Student Services Building","Arrest","public intoxication",-93.6501447,42.0253226
"12-006912","04/20/12 2309","04/20/12 2309","04/20/12 2309","Linden Hall","Arrest","liquor law violation",-93.6403252,42.0231404
"12-006913","04/20/12 2314","04/20/12 2314","04/20/12 2314","Howard Avenue and Story Street","Arrest","liquor law violation",-93.6584712,42.0237243
"12-006917","04/20/12 2318","04/20/12 2318","04/20/12 2318","Lincoln Way and McDonald Drive","Arrest","liquor law violation",NA,NA
"12-006919","04/20/12 2321","04/20/12 2321","04/20/12 2321","2700 block of Lincoln Way","Arrest","liquor law violation",-93.6545215,42.022377
"12-006922","04/20/12 2333","04/20/12 2333","04/20/12 2333","Lincoln Way and Sheldon Avenue","Arrest","public intoxication",-93.6542392,42.0227224
"12-006926","04/20/12 2358","04/20/12 2358","04/20/12 2358","Design College","Arrest","liquor law violation",-93.6531506,42.0285641
"12-006933","04/21/12 0009","04/21/12 0009","04/21/12 0009","Chamberlain Street and Lynn Avenue","Arrest","liquor law violation",-93.6464356,42.0215381
"12-006935","04/21/12 0017","04/21/12 0017","04/21/12 0017","13th Street and Stange Road","Arrest","driving under suspension",-93.620521,42.034189
"12-006937","04/21/12 0022","04/21/12 0022","04/21/12 0022","Lot 21","Arrest","public intoxication",-93.651571,42.0297193
"12-006941","04/21/12 0037","04/21/12 0037","04/21/12 0037","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"12-006946","04/21/12 0045","04/21/12 0045","04/21/12 0045","Lincoln Way and South Dakota Avenue","Arrest","operating while intoxicated",-93.6787027,42.0229015
"12-006948","04/21/12 0053","04/21/12 0053","04/21/12 0053","Hyland Avenue and Wood Street","Arrest","liquor law violation",-93.655592,42.0221438
"12-006951","04/21/12 0056","04/21/12 0056","04/21/12 0056","100 block of Hayward Avenue","Arrest","liquor law violation",-93.6517049,42.0227335
"12-006952","04/21/12 0100","04/21/12 0100","04/21/12 0100","Hyland Avenue and Wood Street","Arrest","liquor law violation",-93.655592,42.0221438
"12-006954","04/21/12 0105","04/21/12 0105","04/21/12 0105","Ash Avenue and Lincoln Way","Arrest","public intoxication",-93.64441,42.0226961
"12-006957","04/21/12 0108","04/21/12 0108","04/21/12 0108","Lincoln Way and Sheldon Avenue","Arrest","drug violation",-93.6542392,42.0227224
"12-006959","04/21/12 0112","04/21/12 0112","04/21/12 0112","Coconino Road and Mortensen Road","Arrest","operating while intoxicated",-93.6762975,42.0120724
"12-006960","04/21/12 0114","04/21/12 0114","04/21/12 0114","Lincoln Way and State Avenue","Arrest","liquor law violation",-93.6591203,42.0227266
"12-006964","04/21/12 0126","04/21/12 0126","04/21/12 0126","Lincoln Way and State Avenue","Arrest","liquor law violation",-93.6591203,42.0227266
"12-006965","04/21/12 0129","04/21/12 0129","04/21/12 0129","Lincoln Way and State Avenue","Arrest","liquor law violation",-93.6591203,42.0227266
"12-006967","04/21/12 0138","04/21/12 0138","04/21/12 0138","Lincoln Way and Welch Road","Arrest","assault",-93.6501393,42.0227328
"12-006967","04/21/12 0138","04/21/12 0138","04/21/12 0138","Lincoln Way and Welch Road","Arrest","public intoxication",-93.6501393,42.0227328
"12-006967","04/21/12 0138","04/21/12 0138","04/21/12 0138","Lincoln Way and Welch Road","Arrest","interference",-93.6501393,42.0227328
"12-006969","04/21/12 0141","04/21/12 0141","04/21/12 0141","Armory","Arrest","liquor law violation",-93.6509474,42.029626
"12-006973","04/21/12 0158","04/21/12 0158","04/21/12 0158","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
"12-006977","04/21/12 0211","04/21/12 0211","04/21/12 0211","Lot 65","Arrest","public intoxication",-93.6493562,42.0247387
"12-006978","04/21/12 0215","04/21/12 0215","04/21/12 0215","West Street and Wilmoth Avenue","Arrest","drug violation",-93.6616358,42.0249486
"12-006978","04/21/12 0215","04/21/12 0215","04/21/12 0215","West Street and Wilmoth Avenue","Arrest","liquor law violation",-93.6616358,42.0249486
"12-006978","04/21/12 0215","04/21/12 0215","04/21/12 0215","West Street and Wilmoth Avenue","Arrest","public intoxication",-93.6616358,42.0249486
"12-006984","04/21/12 0232","04/21/12 0232","04/21/12 0232","Hyland Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6555907,42.0227264
"12-006987","04/21/12 0244","04/21/12 0244","04/21/12 0244","200 block of Ash Avenue","Arrest","liquor law violation",-93.6440787,42.0212034
"12-006987","04/21/12 0244","04/21/12 0244","04/21/12 0244","200 block of Ash Avenue","Arrest","drug violation",-93.6440787,42.0212034
"12-006991","04/21/12 0255","04/21/12 0255","04/21/12 0255","Beach Road and Richardson Court","Arrest","public intoxication",-93.639189,42.02383
"12-007004","04/21/12 0336","04/21/12 0336","04/21/12 0336","Chamberlain Street and Lynn Avenue","Arrest","public intoxication",-93.6464356,42.0215381
"12-007005","04/21/12 0346","04/21/12 0346","04/21/12 0346","Hayward Avenue and Knapp Street","Arrest","operating while intoxicated",-93.6517339,42.0191154
"12-007007","04/21/12 0348","04/21/12 0348","04/21/12 0348","Forest Hills Drive and Hyland Avenue","Arrest","operating while intoxicated",-93.6556793,42.0305867
"12-007009","04/21/12 0403","04/21/12 0403",NA,"Hayward Avenue and Knapp Street","Arrest","public intoxication",-93.6517339,42.0191154
"12-007034","04/21/12 1732","04/21/12 1732","04/21/12 1732","University Village","Arrest","transient merchant",-93.6441672,42.0427435
"12-007043","04/21/12 2013","04/21/12 2013","04/21/12 2013","Larch Hall","Arrest","public intoxication",-93.6382868,42.0232779
"12-007043","04/21/12 2013","04/21/12 2013","04/21/12 2013","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"12-007044","04/21/12 2015","04/21/12 2015","04/21/12 2015","Buchanan Hall","Arrest","liquor law violation",-93.642449,42.022653
"12-007045","04/21/12 2019","04/21/12 2019","04/21/12 2019","Arbor Street and South Hyland Avenue","Arrest","liquor law violation",-93.6555561,42.0209196
"12-007049","04/21/12 2026","04/21/12 2026","04/21/12 2026","Arbor Street and South Hyland Avenue","Arrest","liquor law violation",-93.6555561,42.0209196
"12-007053","04/21/12 2038","04/21/12 2038","04/21/12 2038","Lot 29","Arrest","public intoxication",-93.6494938,42.032232
"12-007054","04/21/12 2040","04/21/12 2040","04/21/12 2040","Campus Avenue and Lincoln Way","Arrest","liquor law violation",-93.6570426,42.0227269
"12-007064","04/21/12 2113","04/21/12 2113","04/21/12 2113","100 block of Hyland Avenue","Arrest","liquor law violation",-93.6555855,42.0226467
"12-007068","04/21/12 2124","04/21/12 2124","04/21/12 2124","Morrill Hall","Arrest","liquor law violation",-93.648036,42.0272456
"12-007069","04/21/12 2126","04/21/12 2126","04/21/12 2126","Arbor Street and South Hyland Avenue","Arrest","liquor law violation",-93.6555561,42.0209196
"12-007072","04/21/12 2133","04/21/12 2133","04/21/12 2133","Lynn Avenue and Storm Street","Arrest","liquor law violation",-93.6463569,42.0161187
"12-007076","04/21/12 2142","04/21/12 2142","04/21/12 2142","Knapp Street and Sheldon Avenue","Arrest","liquor law violation",-93.6541251,42.0191402
"12-007079","04/21/12 2146","04/21/12 2146","04/21/12 2146","Martin Hall","Open","assault",-93.6529424,42.0238665
"12-007091","04/21/12 2217","04/21/12 2217","04/21/12 2217","Lincoln Way and Sheldon Avenue","Arrest","liquor law violation",-93.6542392,42.0227224
"12-007116","04/21/12 2336","04/21/12 2336","04/21/12 2336","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"12-007120","04/22/12 0001","04/22/12 0001","04/22/12 0001","3300 block of Lincoln Way","Arrest","liquor law violation",-93.6615998,42.0227611
"12-007128","04/22/12 0032","04/22/12 0032","04/22/12 0032","Lincoln Way and Wilmoth Avenue","Arrest","public intoxication",-93.6615998,42.0227611
"12-007132","04/22/12 0045","04/22/12 0045","04/22/12 0045","100 block of South Sheldon Avenue","Arrest","liquor law violation",-93.6542392,42.0227216
"12-007134","04/22/12 0054","04/22/12 0054","04/22/12 0054","Lincoln Way and State Avenue","Arrest","liquor law violation",-93.6591203,42.0227266
"12-007139","04/22/12 0101","04/22/12 0101","04/22/12 0101","Lincoln Way and State Avenue","Arrest","public intoxication",-93.6591203,42.0227266
"12-007141","04/22/12 0106","04/22/12 0106","04/22/12 0106","100 block of Hyland Avenue","Arrest","public intoxication",-93.6555855,42.0226467
"12-007141","04/22/12 0106","04/22/12 0106","04/22/12 0106","100 block of Hyland Avenue","Arrest","interference",-93.6555855,42.0226467
"12-007148","04/22/12 0147","04/22/12 0147","04/22/12 0147","Hawthorne Drive","Arrest","public intoxication",NA,NA
"12-007150","04/22/12 0150","04/22/12 0150","04/22/12 0150","Beyer Hall","Arrest","public intoxication",-93.6529169,42.0259395
"12-007153","04/22/12 0154","04/22/12 0154","04/22/12 0154","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"12-007154","04/22/12 0155","04/22/12 0155","04/22/12 0155","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"12-007157","04/22/12 0211","04/22/12 0211","04/22/12 0211","Hayward Avenue and Lincoln Way","Arrest","public intoxication",-93.6517059,42.0228461
"12-007159","04/22/12 0214",NA,NA,"Friley Hall","Open","harassment",-93.65045,42.0239234
"12-007162","04/22/12 0226","04/22/12 0226","04/22/12 0226","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"12-007166","04/22/12 0245","04/22/12 0245","04/22/12 0245","Bissell Road and Osborn Drive","Arrest","driving under revocation",-93.6518898,42.0288877
"12-007172","04/22/12 0257","04/22/12 0257","04/22/12 0257","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"12-007172","04/22/12 0257","04/22/12 0257","04/22/12 0257","Hyland Avenue and Lincoln Way","Arrest","liquor law violation",-93.6555907,42.0227264
"12-007172","04/22/12 0257","04/22/12 0257","04/22/12 0257","Hyland Avenue and Lincoln Way","Arrest","interference",-93.6555907,42.0227264
"12-007175","04/22/12 0307","04/22/12 0307","04/22/12 0307","200 block of Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"12-007177","04/22/12 0314","04/22/12 0314","04/22/12 0314","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"12-007177","04/22/12 0314","04/22/12 0314","04/22/12 0314","Friley Hall","Arrest","interference",-93.65045,42.0239234
"12-007187","04/22/12 0424","04/22/12 0424","04/22/12 0424","Birch Hall","Arrest","drug violation",-93.6417417,42.0237087
"12-007187","04/22/12 0424","04/22/12 0424","04/22/12 0424","Birch Hall","Arrest","liquor law violation",-93.6417417,42.0237087
"12-007189","04/22/12 0440","04/22/12 0440","04/22/12 0440","Frederiksen Court","Arrest","vandalism",-93.6440878,42.0340306
"12-007202","04/22/12 1555",NA,NA,"Parks Library","Open","theft",-93.6488141,42.0281254
"12-007204","04/22/12 1839",NA,NA,"University Village","Open","theft",-93.6441672,42.0427435
"12-007211","04/22/12 2126",NA,NA,"Wilson Hall","Open","vandalism",-93.651021,42.0139143
"12-007233","04/23/12 0232","04/23/12 0232","04/23/12 0232","Lot 38","Arrest","public intoxication",NA,NA
"12-007240","04/23/12 0850",NA,NA,"Poultry Science Farm","Open","vandalism",NA,NA
"12-007251","04/23/12 1608",NA,NA,"Lot 54","Open","vandalism",NA,NA
"12-007257","04/23/12 1832",NA,NA,"Agronomy Hall","Open","theft",-93.6423456,42.0283477
"12-007285","04/23/12 2324",NA,NA,"Armory","Open","harassment",-93.6509474,42.029626
"12-007341","04/24/12 1914","04/24/12 1914","04/24/12 1914","University Village","Arrest","drug violation",-93.6441672,42.0427435
"12-007341","04/24/12 1914","04/24/12 1914","04/24/12 1914","University Village","Arrest","public intoxication",-93.6441672,42.0427435
"12-007341","04/24/12 1914","04/24/12 1914","04/24/12 1914","University Village","Arrest","vandalism",-93.6441672,42.0427435
"12-007341","04/24/12 1914","04/24/12 1914","04/24/12 1914","University Village","Arrest","trespass",-93.6441672,42.0427435
"12-007341","04/24/12 1914","04/24/12 1914","04/24/12 1914","University Village","Arrest","obstruction",-93.6441672,42.0427435
"12-007378","04/25/12 1059",NA,NA,"Kildee Hall","Open","theft",-93.6438587,42.0295129
"12-007390","04/25/12 1531",NA,NA,"Lot 112","Open","vandalism",-93.6464654,42.0266187
"12-007391","04/25/12 1613",NA,NA,"Atanasoff Hall","Open","theft",-93.6495713,42.0281363
"12-007392","04/25/12 1626",NA,NA,"Frederiksen Court","Open","theft",-93.6440878,42.0340306
"12-007441","04/26/12 0740",NA,NA,"Kildee Hall","Open","vandalism",-93.6438587,42.0295129
"12-007459","04/26/12 1504",NA,NA,"Gilman Hall","Closed","theft",-93.6486442,42.0294215
"12-007496","04/27/12 0141","04/27/12 0141","04/27/12 0141","2700 block of Lincoln Way","Arrest","driving while barred",-93.6545215,42.022377
"12-007518","04/27/12 1334",NA,NA,"Howe Hall","Open","theft",-93.6528316,42.0269191
"12-004866","04/27/12 1816","03/24/12 0208","05/01/12 1343","Willow Hall","Arrest","drug violation",-93.6377325,42.0239136
"12-007541","04/27/12 2259",NA,NA,"Lot 67","Open","vandalism",-93.6408776,42.0251136
"12-007554","04/28/12 0104","04/28/12 0104","04/28/12 0104","Ash Avenue and Donald Street","Arrest","operating while intoxicated",-93.6443323,42.0170141
"12-007593","04/28/12 1345",NA,NA,"Lot 61","Open","vandalism",-93.6483506,42.0124764
"12-007596","04/28/12 1458",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-007638","04/29/12 0117","04/29/12 0117","04/29/12 0117","2400 block of Chamberlain Street","Arrest","public intoxication",-93.648499,42.0214259
"12-007638","04/29/12 0117","04/29/12 0117","04/29/12 0117","2400 block of Chamberlain Street","Arrest","interference",-93.648499,42.0214259
"12-007638","04/29/12 0117","04/29/12 0117","04/29/12 0117","2400 block of Chamberlain Street","Arrest","assault",-93.648499,42.0214259
"12-007640","04/29/12 0135","04/29/12 0135","04/29/12 0135","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"12-007652","04/29/12 0328","04/29/12 0328","04/29/12 0328","Mortensen Parkway and Welch Road","Arrest","operating while intoxicated",-93.649344,42.0118567
"12-007652","04/29/12 0328","04/29/12 0328","04/29/12 0328","Mortensen Parkway and Welch Road","Arrest","drug violation",-93.649344,42.0118567
"12-007652","04/29/12 0328","04/29/12 0328","04/29/12 0328","Mortensen Parkway and Welch Road","Arrest","liquor law violation",-93.649344,42.0118567
"12-007667","04/29/12 1349",NA,NA,"Willow Hall","Open","theft",-93.6377325,42.0239136
"12-007670","04/29/12 1834",NA,NA,"Lot 7","Open","vandalism",-93.6546792,42.0257352
"12-007807","05/01/12 0858",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-007817","05/01/12 1114",NA,NA,"Atanasoff Hall","Open","vandalism",-93.6495713,42.0281363
"12-007827","05/01/12 1547",NA,NA,"Scheman Building","Open","theft",-93.6367398,42.021491
"12-007937","05/03/12 0035","05/03/12 0035","05/03/12 0035","Stanton Avenue and Storm Street","Arrest","operating while intoxicated",-93.6484915,42.0161265
"12-007974","05/03/12 1529",NA,NA,"Lot 112","Open","theft",-93.6464654,42.0266187
"12-007976","05/03/12 1637",NA,NA,"Memorial Union","Open","theft",-93.6459454,42.0236502
"12-008002","05/03/12 2314","05/03/12 2314","05/03/12 2314","Lincoln Way and Stanton Avenue","Arrest","liquor law violation",-93.6485139,42.0227359
"12-008011","05/04/12 0051","05/04/12 0051","05/04/12 0051","Knapp Street and Lynn Avenue","Arrest","public intoxication",-93.6463784,42.019148
"12-008011","05/04/12 0051","05/04/12 0051","05/04/12 0051","Knapp Street and Lynn Avenue","Arrest","false information",-93.6463784,42.019148
"12-008014","05/04/12 0118","05/04/12 0118","05/04/12 0118","Chamberlain Street and Lynn Avenue","Arrest","operating while intoxicated",-93.6464356,42.0215381
"12-008034","05/04/12 1109","05/04/12 1109","05/04/12 1109","Welch Hall","Arrest","drug violation",-93.6420811,42.0236532
"12-008085","05/05/12 0150","05/05/12 0150","05/05/12 0150","Mortensen Parkway and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"12-008106","05/05/12 1416",NA,"05/07/12 1710","Buchanan Hall","Closed","theft",-93.642449,42.022653
"12-008136","05/06/12 0237","05/06/12 0237","05/06/12 0237","Ash Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.64441,42.0226961
"12-008148","05/06/12 1452",NA,NA,"Oak Hall","Open","theft",-93.6399695,42.0251247
"12-008169","05/07/12 1021",NA,NA,"Catt Hall","Open","vandalism",-93.6456974,42.0278902
"12-008171","05/07/12 1247",NA,NA,"Elm Hall","Open","theft",-93.6403311,42.0251392
"12-008179","05/07/12 1604",NA,NA,"Wallace Hall","Open","theft",-93.6499279,42.0142261
"12-008193","05/08/12 0243","05/08/12 0243","05/08/12 0243","13th Street and Stange Road","Arrest","operating while intoxicated",-93.620521,42.034189
"12-008202","05/08/12 1422",NA,NA,"Carver Hall","Open","theft",-93.648337,42.0252611
"12-008204","05/08/12 1605",NA,NA,"Molecular Biology","Open","theft",-93.6496746,42.0311093
"12-008216","05/09/12 0116","05/09/12 0116","05/09/12 0116","Beach Avenue and Sunset Drive","Arrest","operating while intoxicated",-93.6394759,42.0214033
"12-008254","05/10/12 1621",NA,NA,"Welch Hall","Open","theft",-93.6420811,42.0236532
"12-008267","05/11/12 0147","05/11/12 0147","05/11/12 0147","2500 block of Chamberlain Street","Arrest","public intoxication",-93.6500819,42.0214429
"12-008267","05/11/12 0147","05/11/12 0147","05/11/12 0147","2500 block of Chamberlain Street","Arrest","drug violation",-93.6500819,42.0214429
"12-008283","05/11/12 1644",NA,NA,"Frederiksen Court","Open","theft",-93.6440878,42.0340306
"12-008305","05/12/12 0128","05/12/12 0128","05/12/12 0128","200 block of Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"12-008307","05/12/12 0218","05/12/12 0218","05/12/12 0218","South 16th Street and Apple Place","Arrest","operating while intoxicated",-93.6266644,42.0085095
"12-008307","05/12/12 0218","05/12/12 0218","05/12/12 0218","South 16th Street and Apple Place","Arrest","liquor law violation",-93.6266644,42.0085095
"12-008308","05/12/12 0303","05/12/12 0303","05/12/12 0303","Bissell Road and Union Drive","Arrest","public intoxication",-93.6518976,42.0253625
