"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"12-000272","01/10/12 1525",NA,NA,"Armory","Open","theft",-93.6509474,42.029626
"12-000289","01/10/12 2033",NA,NA,"Lot 62","Open","theft",-93.6431646,42.0217945
"12-000316","01/11/12 1017",NA,NA,"Eaton Hall","Open","vandalism",-93.6528168,42.0245839
"12-000320","01/11/12 1247",NA,NA,"Lot 61","Open","theft",-93.6483506,42.0124764
"12-000382","01/12/12 0153","01/12/12 0153","01/12/12 0153","100 block of Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"12-000388","01/12/12 0744",NA,NA,"Memorial Union","Open","theft",-93.6459454,42.0236502
"12-000389","01/12/12 0938",NA,NA,"Lot 62","Open","theft",-93.6431646,42.0217945
"12-000433","01/12/12 2006",NA,NA,"Lot 62","Open","theft",-93.6431646,42.0217945
"12-000448","01/12/12 2304",NA,NA,"Armory","Open","harassment",-93.6509474,42.029626
"12-000455","01/13/12 0048","01/13/12 0048","01/13/12 0048","Mortensen Road and Seagrave Boulevard","Arrest","operating while intoxicated",-93.6713608,42.0120265
"12-000501","01/13/12 2000","01/13/12 2000","01/13/12 2000","Wilson Hall","Arrest","drug violation",-93.651021,42.0139143
"12-000508","01/13/12 2047","01/13/12 2047","01/13/12 2047","Chamberlain Street and Lynn Avenue","Arrest","liquor law violation",-93.6464356,42.0215381
"12-000511","01/13/12 2116",NA,NA,"Helser Hall","Open","theft",-93.6518379,42.02424
"12-000523","01/13/12 2334","01/13/12 2334","01/13/12 2334","Linden Hall","Arrest","drug violation",-93.6403252,42.0231404
"12-000523","01/13/12 2334","01/13/12 2334","01/13/12 2334","Linden Hall","Arrest","liquor law violation",-93.6403252,42.0231404
"12-000537","01/14/12 1454","01/14/12 1454","01/14/12 1454","Chamberlain Street and Welch Avenue","Arrest","operating while intoxicated",-93.6501941,42.0214439
"12-000579","01/14/12 2227","01/14/12 2227","01/14/12 2227","Beach Avenue and Lincoln Way","Arrest","liquor law violation",-93.639494,42.022655
"12-000582","01/14/12 2314","01/14/12 2314","01/14/12 2314","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"12-000591","01/15/12 0052","01/15/12 0052","01/15/12 0052","Lincoln Way and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542392,42.0227224
"12-000592","01/15/12 0054","01/15/12 0054","01/15/12 0054","200 block of Stanton Avenue","Arrest","public intoxication",-93.648229,42.021222
"12-000592","01/15/12 0054","01/15/12 0054","01/15/12 0054","200 block of Stanton Avenue","Arrest","liquor law violation",-93.648229,42.021222
"12-000593","01/15/12 0105",NA,NA,"Larch Hall","Open","vandalism",-93.6382868,42.0232779
"12-000595","01/15/12 0135","01/15/12 0135","01/15/12 0135","Buchanan Hall","Arrest","public intoxication",-93.642449,42.022653
"12-000595","01/15/12 0135","01/15/12 0135","01/15/12 0135","Buchanan Hall","Arrest","interference",-93.642449,42.022653
"12-000595","01/15/12 0135","01/15/12 0135","01/15/12 0135","Buchanan Hall","Arrest","theft",-93.642449,42.022653
"12-000615","01/15/12 1310",NA,NA,"Lot S8","Open","theft",-93.6334165,42.0148466
"12-000616","01/15/12 1559",NA,NA,"Buchanan Hall","Open","harassment",-93.642449,42.022653
"12-000618","01/15/12 1901","01/15/12 1901","01/15/12 1901","Hyland Avenue and Lincoln Way","Arrest","driving under suspension",-93.6555907,42.0227264
"12-000620","01/15/12 2034","01/15/12 2034","01/15/12 2034","Martin Hall","Arrest","drug violation",-93.6529424,42.0238665
"12-000632","01/16/12 0041","01/16/12 0041","01/16/12 0041","Larch Hall","Arrest","drug violation",-93.6382868,42.0232779
"12-000632","01/16/12 0041","01/16/12 0041","01/16/12 0041","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"12-000633","01/16/12 0046","01/16/12 0046","01/16/12 0046","Chamberlain Street and Hayward Avenue","Arrest","driving under revocation",-93.6517204,42.0214474
"12-000637","01/16/12 0212","01/16/12 0212","01/16/12 0212","Gray Avenue and Sunset Drive","Arrest","public intoxication",-93.6411862,42.0212956
"12-000644","01/16/12 0405","01/16/12 0405","01/16/12 0405","400 block of Oakland Street","Arrest","public intoxication",-93.6614214,42.0282543
"12-000644","01/16/12 0405","01/16/12 0405","01/16/12 0405","400 block of Oakland Street","Arrest","interference",-93.6614214,42.0282543
"12-000646","01/16/12 0445","01/16/12 0445","01/16/12 0445","University Boulevard and Wallace Road","Arrest","operating while intoxicated",-93.6415414,42.0305048
"12-000646","01/16/12 0445","01/16/12 0445","01/16/12 0445","University Boulevard and Wallace Road","Arrest","drug violation",-93.6415414,42.0305048
"12-000646","01/16/12 0445","01/16/12 0445","01/16/12 0445","University Boulevard and Wallace Road","Arrest","liquor law violation",-93.6415414,42.0305048
"12-000656","01/16/12 1503",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-000687","01/16/12 2323","01/16/12 2323","01/16/12 2323","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"12-000687","01/16/12 2323","01/16/12 2323","01/16/12 2323","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"12-000708","01/17/12 1039",NA,NA,"100 block of Union Drive","Open","vandalism",-93.6491309,42.0251323
"12-000722","01/17/12 1549",NA,NA,"Armory","Open","theft",-93.6509474,42.029626
"12-000727","01/17/12 1703",NA,NA,"Armory","Open","theft",-93.6509474,42.029626
"12-000746","01/17/12 2208","01/17/12 2208","01/17/12 2208","Linden Hall","Arrest","intrastate warrant service",-93.6403252,42.0231404
"12-000763","01/18/12 0201","01/18/12 0201","01/18/12 0201","Wilson Hall","Arrest","drug violation",-93.651021,42.0139143
"12-000763","01/18/12 0201","01/18/12 0201","01/18/12 0201","Wilson Hall","Arrest","liquor law violation",-93.651021,42.0139143
"12-000795","01/18/12 1708",NA,NA,"Beyer Hall","Open","theft",-93.6529169,42.0259395
"12-000843","01/19/12 0757",NA,NA,"Lot 61","Open","theft",-93.6483506,42.0124764
"12-000863","01/19/12 1935",NA,NA,"Lot 59C","Open","vandalism",-93.651515,42.0236259
"12-000897","01/20/12 0143","01/20/12 0143","01/20/12 0143","Hayward Avenue and Lincoln Way","Arrest","public intoxication",-93.6517059,42.0228461
"12-000902","01/20/12 0202","01/20/12 0202","01/20/12 0202","2400 block of Lincoln Way","Arrest","public intoxication",-93.6485946,42.0225662
"12-000902","01/20/12 0202","01/20/12 0202","01/20/12 0202","2400 block of Lincoln Way","Arrest","interference",-93.6485946,42.0225662
"12-000904","01/20/12 0217","01/20/12 0217","01/20/12 0217","Lincoln Way and Sheldon Avenue","Arrest","public intoxication",-93.6542392,42.0227224
"12-000922","01/20/12 1352",NA,NA,"Lot 21","Open","vandalism",-93.651571,42.0297193
"12-000927","01/20/12 1530",NA,NA,"Lot S6","Open","theft",-93.6333696,42.0132547
"12-000930","01/20/12 1638",NA,NA,"Lot 61B","Open","theft",-93.6483675,42.0135352
"12-000941","01/20/12 2002","01/20/12 2002","01/20/12 2002","Buchanan Hall","Arrest","drug violation",-93.642449,42.022653
"12-000961","01/20/12 2242","01/20/12 2242","01/20/12 2242","Birch Hall","Arrest","liquor law violation",-93.6417417,42.0237087
"12-000970","01/21/12 0030","01/21/12 0030","01/21/12 0030","Hayward Avenue and Hunt Street","Arrest","liquor law violation",-93.6517575,42.0201314
"12-000972","01/21/12 0051","01/21/12 0051","01/21/12 0051","Knapp Street and Welch Avenue","Arrest","liquor law violation",-93.6500882,42.0191138
"12-000973","01/21/12 0112","01/21/12 0112","01/21/12 0112","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"12-000981","01/21/12 0201","01/21/12 0201","01/21/12 0201","100 block of Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"12-000984","01/21/12 0317","01/21/12 0317","01/21/12 0317","Lincoln Way and Lynn Avenue","Arrest","interference",-93.6464086,42.0227244
"12-001024","01/21/12 2350","01/21/12 2350","01/21/12 2350","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"12-001024","01/21/12 2350","01/21/12 2350","01/21/12 2350","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"12-001033","01/22/12 0123","01/22/12 0123","01/22/12 0123","100 block of Sheldon Avenue","Arrest","public intoxication",-93.65443,42.0217676
"12-001043","01/22/12 0318","01/22/12 0318","01/22/12 0318","Lot 59A","Arrest","public intoxication",-93.6535564,42.0234382
"12-001043","01/22/12 0318","01/22/12 0318","01/22/12 0318","Lot 59A","Arrest","liquor law violation",-93.6535564,42.0234382
"12-001046","01/22/12 1024",NA,NA,"Helser Hall","Open","theft",-93.6518379,42.02424
"12-001050","01/22/12 1736","01/22/12 1736","01/22/12 1736","Daley Drive and Stange Road","Arrest","harassment",-93.64473,42.0338708
"12-001050","01/22/12 1736","01/22/12 1736","01/22/12 1736","Daley Drive and Stange Road","Arrest","driving violation",-93.64473,42.0338708
"12-001060","01/22/12 2028",NA,NA,"Helser Hall","Open","sexual assault",-93.6518379,42.02424
"12-001080","01/22/12 2345","01/22/12 2345","01/22/12 2345","Helser Hall","Arrest","drug violation",-93.6518379,42.02424
"12-001100","01/23/12 1227",NA,NA,"Veterinary Medicine","Open","theft",-93.633833,42.006383
"12-001095","01/23/12 2049",NA,NA,"Buchanan Hall","Open","harassment",-93.642449,42.022653
"12-001157","01/24/12 1702","01/24/12 1702","01/24/12 1702","Willow Hall","Arrest","intrastate warrant service",-93.6377325,42.0239136
"12-001174","01/24/12 2227",NA,NA,"Memorial Union","Open","attempted burglary",-93.6459454,42.0236502
"12-001210","01/25/12 1259",NA,NA,"Veterinary Medicine","Open","theft",-93.633833,42.006383
"12-001226","01/25/12 2057",NA,NA,"Lot S5","Open","theft",-93.633969,42.0126321
"12-001251","01/26/12 0004","01/26/12 0004","01/26/12 0004","Willow Hall","Arrest","intrastate warrant service",-93.6377325,42.0239136
"12-001302","01/26/12 2258",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-001322","01/27/12 0107","01/27/12 0107","01/27/12 0107","Lincoln Way and Welch Avenue","Arrest","public intoxication",-93.6501393,42.0227328
"12-001324","01/27/12 0143","01/27/12 0143","01/27/12 0143","Little Street and Welch Avenue","Arrest","operating while intoxicated",-93.650078,42.0176185
"12-001329","01/27/12 0311","01/27/12 0311","01/27/12 0311","South 16th Street and University Boulevard","Arrest","operating while intoxicated",-93.6337562,42.0114627
"12-001330","01/27/12 0816",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-001331","01/27/12 0856",NA,NA,"Hyland Avenue and Pammel Drive","Open","vandalism",-93.6556552,42.0296034
"12-001333","01/27/12 1011",NA,NA,"Lot 50","Open","vandalism",-93.6420154,42.0237318
"12-001342","01/27/12 1515",NA,NA,"Armory","Open","harassment",-93.6509474,42.029626
"12-001376","01/27/12 2300","01/27/12 2300","01/27/12 2300","Ash Avenue and Lincoln Way","Arrest","public intoxication",-93.64441,42.0226961
"12-001392","01/28/12 0209","01/28/12 0209","01/28/12 0209","Chamberlain Street and Hayward Avenue","Arrest","public intoxication",-93.6517204,42.0214474
"12-001408","01/28/12 1018",NA,NA,"Armory","Open","harassment",-93.6509474,42.029626
"12-001420","01/28/12 1708","01/28/12 1708","01/28/12 1708","Elm Street and Lincoln Way","Arrest","driving under suspension",NA,NA
"12-001442","01/28/12 2203","01/28/12 2203","01/28/12 2203","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"12-001458","01/29/12 0044","01/29/12 0044","01/29/12 0044","Lot 62","Arrest","liquor law violation",-93.6431646,42.0217945
"12-001468","01/29/12 0133","01/29/12 0133","01/29/12 0133","Ash Avenue and Gable Lane","Arrest","operating while intoxicated",-93.6444023,42.0214733
"12-001498","01/29/12 2018",NA,NA,"Lot 21","Open","vandalism",-93.651571,42.0297193
"12-001506","01/29/12 2129",NA,NA,"Memorial Union Ramp","Open","theft",-93.6449075,42.0234906
"12-001518","01/29/12 2304",NA,NA,"Lot 45","Open","vandalism",-93.6421649,42.0278571
"12-001546","01/30/12 1313",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-001588","01/31/12 0014","01/31/12 0014","01/31/12 0014","Helser Hall","Arrest","intrastate warrant service",-93.6518379,42.02424
"12-001607","01/31/12 0925",NA,NA,"Lot A3","Open","harassment",-93.6377976,42.0177136
"12-001703","02/01/12 1859","02/01/12 1859","02/01/12 1859","Frederiksen Court","Arrest","drug violation",-93.6440878,42.0340306
"12-001703","02/01/12 1859","02/01/12 1859","02/01/12 1859","Frederiksen Court","Arrest","interference",-93.6440878,42.0340306
"12-001731","02/02/12 0003","02/02/12 0003","02/02/12 0003","100 block of Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"12-001750","02/02/12 1429",NA,NA,"Maple-Willow-Larch","Open","theft",-93.6382459,42.0237874
"12-001795","02/03/12 0144","02/03/12 0144","02/03/12 0144","Storm Street and Welch Avenue","Arrest","public intoxication",-93.6500563,42.0161339
"12-001801","02/03/12 0213","02/03/12 0213","02/03/12 0213","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"12-001806","02/03/12 0854","02/03/12 0854","02/03/12 0854","Lot 10","Arrest","driving under suspension",-93.6538945,42.0296641
"12-001852","02/03/12 2329","02/03/12 2329","02/03/12 2329","Frederiksen Court","Arrest","drug violation",-93.6440878,42.0340306
"12-001857","02/04/12 0023","02/04/12 0023","02/04/12 0023","Wallace Hall","Arrest","public intoxication",-93.6499279,42.0142261
"12-001865","02/04/12 0145","02/04/12 0145","02/04/12 0145","Lot 13","Arrest","operating while intoxicated",-93.6510447,42.0274772
"12-001868","02/04/12 0239","02/04/12 0239","02/04/12 0239","Knapp Street and Lynn Avenue","Arrest","operating while intoxicated",-93.6463784,42.019148
"12-001874","02/04/12 0859",NA,NA,"Lot 59F","Open","theft",-93.6521476,42.0238811
"12-001908","02/04/12 2310","02/04/12 2310","02/04/12 2310","Alumni Center","Arrest","liquor law violation",-93.6387083,42.0181584
"12-001908","02/04/12 2310","02/04/12 2310","02/04/12 2310","Alumni Center","Arrest","harassment",-93.6387083,42.0181584
"12-001926","02/05/12 0132","02/05/12 0132","02/05/12 0132","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"12-001933","02/05/12 0212","02/05/12 0212","02/05/12 0212","Hayward Avenue and Lincoln Way","Arrest","public intoxication",-93.6517059,42.0228461
"12-001992","02/06/12 1303",NA,NA,"Armory","Open","harassment",-93.6509474,42.029626
"12-002026","02/06/12 2149",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-002045","02/07/12 0044",NA,NA,"Curtiss Hall","Open","sexual assault",-93.6448628,42.0261821
"12-002060","02/07/12 0344","02/07/12 0344","02/07/12 0344","Atanasoff Hall","Arrest","trespass",-93.6495713,42.0281363
"12-002063","02/07/12 1159",NA,NA,"Buchanan Hall","Open","harassment",-93.642449,42.022653
"12-002077","02/07/12 2005","02/07/12 2005","02/07/12 2005","Parks Library","Arrest","trespass",-93.6488141,42.0281254
"12-002115","02/08/12 1001",NA,NA,"University Village","Open","theft",-93.6441672,42.0427435
"12-002122","02/08/12 1233",NA,NA,"Lot S8","Open","theft",-93.6334165,42.0148466
"12-002125","02/08/12 1324",NA,NA,"Lot 23","Open","theft",-93.6502695,42.0296777
"12-002133","02/08/12 1651",NA,NA,"Memorial Union","Open","theft",-93.6459454,42.0236502
"12-002165","02/09/12 0121","02/09/12 0121","02/09/12 0121","3400 block of Lincoln Way","Arrest","operating while intoxicated",-93.6648334,42.0225512
"12-002214","02/09/12 2236","02/09/12 2236","02/09/12 2236","Wallace Hall","Arrest","drug violation",-93.6499279,42.0142261
"12-002237","02/10/12 0204","02/10/12 0204","02/10/12 0204","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"12-002239","02/10/12 0222","02/10/12 0222","02/10/12 0222","200 block of Stanton Avenue","Arrest","public intoxication",-93.648229,42.021222
"12-002251","02/10/12 1124",NA,NA,"Barton Hall","Open","theft",-93.6416296,42.0241903
"12-002253","02/10/12 1139",NA,NA,"Willow Hall","Open","harassment",-93.6377325,42.0239136
"12-002302","02/11/12 0046",NA,NA,"Helser Hall","Open","assault",-93.6518379,42.02424
"12-002316","02/11/12 0300","02/11/12 0300","02/11/12 0300","Chamberlain Street and Hayward Avenue","Arrest","public intoxication",-93.6517204,42.0214474
"12-002316","02/11/12 0300","02/11/12 0300","02/11/12 0300","Chamberlain Street and Hayward Avenue","Arrest","drug violation",-93.6517204,42.0214474
"12-002340","02/11/12 1349","02/11/12 1349","02/11/12 1349","Lot C2","Arrest","driving under suspension",-93.6348454,42.0199474
"12-002341","02/11/12 1411",NA,NA,"University Bookstore","Arrest","theft",-93.6453763,42.0231853
"12-002390","02/12/12 0007","02/12/12 0007","02/12/12 0007","2600 block of Lincoln Way","Arrest","liquor law violation",-93.6517229,42.0227346
"12-002394","02/12/12 0038","02/12/12 0038","02/12/12 0038","Knapp Street and Stanton Avenue","Arrest","liquor law violation",-93.6485073,42.0191298
"12-002395","02/12/12 0059","02/12/12 0059","02/12/12 0059","Lot 62","Arrest","liquor law violation",-93.6431646,42.0217945
"12-002396","02/12/12 0100","02/12/12 0100","02/12/12 0100","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"12-002445","02/12/12 2201","02/12/12 2201","02/12/12 2201","Friley Hall","Arrest","liquor law violation",-93.65045,42.0239234
"12-002475","02/13/12 0758",NA,NA,"Student Services Building","Open","harassment",-93.6501447,42.0253226
"12-002486","02/13/12 1715",NA,NA,"Armory","Open","harassment",-93.6509474,42.029626
"12-002492","02/13/12 1744","02/13/12 1744","02/13/12 1744","Carver Hall","Open","theft",-93.648337,42.0252611
"12-002496","02/13/12 1924","02/13/12 1924","02/13/12 1924","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"12-002571","02/14/12 2208",NA,NA,"Wilson Hall","Open","harassment",-93.651021,42.0139143
"12-002593","02/15/12 0150","02/15/12 0150","02/15/12 0150","Dartmoor Road and State Avenue","Arrest","operating while intoxicated",NA,NA
"12-002606","02/15/12 1349",NA,NA,"Carver Hall","Open","theft",-93.648337,42.0252611
"12-002609","02/15/12 1609","02/15/12 1609","02/15/12 1609","Haber Road and University Boulevard","Arrest","driving under suspension",-93.6387948,42.0299502
"12-002653","02/16/12 0224","02/16/12 0224","02/16/12 0224","Lincoln Way and Welch Avenue","Arrest","operating while intoxicated",-93.6501393,42.0227328
"12-002662","02/16/12 0844",NA,NA,"Reiman Gardens","Open","theft",-93.6385732,42.0106058
"12-002665","02/16/12 1129",NA,NA,"Wilson Hall","Open","identity theft",-93.651021,42.0139143
"12-002734","02/17/12 1308",NA,NA,"Frederiksen Court","Open","theft",-93.6440878,42.0340306
"12-002741","02/17/12 1749",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-002762","02/17/12 2236","02/17/12 2236","02/17/12 2236","Larch Hall","Arrest","drug violation",-93.6382868,42.0232779
"12-002773","02/18/12 0214","02/18/12 0214","02/18/12 0214","Wallace Hall","Arrest","public intoxication",-93.6499279,42.0142261
"12-002799","02/18/12 1922",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-002818","02/18/12 2225","02/18/12 2225","02/18/12 2225","State Gym","Arrest","liquor law violation",-93.6536049,42.0250759
"12-002824","02/18/12 2256",NA,NA,"Lot 59E","Open","vandalism",-93.64992,42.0236716
"12-002833","02/19/12 0023","02/19/12 0023","02/19/12 0023","Beach Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.639494,42.022655
"12-002860","02/19/12 1137",NA,NA,"Lot 59E","Open","vandalism",-93.64992,42.0236716
"12-002863","02/19/12 1351",NA,NA,"Parks Library","Open","theft",-93.6488141,42.0281254
"12-002868","02/19/12 1702",NA,NA,"Music Hall","Open","theft",-93.6482276,42.0246423
"12-002871","02/19/12 1808",NA,NA,"Helser Hall","Open","sexual assault",-93.6518379,42.02424
"12-002896","02/20/12 0037","02/20/12 0037","02/20/12 0037","Helser Hall","Arrest","intrastate warrant service",-93.6518379,42.02424
"12-002908","02/20/12 0948",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-002911","02/20/12 1426",NA,NA,"Sweeney Hall","Arrest","theft",-93.6509194,42.0278127
"12-002950","02/20/12 2334",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-002971","02/21/12 1020",NA,NA,"Lot 27","Open","vandalism",NA,NA
"12-002973","02/21/12 1033",NA,NA,"Helser Hall","Open","theft",-93.6518379,42.02424
"12-002989","02/21/12 1728",NA,NA,"Lot 112G","Open","vandalism",-93.6395589,42.0340924
"12-002641","02/21/12 1935","02/15/12 2325","02/21/12 1935","Helser Hall","Arrest","drug violation",-93.6518379,42.02424
"12-002641","02/21/12 1935","02/21/12 1935","02/21/12 1935","Helser Hall","Arrest","liquor law violation",-93.6518379,42.02424
"12-003025","02/22/12 0054","02/22/12 0054","02/22/12 0054","Colorado Avenue and Lincoln Way","Arrest","driving under suspension",-93.6630057,42.0227752
"12-003028","02/22/12 0200","02/22/12 0200","02/22/12 0200","100 block of Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"12-003029","02/22/12 0210","02/22/12 0210","02/22/12 0210","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"12-003030","02/22/12 0216","02/22/12 0216","02/22/12 0216","100 block of Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"12-003093","02/23/12 0227","02/23/12 0227","02/23/12 0227","Beach Avenue and Lincoln Way","Arrest","public intoxication",-93.639494,42.022655
"12-003152","02/23/12 2219",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-003181","02/24/12 0153","02/24/12 0153","02/24/12 0153","Arbor Street and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542412,42.0209168
"12-003184","02/24/12 0214","02/24/12 0214","02/24/12 0214","Lot 59B","Arrest","operating while intoxicated",-93.652149,42.025067
"12-003184","02/24/12 0214","02/24/12 0214","02/24/12 0214","Lot 59B","Arrest","drug violation",-93.652149,42.025067
"12-003194","02/24/12 1227",NA,NA,"Lot 63","Open","vandalism",-93.6367573,42.0239698
"12-003233","02/25/12 0051","02/25/12 0051","02/25/12 0051","300 block of Stanton Avenue","Arrest","liquor law violation",-93.6481458,42.0202997
"12-003242","02/25/12 0216","02/25/12 0216","02/25/12 0216","Hayward Avenue and Knapp Street","Arrest","public intoxication",-93.6517339,42.0191154
"12-003242","02/25/12 0216","02/25/12 0216","02/25/12 0216","Hayward Avenue and Knapp Street","Arrest","liquor law violation",-93.6517339,42.0191154
"12-003275","02/25/12 2030","02/25/12 2030","02/25/12 2030","Willow Hall","Arrest","public intoxication",-93.6377325,42.0239136
"12-003302","02/26/12 0109","02/26/12 0109","02/26/12 0109","Gable Lane and Gray Avenue","Arrest","liquor law violation",-93.6420176,42.0214957
"12-003303","02/26/12 0129","02/26/12 0129","02/26/12 0129","Buchanan Hall","Arrest","liquor law violation",-93.642449,42.022653
"12-003304","02/26/12 0138",NA,NA,"Gable Lane and Gray Avenue","Arrest","vandalism",-93.6420176,42.0214957
"12-003304","02/26/12 0138",NA,NA,"Gable Lane and Gray Avenue","Arrest","theft",-93.6420176,42.0214957
"12-003313","02/26/12 0308","02/26/12 0308","02/26/12 0308","Dotson Drive and Mortensen Road","Arrest","operating while intoxicated",-93.6736251,42.0120505
"12-003358","02/26/12 2022",NA,NA,"Schilletter Village","Open","theft",-93.6419526,42.0440492
"12-003380","02/27/12 0038","02/27/12 0038","02/27/12 0038","Lot 61","Arrest","operating while intoxicated",-93.6483506,42.0124764
"12-003380","02/27/12 0038","02/27/12 0038","02/27/12 0038","Lot 61","Arrest","drug violation",-93.6483506,42.0124764
"12-003402","02/27/12 1540",NA,NA,"Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"12-003426","02/27/12 2143",NA,NA,"Lot 26","Open","theft",-93.6479903,42.0298873
"12-003422","02/28/12 0405","02/27/12 2106","02/28/12 0405","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"12-003422","02/28/12 1847","02/27/12 2106","02/28/12 1847","Larch Hall","Arrest","liquor law violation",-93.6382868,42.0232779
"12-002811","02/28/12 2157","02/18/12 2119","02/28/12 2157","Larch Hall","Arrest","criminal mischief",-93.6382868,42.0232779
"12-002811","02/28/12 2157","02/28/12 2157","02/28/12 2157","Larch Hall","Arrest","disorderly conduct",-93.6382868,42.0232779
